"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"11",0.356706303848876,0.144101539073904,0.349870664758675,0.36841068222981,0.29836884472869,0.327010933780106,0.344438330966057,0.628621621466411,0.115672207255142,0.271174769083864,1,0.334942395709462,0.422288905323052,0.324021647458919,0.364678515937759,0.368996083888644,0.586365445729215,0.372001418146778,0.199615867835441,0.255183167909543,0.345278198182615,0.161485538245508
"12",0.345277231976113,0.195437554940692,0.409349681695853,0.441031463424692,0.346088443761258,0.312659805891786,0.42370446332527,0.252527858065094,0.166696180167018,0.245390808506488,0.334942395709462,1,0.488797943466944,0.432312065056391,0.331331767514014,0.407791189590671,0.332335766347168,0.493730844209678,0.266765122040336,0.298757813398609,0.441224096391077,0.166128551620156
"13",0.354487219727471,0.142886463497515,0.317462176142647,0.343654104548276,0.301624087910548,0.46625702520807,0.441806126826196,0.313212172627669,0.167341399803621,0.301923267184675,0.422288905323052,0.488797943466944,1,0.449292680260411,0.342296354422011,0.357407415717795,0.406949319324176,0.532110523128321,0.227029721785481,0.203540736345755,0.373022044676658,0.194818357152044
"14",0.338134854174744,0.164481858346843,0.370441960045789,0.350961265000437,0.314422046272581,0.400777959202608,0.440646463799419,0.280157137931634,0.120284040731072,0.253480898237834,0.324021647458919,0.432312065056391,0.449292680260411,1,0.379063789792441,0.417963662008471,0.352728587155739,0.496971888121905,0.254415201563238,0.226220134244436,0.399093236509894,0.169011314900117
"15",0.245930761426365,0.165101558790394,0.311498795562836,0.333608818266237,0.261221847459169,0.359570948384766,0.391606315600411,0.299899777595134,0.186679585011905,0.29427541372565,0.364678515937759,0.331331767514014,0.342296354422011,0.379063789792441,1,0.45485415508737,0.372821535600227,0.34208843112157,0.210410870044097,0.206355914387878,0.299966409657973,0.16842231312199
"16",0.498236819555251,0.169017899288456,0.418328233973443,0.415537964024535,0.394946071851077,0.243008034572954,0.388329342386902,0.321595841571526,0.189382492320396,0.290097556609112,0.368996083888644,0.407791189590671,0.357407415717795,0.417963662008471,0.45485415508737,1,0.409431157592165,0.421544426540802,0.267427968780677,0.265329098345302,0.420412336639277,0.156202686413648
"17",0.370398963678327,0.0868602097273516,0.32696760044118,0.382599152482444,0.310637761854466,0.281255213835431,0.390092607442557,0.590105488948073,0.0370620502070316,0.217563566733635,0.586365445729215,0.332335766347168,0.406949319324176,0.352728587155739,0.372821535600227,0.409431157592165,1,0.374957651754742,0.163141401933893,0.205180146675764,0.363599301189595,0.125328058476079
"18",0.3472730245774,0.164506891242444,0.374382478123241,0.381390931777953,0.32189759649444,0.512448744835352,0.50070488524725,0.278985889474081,0.149456137552882,0.292239941268307,0.372001418146778,0.493730844209678,0.532110523128321,0.496971888121905,0.34208843112157,0.421544426540802,0.374957651754742,1,0.25581231295466,0.234696048443221,0.429462416407889,0.159345668240195
"19",0.189567175198649,0.203107891982686,0.341714946482947,0.185073277274462,0.165047944087373,0.166350143205098,0.268682994565566,0.160010025931981,0.248604498411294,0.127575490631141,0.199615867835441,0.266765122040336,0.227029721785481,0.254415201563238,0.210410870044097,0.267427968780677,0.163141401933893,0.25581231295466,1,0.24843205580133,0.274191054769537,0.233940380528662
"20",0.214237322208112,0.201703916777605,0.325414353985714,0.243754742909062,0.199220171321202,0.100053494672334,0.221414210791108,0.174767814050768,0.158413436833828,0.0832067725764555,0.255183167909543,0.298757813398609,0.203540736345755,0.226220134244436,0.206355914387878,0.265329098345302,0.205180146675764,0.234696048443221,0.24843205580133,1,0.467660358871327,0.0986540663936785
"21",0.328962042625209,0.20451839600968,0.417541096415802,0.4109272090258,0.333973809766241,0.271450070742101,0.483082882410031,0.295351663652584,0.136830819919148,0.191991185417915,0.345278198182615,0.441224096391077,0.373022044676658,0.399093236509894,0.299966409657973,0.420412336639277,0.363599301189595,0.429462416407889,0.274191054769537,0.467660358871327,1,0.128046048051695
"22",0.105248985246332,0.230722065792779,0.20302540676852,0.0980814310668847,0.131766658800658,0.164679834209009,0.167628653120695,0.0791303533871876,0.257165472883449,0.130808179447493,0.161485538245508,0.166128551620156,0.194818357152044,0.169011314900117,0.16842231312199,0.156202686413648,0.125328058476079,0.159345668240195,0.233940380528662,0.0986540663936785,0.128046048051695,1
