"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","Convert MATLAB code to R tidyverse code","https://www.upwork.com/job/Convert-MATLAB-code-tidyverse-code_~01e3a5abeb559f7f89/","Intermediate",50,2019-06-05,"There is some MATLAB code that I want to be converted into R code in the tidyverse syntax. The MATLAB code is located here: https://osf.io/647sy/ Obviously, the R code should produce the same outputs as the MATLAB code does. The two essential requirements are: 1) Use the same names for R script files as the original .m files (functions and the main file) 2) The converted R code should be in tidyverse syntax less","MATLAB, R, Statistics",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"12","Need to clean data pre-analysis","https://www.upwork.com/job/Need-clean-data-pre-analysis_~01bc1abe1f2513aab6/","Intermediate",100,2019-06-05,"I have a very large unworkable data-set that I need to run analyses on. I am looking for someone who is comfortable working with large data and delivering a clean data-set in a workable form. The data are speech from political deliberations in Canada from 1903-2015 and public opinion data that need to be merged. less","Pandas, R, Python, Data Mining, Data Science,  ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"13","Mobile app for iOS and Android","https://www.upwork.com/job/Mobile-app-for-iOS-and-Android_~011d38825571ed8a23/","Intermediate",1000,2019-06-05,"We are looking for mobile application developer for online nutritional consulting and daily eating report. We would like create application for clients, to have comfort and user friendly access to our system from mobile devices. We expect applicati ... more","MySQL Administration, Phone, Tablet, Watch,  ",NA,"$10k+ ","5.00 Stars, based on 4 feedbacks","Czech Republic",NA,5,4
"14","Statistician needed for an event study (market model) in R","https://www.upwork.com/job/Statistician-needed-for-event-study-market-model_~0128c8a1257aaa8740/","Expert",200,2019-06-04,"Major Deliverables: (1) Conduct an event study on two samples, each ~50firms (Market model with local indexes) (2) Conduct tests for significance and robustness (3) Show, present and (optionally) interpret results: AR, CAR, CAAR, by sample, by country (4) Document steps scientifically (academic thesis style) and hand-over R file, alternatively (less prefered) STATA Minor Deliverables: (1) Easy transformation of data, if necessary, e.g. date format (2) Explain steps in R Preferred freelancer: - Experienced in event study methodology - Experienced in statistics with R, alternatively (less prefered) STATA - Experienced in academic work/writing - Zero-mistake, diligent working style Important Notes: - Data: Available and cleaned (xlsx) - Language: English - Price also depends on expertise level, workload, and quality of work less","Statistics, Academic Writing, Quantitative Finance, R",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"15","Statistical analysis of a data set (n= 1038) including correlations, SEM, PLS, etc.","https://www.upwork.com/job/Statistical-analysis-data-set-1038-including-correlations-SEM-PLS-etc_~01857cfb5699cda654/","Intermediate",40,2019-06-04,"Complete statistical analysis of a data set (n= 1038) including correlations, SEM, PLS, etc. depending on the data.","IBM SPSS, R",NA,"$100+ ","No feedback yet","France",NA,NA,NA
"16","Business Intelligence assistance with A/B Testing, Database, Data Analytics, Data Engineering","https://www.upwork.com/job/Business-Intelligence-assistance-with-Testing-Database-Data-Analytics-Data-Engineering_~015985938c567b9452/","Intermediate",NA,2019-06-04,"Lead: - Lead and drive experimentation efforts (A/B testing) for product innovations and marketing optimization - Liaise with offshore teams to implement the analytics roadmaps - Participate in Marketing and Product team presentations as an analytics advocate to defend the integrity of the data Expert in: - SQL Skills - Stored Procedures - Hands on experience on MySQL, Workbench/SQL, and Workbench/DataGrip - Data Analysis Skills – Cohort analysis, funnel analysis - A/B testing - DW Design - Kimball Cubes, FACT/DIMENSION models Databases you would be working with: - Cloud – Redshift, Aurora, Snowflake (bonus) - On-premise/RDBMS : SQL SERVER - Analytics: AWS QuickSights, Either Power BI/Tableau - Understand the use of ML algorithms for Forecasting(Random Cut Forest, Monte Carlo Simulation) - Be able to function as a lead data engineer to support the data demands of the business - Have worked Enforce and implement an SDLC discipline to BI deliverable - Initiate Requirements gathering - Capture, share and have a sign off on the User Acceptance Criteria for deliverable - Enforce the Dev/QA/Prod code migration discipline in Git/GitLab Architecture: - Comfortable and aware of event handling from an object oriented (OOP) framework to leverage data from virtual events, ingest data in an Extract and Load approach and drive the Agile development of relevant marketing and monetization efforts as required by business units - Aware of Migrations framework to build DDLs - Leverage our existing analytics tools currently being used – Stitchdata (ETL), AWS QuickSights, Kafka Firehose event and reporting methods (Node/AngularJS, Google Studio) - Optimize existing data pipelines, SQL Stored Procedures - Partner with product & marketing to develop new product ideas and features driven by insights from customer data - Enhance the existing BI Portal to provide product performance insight and report on opportunities and gaps Bonus points if you: - Have worked on/delivered Campaign attribution data analytics - Are aware of Google Analytics, Google Adwords, Facebook, Google Play, iTunes, PayPal, Stripe from a Data Ingestion and analysis standpoint - Are aware of iOS/Android mobile app development approaches - Aware of Talend, Sigma computing, Looker, Mode Analytics, Statsbot, DataRobot Role Requirements: - 5+ years' experience in business analytics, including extensive experience with web-based analytics - Familiarity with database design and the technical skills to work flexibly with heterogeneous structured and unstructured data sources (SQL, event logs, APIs, etc.) - Strong demonstrated leadership skills and team management experience - Familiarity with a broad range of analytical tools - Ability to conduct, interpret and communicate effectively about results of statistical analyses - Degree in a quantitative discipline, like mathematics, statistics, economics, or CS Strong preference for candidates with: - Experience working with social media product development; with subscription-based consumer services; and in a start-up tech environment - Familiarity with event-based data sources (e.g. ELK, other log parsing tools) - Experience directly managing AWS infrastructure (e.g., EC2, EMR, Lambda) - Experience building reporting or data pipeline tools in code (e.g., Node.js, Python, R) - Experience implementing machine learning optimization processes or recommender systems less","Python",NA,"$100k+ ","4.39 Stars, based on 26 feedbacks","United States",NA,4.39,26
"17","Test","https://www.upwork.com/job/Test_~019efb84989d762464/","Intermediate",NA,2019-06-04,"What the deliverable is Type of freelancer you're looking for Anything unique about the project or team Test","Data Analytics, Data Science, IBM SPSS, Mathematics,  ",NA,"$800+ ","5.00 Stars, based on 13 feedbacks","United Kingdom",NA,5,13
"18","Quality of Hire Measurement Analysis and Tableau Dashboard","https://www.upwork.com/job/Quality-Hire-Measurement-Analysis-and-Tableau-Dashboard_~0178d94337c8591b7c/","Intermediate",NA,2019-06-03,"We are looking to do a Quality of Hire analysis of our recent hires. The project would entail defining what a quality hire should look like, attributes to measure and eventual analysis/insights and data visualization.","R, Tableau Software, Python, Data Analytics, Data Visualization, ",NA,"$2k+ ","4.76 Stars, based on 7 feedbacks","United States",NA,4.76,7
"19","Data Analyst Needed for Rebuilding / Updating Data Pipelines","https://www.upwork.com/job/Data-Analyst-Needed-for-Rebuilding-Updating-Data-Pipelines_~01d063f7725a16602a/","Expert",NA,2019-06-03,"Specific to this initial project: Investigate current data pipelines for our existing customer and improve the ETL process to reduce error rates, bugs, and scheduling issues. Tasks: Quickly familiarize yourself with our ETL process Identify and prov ... more","Python, Business Analysis, Data Analytics, Data Science, ",NA,"$3k+ ","5.00 Stars, based on 2 feedbacks","United States",NA,5,2
"20","Optimization Problem: Need someone to solve optimization problem in solver/python/R","https://www.upwork.com/job/Optimization-Problem-Need-someone-solve-optimization-problem-solver-python_~01d3c10a39ce317c33/","Intermediate",50,2019-06-03,"Need to create content allocation sheet, 3 types of content, needs to be optimized for delivery in 5 days. Have more than 500 variables (which can be reduced if you change the model). Need a solution that can be implemented everytime the data changes. less","Python, R, Statistics",NA,"$4k+ ","5.00 Stars, based on 8 feedbacks","India",NA,5,8
"21","Query price data for a set of stocks in order to conduct some basic statistical analysis.","https://www.upwork.com/job/Query-price-data-for-set-stocks-order-conduct-some-basic-statistical-analysis_~01506484a2c518910c/","Intermediate",NA,2019-06-02,"Create query that can be edited and pulled and which produces some basic statistical conclusions.","Python, Data Analytics, Data Mining, Data Science, Microsoft Excel,  ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"22","Statistics: running dominance analysis and relative importance analysis on a multi-level model","https://www.upwork.com/job/Statistics-running-dominance-analysis-and-relative-importance-analysis-multi-level-model_~01caf5510885c200af/","Intermediate",NA,2019-06-02,"I am looking for someone to run the following analyses: -Running a 2-level multilevel model where all variables are at level 1. There are six variables and three interactions (A+B+A*B+C+D+C*D+E+F+E*F). The data set is n= ~1000. -Running both relative importance analysis and dominance analysis on that model to compare the impact of each of the six main variables against each other. -Providing the code and results for the analyses (ideally in R). There will be no additional analyses or data exploration needed. less","R, Quantitative Analysis, Statistics",NA,"$1k+ ","5.00 Stars, based on 4 feedbacks","United States",NA,5,4
"23","Product Demonstration Video for Software Application","https://www.upwork.com/job/Product-Demonstration-Video-for-Software-Application_~01a0f19132e1e8a114/","Intermediate",NA,2019-06-01,"IMPL Ventures is looking for a product demo videographer for MUL8R! Details: - Please research and Google IMPL Ventures and MUL8R -- this will be critical for the job, as there will be an expectation for you to understand the product and the company - IMPL Ventures has developed MUL8R, which is a software development tool that allows developers to 1. Save commonly used/long scripts and then 2. Double click/drag and drop those scripts onto the terminal - The product demo will need to be able to aptly demonstrate the features and benefits of MUL8R - The product demo will need to demonstrate and highlight the problems that MUL8R solves - See example product demo below as well as picture of MUL8R - NOTE: If you contact me through my website or LinkedIn, you will NOT be considered for the job and I wilL REPORT YOU to Upwork as this behavior is AGAINST THE UPWORK POLICY less","Avid Media Composer, Commercial, Maxon Cinema 4D,  ",NA,"$1k+ ","4.98 Stars, based on 13 feedbacks","United States",NA,4.98,13
"24","Need a Data scientist with strong knowledge and need to explain two real time projects.","https://www.upwork.com/job/Need-Data-scientist-with-strong-knowledge-and-need-explain-two-real-time-projects_~01e0bddab85681ab78/","Expert",120,2019-06-01,"Hello everyone, I want a Data scientist who can explain two real time projects clearly and step by step.","R, Python, Data Analytics, Data Science, Machine Learning, Statistics",NA,"$0 ","No feedback yet","India",NA,NA,NA
"25","Implement an inter-rater agreement service / API","https://www.upwork.com/job/Implement-inter-rater-agreement-service-API_~017b14e66579829b02/","Expert",NA,2019-06-01,"I need a many-to-many inter rater agreement service in which we have : R people/raters, rating R-1 other people on C categories on a likert scale. Say we have 10 people, rating each other's level of english, and listening to each other on a one to one basis. We aim to select maximize the information provided by one rater on other people (an interview) by determining : - who is most credible (we can have ground truth / initial score attributed arbitrarely : for instance we know that John grew up in London, thus he is a native speaker, when we know nothing about Joe) - the credibility scores, bias, agreement etc - the minimum mutual interviews as possible which will yield the most information on the level of english The goal is to, given 100 people, among which 95 people's level of English is unknown and 5 native speakers, to use make the minimum number of interviews. Both participants can rate each other's level of English, on different dimensions (vocabulary, intelligibility, accent, grammar or other dimensions) Some initial thoughts make me think of Inter rater agreement kappas (Cohen or Fleiss) but you might have other ideas https://towardsdatascience.com/inter-rater-agreement-kappas-69cd8b91ff75 less","Multivariate Statististics, Statics, Statistical Modeling",NA,"$4k+ ","4.97 Stars, based on 23 feedbacks","United Kingdom",NA,4.97,23
"26","Full Stack Developer (Come build cool stuff with our R&D team, it's like an ongoing hack-a-thon)","https://www.upwork.com/job/Full-Stack-Developer-Come-build-cool-stuff-with-our-amp-team-like-ongoing-hack-thon_~01866a28865da7e133/","Expert",NA,2019-05-31,"THE COMPANY: BRAINJOLT (brainjoltmedia.com) What makes us different… We run one of the top 20 mobile websites in the USA, according to Quantcast (22words.com) Fully remote, we measure what matters and prioritize RESULTS over where you work #beatyesterday is our mantra… we optimize incrementally so we’re always beating our own records We’re scrappy doers who love getting into the weeds to solve problems… Titles don’t matter. Results and drive do. Everyone is a chief problem solver at Brainjolt Bureaucracy is bulls&*t. We don’t like red tape. We prefer to work biased to action, led by data We don’t take ourselves too seriously, but we enjoy playing the game and being on the journey THE OPPORTUNITY: FULL STACK DEVELOPER We are in need of a full stack developer who loves to design, build, and iterate web-based software for massive audiences. We’re looking for a thought-partner who is also a data-geek. Someone who loves puzzling over hard problems, and making them elegantly simple. You’ll help us scale the infrastructure that powers some of the largest websites in the USA, working cross-functionally with data analysts, marketers, and growth hackers. We work as a team, which means we’re all radical owners of the outcome. And, there’s a lot of emojis and laughter along the way. The impact of this role is going to be huge… Specifically… Work in our R&D division, Labs, doing whatever comes up (think of Labs like an on-going hack-a-thon…) Build cool, new things Automate and iterate on our code base that powers our data and marketing efforts Have comfort working with amorphous problems that might not have straightforward solutions (specifically with data) Build MVPs for internal tools, largely using Python (R would work, but we work mainly in Python) Work lean, fast, and iteratively while remaining curious, open, and flexible to deliver tools, scripts, and process improvement that will change our code base (and the company’s future) Tech Stack… Languages: Python, R, JavaScript Server: Amazon EC2, Apache Database: MySQL Caching: Redis, Varnish, Cloudflare Adstack: Doubleclick for Publishers (DFP), Prebid.js Deployments: AWS OpsWorks with Chef Version control: GitHub REQUIREMENTS/QUALIFICATIONS/ATTRIBUTES EDUCATION: Bachelor’s Degree (or equivalent) EXPERIENCE: 1-2 years Proven working experience in web programming Top-notch programming skills and in-depth knowledge of Python Familiarity with data sets and thinking data-first A solid understanding of how web applications work including security, session management, and best development practices Adequate knowledge of relational database systems, Object Oriented Programming and web application development Hands-on experience with network diagnostics, network analytics tools Basic knowledge of Search Engine Optimization process Experience in common third-party APIs (Google, Facebook, Ebay etc.) Aggressive problem diagnosis and creative problem solving skills Strong organizational skills to juggle multiple tasks within the constraints of timelines and budgets with business acumen Ability to work and thrive in a fast-paced environment, learn rapidly and master diverse web technologies and techniques. A love of working in a fast paced environment Self-starter, avid problem solver, energetic go-getter EXPECTATIONS Keep it Clean: you write “clean,” well-designed code that is testable. Roadmapping: you produce detailed, specific development plans. Team Player: you contribute in all phases of the development lifecycle, while interfacing with teams across the company to lead our development efforts. You Love to Test: you know that testing is the foundation of successful growth. You know not only HOW to test, but also WHAT to test. Yes, we test our content! Growth Mindset: From learning new skills to pioneering new strategies, you’re always looking to grow. less","API, API Integration, Database Architecture, Amazon Web Services,  ",NA,"$6k+ ","4.77 Stars, based on 4 feedbacks","United States",NA,4.77,4
"27","VECM task","https://www.upwork.com/job/VECM-task_~019eb377010b2c897c/","Intermediate",NA,2019-05-31,"Hi..testing for cointegration when series have multiple structural breaks and then fitting the VECM modela and finally forecasting a economic series. More details to be shared later.","Econometrics, Economics, MATLAB, R, Stata, ",NA,"$4k+ ","4.56 Stars, based on 9 feedbacks","United States",NA,4.56,9
"28","Statistical testing of difference in means","https://www.upwork.com/job/Statistical-testing-difference-means_~014830e626e66b0f36/","Expert",100,2019-05-31,"I have the following project that I need assistance with from a qualified/academic statistician. I will give you an idea about the data and my questions below: I have a list of 160 stores, 55 located East and 105 located West. Each store has more th ... more","Statistical Analysis, Statistical Computing, ",NA,"$3k+ ","4.57 Stars, based on 4 feedbacks","United Arab Emirates",NA,4.57,4
"29","Data Scientist with Domain Modelling Experience","https://www.upwork.com/job/Data-Scientist-with-Domain-Modelling-Experience_~011c8c8c5c98e7e285/","Intermediate",NA,2019-05-31,"We are looking for an expert with data science and engineering skills and real-world experience in semantic web, ontology development, and natural language processing (NLP) to join our Research & Development team on a full-time basis. Responsibilities — Examine, document and model business and industry domain knowledge in terms of a property graph or an ontology — Translate business-relevant scientific, engineering, and commercial problems into questions that may be address using data analytic — Contribute to all stages of a data analytics project, including problem formulation, solution development, and deployment — Retrieve and pre-process data from miscellaneous data sources — Perform exploratory data analysis — Design and perform experiments in support of analytic solutions proposed — Iteratively and reproducibly build, analyze, and compare statistical and/or machine learning models — Apply versatile quality assurance techniques and metrics to ensure desired quality and performance of an analytics solution developed — Deploy data-analytic products and document data-analytic achievements in technical documentation Requirements — Master degree or PhD in Computer Science, Artificial Intelligence, Data Science, Statistics, Computational Linguistics or a related field — Good programming skills in one of the following programming languages: Python, R, Java, Scala, <U+0421>++ — 3+ years of hands-on production experience as a data scientist and /or machine learning engineer — Familiarity with graph theory and its applications for data modelling — Experience in applying analytical techniques on Spark, Hadoop — Good command of graph databases and algorithms on graphs — Background in Semantic Web technologies — Comprehensive knowledge of Natural Language Processing tasks, algorithms, technology tack — Expertise in signal processing, computer vision domains is beneficial — Good command of English is a must less",NA,NA,"$20k+ ","4.82 Stars, based on 2 feedbacks","United States",NA,4.82,2
"30","Experienced Data Scientist","https://www.upwork.com/job/Experienced-Data-Scientist_~0113a82eb1019b8f2b/","Intermediate",NA,2019-05-31,"We are looking for rock-star data scientists to join our search and development team full-time. It is a wonderful opportunity to contribute to an innovative project with numerous analytical challenges to tackle, including but not limited to optimizat ... more",NA,NA,"$20k+ ","4.82 Stars, based on 2 feedbacks","United States",NA,4.82,2
"31","Data Analysis using R","https://www.upwork.com/job/Data-Analysis-using_~0144236618ed900246/","Intermediate",90,2019-05-31,"Have to select a dataset, come up with a question to answer and do analysis in R. Do data wrangling, exploration/visuals, draw a conclusion. Details: -Create 2 charts exploring the data with respect to the prediction variable (label) -Create a hypothesis and perform a t.test to reject or fail to reject your hypothesis. -Split the data into training set and testing set for each model and wrangle the data as desired. -Create 2 prediction models of your chosen type (regression | classification), with at least one multivariate model including visualizing the results of each model. -Compare the performance of your models -Include a written analysis of your prediction referencing using data to support your conclusions. All codes should run in R. Nothing complicated. Throw a few simple simple slides to summarize the assignment that can be presented: 1. Situation or problem statement: describe what the situation is, what you are trying to figure out and why. 2. Key Question(s): Describe the key question(s) in terms of the variable your team selected to spotlight. 3. Data Source(s): Provide a full description of where the data comes from. (Can use https://archive.ics.uci.edu/ml/datasets.php (Links to an external site.)Links to an external site. OR https://toolbox.google.com/datasetsearch (Links to an external site.)Links to an external site.) 4. Data Wrangling: What you did to organize the data: · Removed columns, Converted columns, Transform data: gather(); summarize(); distinct(); sort(); and any changes needed to prepare for model training 5. Data Exploration/ Visuals: Provide a few of the visuals you used to explore the data. 6. Conclusions: Describe the final solution that answers the key questions, including the accuracy of at least two prediction models. less","R, Data Analytics, Machine Learning,   ",NA,"$100+ ","4.77 Stars, based on 2 feedbacks","United States",NA,4.77,2
"32","Causal methods for analysis of longitudinal data","https://www.upwork.com/job/Causal-methods-for-analysis-longitudinal-data_~01c99ba8928eb6ce47/","Intermediate",NA,2019-05-31,"R code that conducts requested analysis along with output","Data Analytics, Data Science, R, Statistics",NA,"$80 ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"33","Advertisement + Marketing Manager for Software Product","https://www.upwork.com/job/Advertisement-Marketing-Manager-for-Software-Product_~01519266e6effd3ec2/","Intermediate",NA,2019-05-31,"IMPL Ventures is looking for an advertisement and marketing manager for MUL8R MUL8R: * MUL8R is a software development tool that allows developers to 1. Save commonly used and or tedious commands into a GUI and then 2. Click on those scripts to execute on the terminal * The target customer for MUL8R is software developers in the beginner-intermediate skill range, who are unfamiliar with scripting * MUL8R solves the problem of ""scripting"" being tedious, laborious, painstaking and time consuming * MUL8R is designed to automate many of the above problems by providing a graphical user interface that is simple, easy to use, and aesthetically pleasing * Competition includes: PowerShell and Bash Job Requirements: * The most important aspects of this job are as follows: * 1. Come up with high level marketing, advertising, and growth strategies and tactics for MUL8R * 2. Execute upon those marketing, advertising, and growth strategies * 3. Develop a deep understanding of the MUL8R customers and target customers * Common jobs may include but are not limited to: Twitter + Instagram Growth Hacking, Facebook + GoogleAds + LinkedIn Advertising, Creating demo pages on sites such as ProductHunt, * KPI's include but are not limited to: website traffic, downloads of MUL8R, subscriptions to MUL8R, followers on Social Media, Cost per click, etc. Other Details: * IMPL Ventures is a startup so there will be a high emphasis on building and testing strategies in a quick and effective manner * Please Google MUL8R and IMPL Ventures in order to understand the product and company * Current website is not up and is under some reconstruction * NOTE: If you contact me through my website or LinkedIn, you will NOT be considered for the job and I wilL REPORT YOU to Upwork as this behavior is AGAINST THE UPWORK POLICY less","Ad Servers, Campaign Management,  ",2,"$1k+ ","4.98 Stars, based on 13 feedbacks","United States",NA,4.98,13
"34","answering R related questions","https://www.upwork.com/job/answering-related-questions_~01bf7a50283dc946a4/","Entrylevel",70,2019-05-31,"Need these questions answered carefully and using R techniques. related to a bigger project.","R, Python, Data Analytics, Data Science,  ",NA,"$30 ","3.05 Stars, based on 1 feedback","Australia",NA,3.05,1
"35","Teach me how to apply ML-methods to Conversion Rate Optimisation process","https://www.upwork.com/job/Teach-how-apply-methods-Conversion-Rate-Optimisation-process_~01efe31d666aac8e0b/","Intermediate",300,2019-05-30,"Hi there! I work in e-commerce business as a mid-level analyst. In my checkout funnel, I have only 40% of people converting from the registration form to the payment page. 1. I need someone who will demonstrate and explain how to identify the most important metrics influencing CR from one page to another through the application of statistics and ML. 2. This person will guide me through the process of defining metrics starting from identifying necessary steps and validating if I followed your instructions correctly. To be more specific, I would love to work with someone who: - Will explain the whole algorithm of drafting hypotheses via ML (i.e. why are we using this or that model, how to define what variables have to be included, how to draft hypothesis and validate potential benefit). - Will plan steps required to get to the result. - Instruct me on steps required to be done. - Will get through every step of the process with me. This type of task is a hybrid of practical and teaching job. My expectation from you is to be patient with explanation, being able to explain the process in great detail, have knowledge of statistics and R (as I am more proficient with R rather than Python). Please avoid making comments that I am a newbie trying to figure things out. I know that but at least I am working hard to make my way and expand my skillset. less","Google Analytics, Optimizely, Google Experiments, Algebra, ",NA,"$100+ ","4.92 Stars, based on 3 feedbacks","Australia",NA,4.92,3
"36","SAS coding knowledge needed for analyzing data.","https://www.upwork.com/job/SAS-coding-knowledge-needed-for-analyzing-data_~01c1e11944bf6e6157/","Intermediate",50,2019-05-30,"Need this data merged by participant ID and run ANOVA and p-test on variables.","Microsoft Excel, SAS, R, Statistics",NA,"$0 ","No feedback yet","United States",NA,NA,NA
