"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","design program analyse big data using python","https://www.upwork.com/job/design-program-analyse-big-data-using-python_~0137c80a91de9fbc2d/","Expert",500,2019-06-12,"Looking for a freelancer expert in python to create retail program hasing a solution to complicated retail problem analysing big data This job was posted from a mobile device, so please pardon any typos or any missing details.","Data Analytics, Data Science, Python",NA,"$0 ","No feedback yet","Saudi Arabia",NA,NA,NA
"12","Candidate proficient in ML, AI, Deep Learning, needed to explain and finalize Python XgBoost model","https://www.upwork.com/job/Candidate-proficient-Deep-Learning-needed-explain-and-finalize-Python-XgBoost-model_~019ce04d4b96c95d5e/","Expert",100,2019-06-12,"Looking for a candidate with strong knowledge of ML, AI, Deep Learning, needed to explain and finalize Python XgBoost model. Should be able to understand a fairly complex model which is already created, but might need a tweak to finish off. Then it needs a small adaptation to be able to upload new datasets and run predictions. I also need some explanation on how it works. Requirements: - strong knowledge of machine learning, understands about xgboost and majority vote - knows how to use kaggle - can write and understand python code - can explain how code from an existing model works - can finish a small amount of code and adapt to allow uploading of new data and prediction I'm looking for a quick turnaround, I would imagine that it would take a few hours to understand the code, and a few hours to explain and make minor updates to the code. less","Artificial Intelligence, Artificial Neural Networks, Data Science,  ",NA,"$500+ ","5.00 Stars, based on 3 feedbacks","United Kingdom",NA,5,3
"13","Statistical analysis plan writing","https://www.upwork.com/job/Statistical-analysis-plan-writing_~01ab1626c6db436993/","Expert",NA,2019-06-12,"SAP (statistical analysis plan) development. No sample size calculations. Just writing according to the provided details and template. This job was posted from a mobile device, so please pardon any typos or any missing details.","Biostatistics, Data Analytics, Data Science, SAS, ",NA,"$700+ ","No feedback yet","Poland",NA,NA,NA
"14","Automotive Parts cataloging manager","https://www.upwork.com/job/Automotive-Parts-cataloging-manager_~010ddacf8d0fb24c1e/","Intermediate",NA,2019-06-12,"We are looking for someone with experience in automotive parts and database to lead a team of cataloging specialist to update and improve digital catalog. This job was posted from a mobile device, so please pardon any typos or any missing details.","Data Analytics, Data Entry, Data Science, Excel VBA,  ",NA,"$10k+ ","4.67 Stars, based on 2 feedbacks","United States",NA,4.67,2
"15","Data Scientist to create algorithms to Model People Traffic Data","https://www.upwork.com/job/Data-Scientist-create-algorithms-Model-People-Traffic-Data_~0104d2912af0ac1e75/","Intermediate",NA,2019-06-12,"Hello, all! Reviewing this job description, share your experience with this field, briefly. It would give you an opportunity to get this job. We host a suite of sensors that tracks how many people are in a certain area. We need someone to dig through the sensor data and create python(or PHP code) for an algorithm that tells users what is high/normal/low traffic for that area. The sensor data reports every 30~60 mins with a value between 0~300 depending on how many people pass through the area. Thank you, Oliver less","Python, Artificial Intelligence, Artificial Neural Networks, Data Science, ",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"16","Data scientist explain PDF, CDF, and inverse CDF","https://www.upwork.com/job/Data-scientist-explain-PDF-CDF-and-inverse-CDF_~0197871ebac2093404/","Expert",350,2019-06-12,"Looking for a data scientist or statistician that would enjoy writing articles to explain PDF, CDF and inverse CDF functions and their role in data science. The articles should allow beginners to understand and should provide graphics and code examp ... more","Data Analytics, Data Science, Mathematics, Python, ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"17","Looking for Data Science / Machine Learning Mentor","https://www.upwork.com/job/Looking-for-Data-Science-Machine-Learning-Mentor_~016c5f018bebd05943/","Expert",NA,2019-06-12,"Hi I'm about to start looking for new job opportunities and would need a data science/ML mentor to help me: - Build a portfolio - Write articles - Regular coaching - Mockup Interviews Experts with predictive marketing knowledge are preferred.","Python, Data Analytics, Data Science, Machine Learning,  ",NA,"$3k+ ","4.88 Stars, based on 58 feedbacks","France",NA,4.88,58
"18","Build a web site that incorporates running predictive models","https://www.upwork.com/job/Build-web-site-that-incorporates-running-predictive-models_~012f6e31d94bb7bfce/","Intermediate",750,2019-06-11,"Looking for someone who can build a pay for access web site. Part of the site will also need to allow paying users to run their own predictive models in a simple way. I have a detailed plan that will be sent to you upon receiving your proposal Data ... more","Graphic Design, Information Architecture, Usability Testing, Adobe Illustrator, ",NA,"$5k+ ","4.95 Stars, based on 25 feedbacks","United States",NA,4.95,25
"19","Tableau specialist needed for creating a few data visualization dashboards","https://www.upwork.com/job/Tableau-specialist-needed-for-creating-few-data-visualization-dashboards_~01297d9c487dbb9cb7/","Intermediate",500,2019-06-11,"The project is to build data visualization dashboards. The data should be integrated into tableau from Amazon Redshift. We will provide the exact models that should be presented. In the end, we would like to publish this project to our tableau server so our clients could access it online. less","Tableau Software, Data Analytics, Data Science, Data Visualization, SQL",NA,"$0 ","No feedback yet","Israel",NA,NA,NA
"20","Data Science Assessment/ Data Mining/ Learning Expert","https://www.upwork.com/job/Data-Science-Assessment-Data-Mining-Learning-Expert_~01312a62183da77e15/","Intermediate",NA,2019-06-11,"We connect you with the world's best minds and companies in the field of data science and artificial intelligence. We have many web platforms that help us connect with our audience We are looking for an data science training expert who can help b ... more","Data Extraction, Data Mining, Data Science",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"21","Mathematician or Data Scientist needed to solve complex problem for property development.","https://www.upwork.com/job/Mathematician-Data-Scientist-needed-solve-complex-problem-for-property-development_~011485390e0aabd8c8/","Expert",NA,2019-06-10,"Im in need of a highly skilled professional in the fields (I presume) of data science or mathematics to extend upon my own research regarding the relationship of income and land values over many different development (and built form) types which will be then used as an algorithm to instantly value development land with a high level of accuracy. less","Business Mathematics, Data Science, Mathematica, Mathematical Models",NA,"$60k+ ","4.86 Stars, based on 46 feedbacks","Australia",NA,4.86,46
"22","Solve Neural Network Questions","https://www.upwork.com/job/Solve-Neural-Network-Questions_~0169df29235f7871f3/","Intermediate",50,2019-06-10,"Need help to solve a few questions related to Neural Network and few questions to be solved using R. If you are good in Neural Network and can solve and write answers in word file.","R, Artificial Neural Networks, Data Science,  ",NA,"$60 ","1.67 Stars, based on 2 feedbacks","India",NA,1.67,2
"23","Quant or Algorithmic Trader is Need For A Project On CloudQuant","https://www.upwork.com/job/Quant-Algorithmic-Trader-Need-For-Project-CloudQuant_~0100c0677e43912fc2/","Expert",10000,2019-06-09,"I have an algorithm that I think will get a definite capital allocation on CloudQuant.com. But my coding knowledge is zero. I'm looking for someone who can write code. I offer a profit partnership for this. If you're interested, I'm ready to discuss the matter. less","Python, Algorithms, Data Analytics, Data Science, Quantitative Analysis, ",NA,"$0 ","No feedback yet","Turkey",NA,NA,NA
"24","my own dataset and create a complete R project","https://www.upwork.com/job/own-dataset-and-create-complete-project_~01a44ceb4def46253b/","Intermediate",150,2019-06-09,"The submission for the choose-your-own project will be three files: a report in the form of both a PDF document and Rmd file and the R script or Rmd file that performs your machine learning task. We recommend submitting a link to a GitHub repository ... more","Data analytics, Data Science, Data Visualization, R, ",2,"$2k+ ","4.77 Stars, based on 20 feedbacks","Colombia",NA,4.77,20
"25","Research how Smart Biometric Weight Scales work","https://www.upwork.com/job/Research-how-Smart-Biometric-Weight-Scales-work_~01a4f9868ba816f46d/","Expert",50,2019-06-09,"I. I need to know how smart biometric weight scales measure the following: 1. Body weight, 2. body fat rate, 3. water content, 4. bone content, 5. muscle content, 6. BMI, 7. calories II. How do these weight scales read information when we input heigh and age. III. What algorithms do they use IV. How do they read, process or reveal information and define all the stats (sensor, spectrography?) I need 2 reports: 1. - a summary written on a simple language. 2 - detailed research including technical and data part. less","Artificial Intelligence, Computer Science, Data Science, ",NA,"$0 ","No feedback yet","Azerbaijan",NA,NA,NA
"26","MATLAB and Fourier Analysis Expert","https://www.upwork.com/job/MATLAB-and-Fourier-Analysis-Expert_~0116117c3e0ff17404/","Intermediate",150,2019-06-09,"I am looking for a MATLAB expert to create 3 dimensional graphs of a random dataset. Once the graphs are created, then do a Fourier and a Taylor Series analysis on the 3-dimensioin combined graph and the graphs individually. Lastly, create an equation for the data set. The bounds of the equation does not have to be from –infinity to +infinity. The equations can be bounded. I suspect that these equations might provide some insight to the nature of things and help us describe the world in a way where we will all be at one with the world. The background for this experiment is as follows: My family and I lives on a remote island of less than 5 thousand people in the Grenadines for 3 months out of the year. For those who are interested, the name of the island is Bequia and its located here. https://www.google.com/maps/place/Bequia/@13.0164508,-61.2803282,13z/data=!3m1!4b1!4m5!3m4!1s0x8c4759437bd039cd:0x56b113ca888f4ce6!8m2!3d13.0117059!4d-61.2272312 The island has been hardly touched my man and 90% of the land is as natural as nature made it. As I write this post, it’s about 85 degrees with a semi-cool ocean breeze. Nevertheless, nature is all around us 24/7. I’ve never seen and paid attention to so many various of life. I spend hours looking at the birds and how they fly and the mastery show of flight that the perform for the world. I also notice the pattern in the trees, the leaves, etc. Yesterday in fact, I was looking at the mountains on the island and I saw what looked Sine ways; but discontinuous sine ways. Then I had a thought. What if I could map an equation(s) to the 3 dimensional contours of the mountains? What information could we obtain and/or derive from such equations? After all, the topology of the mountain chain, was made by nature. And we all know that nature is the most efficient and best engineer and/or scientist we know. At the end of the day; nature always win. The key to creating the waveforms is the data. How do we gather the data to create the plots, and equations? For this we go back to nature. Because nature is perfect and is far more intelligent than man, we know that the nature must have had created a easy way for such to find the data that we seek for. In fact, that data is around us, in us, a part us at all time; we live in this data. Nature would of made the data to be a random set of numbers. Why, because if you were nature and knew all you would create a state, such that your creation would be able to pick any number of set of numbers to know itself. We can discuss in more detail if you are interested. Thanks Glen less","Computer Science, Data Science, Equations, Mathematica,  ",NA,"$10k+ ","No feedback yet","United States",NA,NA,NA
"27","Data Science White Paper","https://www.upwork.com/job/Data-Science-White-Paper_~01f06a1c9de8128820/","Expert",700,2019-06-09,"We are writing a White Paper for Executives that sets out how an Executive should approach building a Data Science capability in the organisation and how to best set it up for success. The paper covers: 1. The Data Science Journey 2. Typical Challenges 3. Data Science Roles 4. Setting up a Team Environment that works We have written a first draft of the paper - we just need an experienced practitioner (with Executive Experience) to both edit and flesh out the paper. Someone who is a great technical writer who has tried to build Data Science teams in organisations would be perfect for the job. The Paper is about 3,500 words and we suspect 10-15 hours to edit/add to it. Ideally we are looking for a seasoned McKinsey / Bain consultant who has experience working with Executives in the Advanced Analytics field as well as experience writing White Papers for a Practice Area. less","Data Science, Technical Writing",NA,"$70k+ ","4.94 Stars, based on 35 feedbacks","South Africa",NA,4.94,35
"28","Developer needed for a Deep Learning project","https://www.upwork.com/job/Developer-needed-for-Deep-Learning-project_~01d24d21ddd1696aff/","Expert",500,2019-06-09,"This project requires knowledge and experience with: + OpenCV - and Computer Vision Annotation Tool (CVAT) - coming from GitHub + AWS SageMaker and/or Google ML + Deep Learning + Tensorflow + Python + GitHub + English level must be fluent for both reading/writing/speaking + Great Communication skills + Availability + Patience to grow with the project from small scale to bigger one Important Notice: I'm looking not only for someone to do the job - but to guide and consult regarding best practices and actual implementation less","Natural Language Processing, PyBrain, PyTorch,  ",NA,"$1k+ ","5.00 Stars, based on 4 feedbacks","Israel",NA,5,4
"29","Natural Language processing Expert","https://www.upwork.com/job/Natural-Language-processing-Expert_~0165de7a59a6fdf5af/","Entrylevel",30,2019-06-08,"Looking for someone with data extraction using webhose, deduplication, Google nlp, topic modeling, taxonomy building skills to help with a project.","Python, Data Science, Natural Language Processing",NA,"$2k+ ","4.93 Stars, based on 38 feedbacks","United States",NA,4.93,38
"30","File management / some scripting with large dataset to get it into needed shape","https://www.upwork.com/job/File-management-some-scripting-with-large-dataset-get-into-needed-shape_~01ff99e790435c9d26/","Intermediate",75,2019-06-08,"Have a large dataset with a few thousand files that need to be split into ~100 million sub-files. a python script is in place to do this, but need someone to actually do it (can be a bit tricky bc once filecount gets big enough many bash commands dont work any longer) and verify that all the data has been properly transformed. Also need that person to figure out how much disk space we'll need to do this. Then the data needs to readied for download, so ideally it can be compressed in a way to make that optimally efficient. less","Data Mining, Data Science, Python",NA,"$10k+ ","4.70 Stars, based on 56 feedbacks","United States",NA,4.7,56
"31","Experienced Data Scientist","https://www.upwork.com/job/Experienced-Data-Scientist_~01b9a0224b70bae066/","Expert",NA,2019-06-08,"I require an experienced Data Scientist who is available to work with me for 2-3 hours a day over a given week.","Python, Big Data, Data Science, Machine Learning, R, ",NA,"$80+ ","5.00 Stars, based on 1 feedback","United Kingdom",NA,5,1
"32","Need steganography technique usable on video and resistent to transcoding","https://www.upwork.com/job/Need-steganography-technique-usable-video-and-resistent-transcoding_~012433a397d87ff761/","Expert",100,2019-06-08,"A deliverable would be a script or a piece of source code which could be used along with ffmpeg to decode the video file into raw frames, embed some very small piece of data (1 byte per video frame is minimally sufficient, 10 bytes per frame will be perfect!) and encoded back, and a technique for extraction of this data back from such video. A technique must be very well resistant to transcoding, quality loss and frame loss. Minimum test would be to transcode the video file with the message embedded, with ffmpeg, into lower resolution/codec settings, say message must survive transcoding from full HD/8mbps to 480p/2mbps reliably. More advanced test would be to play the video on screen, capture screen using QuickTime, and extract video from the captured video. An even more advanced test would be to play video, record screen using iphone camera directed on it, then extract. less","Data Science",NA,"$10k+ ","4.86 Stars, based on 23 feedbacks","Seychelles",NA,4.86,23
"33","Visual Search - Ai solution for fashion retail","https://www.upwork.com/job/Visual-Search-solution-for-fashion-retail_~01405918d23446f718/","Expert",NA,2019-06-07,"Looking for a very experienced machine learning engineer that can help me with my application for visual search. I'm not a developer but I have long experience in the field. I need an expert to find a solution or build a new one.","Apache Mahout, TensorFlow, Accord.net, deeplearn.js,  ",NA,"$20k+ ","4.52 Stars, based on 19 feedbacks","Sweden",NA,4.52,19
"34","Business Analysts Needed for Growing Team","https://www.upwork.com/job/Business-Analysts-Needed-for-Growing-Team_~01b892e0da2625502f/","Intermediate",NA,2019-06-07,"A Business Analyst is important for any growing business. They are key positions when it comes to helping businesses gather critical information, helping to make important decisions, and setting up outcomes that can be tracked and monitored. A good analyst should be able to make the whole organization smarter and act as a go-between for leadership and project managers. We are looking to hire a Business Analyst to join our growing project team. You will work with a team of business analysts and report to the project manager. You will be performing detailed requirements analysis -- using internal, external, and market data, and should be able to write process documentation. You should be a natural at analyzing abstract concepts. Your responsibilities as a Business Analyst include: - Business processes evaluation, finding areas for improvement, anticipating evaluating requirements, and developing and implementing solutions. - Leading ongoing reviews of business processes and developing optimization strategies. - Staying up-to-date on the latest process and IT advancements to automate and modernize systems. - Conducting meetings and presentations to share ideas and findings. - Performing requirements analysis. - Documenting and communicating the results of your efforts. - Effectively communicating your insights and plans to cross-functional team members and management. - Gathering critical information from meetings with various stakeholders and producing useful reports. - Ensuring solutions meet business needs and requirements. In your reply, please tell us who won the 1983 Baseball World Series. less","Data Analytics, Data Science, Google Analytics, Statistics",NA,"$100k+ ","4.98 Stars, based on 94 feedbacks","United States",NA,4.98,94
"35","Clicdata - Dashboard Development for Marketing and Sales","https://www.upwork.com/job/Clicdata-Dashboard-Development-for-Marketing-and-Sales_~01aab0745e93142e75/","Expert",1000,2019-06-07,"This is an ongoing project that requires knowledge of Clicdata integrations and dashboard development. Specifically, we want to create a Market Share dashboard using information from census sites. We have a series of requirements including sorting by state, multiple counties, or other factors. This is the main project and we also have additional maintenance items we'd like to work with someone on. Contract project with longer work potential. less","Data Science",NA,"$10k+ ","4.96 Stars, based on 17 feedbacks","United States",NA,4.96,17
"36","Data Scientist/ML engineer required for some NLP, spacy & cosine similarity work","https://www.upwork.com/job/Data-Scientist-engineer-required-for-some-NLP-spacy-amp-cosine-similarity-work_~01c94694629ac0ca53/","Intermediate",NA,2019-06-07,"this is a data science / ML opportunity that could lead to ongoing work depending on your performance, we are looking for an up & coming data scientist and/or machine learning engineer that has experience with popular natural language processing Python packages including NLTK and spaCy. If you have has experience wrapping these within Flask this would be an extreme plus. If this opportunity interests you, feel free to send us through your CV, a link to your linked profile and/or github, and a paragraph why you think you would be a good candidate - as we would love to hear from you. Cheers & good luck! Project Classes Required Description: String to Vector Class Purpose: To be able to take in any string, whether that is a sentence or an entire document (converted to strings) in the form of a list Expected Input & Output: Input: String of words Output: Vector (of size n) produced by spaCy’s large word2vec model “en_core_web_lg” Cosine Similarity Class Purpose: to be able to produce a ranked list of the similarity one vector of size n (where n is the number of features), to a dataframe (in this case a pandas dataframe of size n x m-where n is the number of features & m is the number of observations, or unique items in the dataframe) using cosine similarity between the input vector & all the observations in the dataframe to produce a ranked list of similarity. From highest to lowest. Expected Input & Output: Input: A) Vector to be compared of size n Input: B) Dataframe of vectors of size m x n, all observations in dataframe need a unique id- refer to notes Output: Vector of size m x 2 (2 as we would like you to return the matching less","Scikit-Learn, TensorFlow, Python, Artificial Intelligence, Data Science, ",NA,"$1k+ ","5.00 Stars, based on 7 feedbacks","Australia",NA,5,7
"37","Talk With Advance Forex Trader With Experience","https://www.upwork.com/job/Talk-With-Advance-Forex-Trader-With-Experience_~018dfc7863816b2f08/","Expert",50,2019-06-07,"I Want To Talk To An Advanced Forex Trade With Years Of Experience To Learn A Bit About It This job was posted from a mobile device, so please pardon any typos or any missing details.","Data Analytics, Data Science, Quantitative Analysis, ",NA,"$0 ","No feedback yet","Nigeria",NA,NA,NA
"38","Image Recognition using Machine Learning","https://www.upwork.com/job/Image-Recognition-using-Machine-Learning_~0149be291159d94d7c/","Entrylevel",30,2019-06-07,"Need help with a Neural Network and deep learning project. Looking for someone with Machine Learning, Python, RNN, CNN, DNN and image recognition skills.","Natural Language Processing, Image/Object Recognition,  ",NA,"$2k+ ","4.93 Stars, based on 38 feedbacks","United States",NA,4.93,38
"39","Big data base architecture expert","https://www.upwork.com/job/Big-data-base-architecture-expert_~010eaabed9e9be8881/","Expert",NA,2019-06-06,"Looking for senior database expert big data expert for online grocery app This job was posted from a mobile device, so please pardon any typos or any missing details.","Data Analytics, Data Science, Mathematics, Python",NA,"$20k+ ","4.93 Stars, based on 16 feedbacks","Jordan",NA,4.93,16
"40","Need to clean data pre-analysis","https://www.upwork.com/job/Need-clean-data-pre-analysis_~01bc1abe1f2513aab6/","Intermediate",100,2019-06-05,"I have a very large unworkable data-set that I need to run analyses on. I am looking for someone who is comfortable working with large data and delivering a clean data-set in a workable form. The data are speech from political deliberations in Canada from 1903-2015 and public opinion data that need to be merged. less","Pandas, R, Python, Data Mining, Data Science,  ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"41","Python Django","https://www.upwork.com/job/Python-Django_~013ef04300a833f09e/","Intermediate",500,2019-06-05,"Looking for a Django programmers with eCommerce experience. Experience: - more than 2 years experience in Python/Django including bootstrap responsive. - abilities to write clean structured and documented code. - able to update and port project to latest updates. - able to follow all python coding standards - Able to work with cloud servers No agencies please. less","API, API Integration, Amazon Web Services,    ",2,"$5k+ ","4.36 Stars, based on 91 feedbacks","United Kingdom",NA,4.36,91
"42","Developer needed to help build data extraction process and help build UI for a current model","https://www.upwork.com/job/Developer-needed-help-build-data-extraction-process-and-help-build-for-current-model_~01c1687aeb9392254e/","Intermediate",NA,2019-06-04,"- help build the data extraction process of PDF's, word documents, and text documents using Textract from AWS - help refine the RNN model if needed to accept data - Create UI to be able to ingest a new document, run it through the model, and provide a new version of the document for review with recommended changes from RNN model (i tried to add more skills on the title section 'Job description' but something is wrong with Upwork's platform at the moment) less","HTML, JavaScript, Data Science, Deep Neural Networks, ETL Pipelines, ",NA,"$400+ ","No feedback yet","United States",NA,NA,NA
"43","ROBOTICS PROCESS AUTOMATION, UI PATH","https://www.upwork.com/job/ROBOTICS-PROCESS-AUTOMATION-PATH_~01607a08878511eb10/","Intermediate",NA,2019-06-04,"DATA EXTRACTION, ROBOTICS PROCESS ANY WHERE, GMAIL AUTOMATION.","Scrapy, Administrative Support, Data Science,  ",8,"$0 ","No feedback yet","India",NA,NA,NA
"44","Python + machine learning developer with recommendation engine experience needed","https://www.upwork.com/job/Python-machine-learning-developer-with-recommendation-engine-experience-needed_~014bb7e03e12c299b0/","Intermediate",NA,2019-06-04,"We have a custom application that is an email marketing tool that is integrated with ecommerce stores. This tool helps small businesses send emails containing relevant content to a more targeted, focused audience in part because it utilizes machine learning (specifically the LightFM recommendation engine) to produce product recommendations. This allows customers of the stores to receive tailored product recommendations in emails. There are a few other components of the application that utilize Machine Learning or that we would like to utilize Machine Learning/AI. We are looking for an experienced Python developer with specific Machine Learning/recommender experience to consult on this project to help us: - Understand what needs to be built to make the product recommendations good/more powerful - Execute on that work, potentially in collaboration with programmers on our team of 10 Experience required: - Python - Machine Learning - Recommendation engines Preferred: - LightFM - Math less","Python, Artificial Intelligence, Data Science, Machine Learning",NA,"$2k+ ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"45","Write a learning model for Nadex binaries.","https://www.upwork.com/job/Write-learning-model-for-Nadex-binaries_~0123e6486af8f77abb/","Expert",NA,2019-06-04,"I am in search of someone who has no problem scrubbing raw data to get the desired output. What I have: I have many months of recorded data from a US binary platform. 5 min binaries. 1 currency pair What I want: I have a theory about price act ... more","Data Science, Machine Learning, Python",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"46","R programmer/data scientist needed for test driving a screening test","https://www.upwork.com/job/programmer-data-scientist-needed-for-test-driving-screening-test_~01e4940842dbc0b91a/","Intermediate",50,2019-06-03,"We are looking for an experienced R programmer/data scientist who could test drive our screening exercise that will be used in a hiring process. You will be asked to solve a practical test in an in-browser IDE, and then fill a feedback form in. The ... more","Data Science, R",NA,"$1k+ ","4.99 Stars, based on 26 feedbacks","United Kingdom",NA,4.99,26
"47","Creating Product Like Log analysis or Data Visulazations","https://www.upwork.com/job/Creating-Product-Like-Log-analysis-Data-Visulazations_~0177bb3b52d8b43e02/","Expert",500,2019-06-03,"We need create product like log analysis or customize data visualization ,","Apache NiFi, ETL Pipelines, Administrative Support,   ",NA,"$0 ","No feedback yet","India",NA,NA,NA
