"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","Fit distributions in R","https://www.upwork.com/job/Fit-distributions_~017d898ad075f9bc7c/","Entrylevel",20,2019-06-14,"I am looking for someone to help me fit my peak flow and volume data to some distributions: Generalized Pareto, Gumbel, Lop-Pearson III and Generalized Extreme value and estimate the Kolmogorov–Smirnov test statistic. The purpose is to use the outputs in my Copula function which is in the format: mvdc(tCopula(0.7943 ,dim=3),c(""weibull"",""weibull"",""gamma""), list(list(shape=dr_weib$estimate[1],scale=dr_weib$estimate[2]), list(shape=peak_weib$estimate[1],scale=peak_weib$estimate[2]), list(shape=av_gamma$estimate[1],rate=av_gamma$estimate[2]))) This function needs the estimated parameters (preferably MLE method). For instance the Weibull and Gamma distributions results which outputs were used in the copula function above, looked like this: Fitting of the distribution ' weibull ' by maximum likelihood Parameters: estimate Std. Error shape 2.870008 0.5118201 scale 1.406644 0.1180247 Fitting of the distribution ' gamma ' by maximum likelihood Parameters: estimate Std. Error shape 5.476612 1.725445 rate 4.351869 1.435926 I am looking to do the same work but estimating the parameters for the above mentioned distributions. less","R",NA,"$60 ","4.85 Stars, based on 1 feedback","Kenya",NA,4.85,1
"12","Looking for a Content Writer to Write a Well-Researched Blog Post","https://www.upwork.com/job/Looking-for-Content-Writer-Write-Well-Researched-Blog-Post_~016cdbee64368a7d2d/","Intermediate",75,2019-06-14,"Hello, We are looking for a freelance content writer to write blog posts on a topic related to social media marketing. We will provide you with a title and summary of the blog to help you write it. This project requires some research at your end - ... more","Article Writing, Blog Writing, Content Writing, Social Media Marketing, ",NA,"$4k+ ","4.92 Stars, based on 52 feedbacks","India",NA,4.92,52
"13","Infographic Wanted with 10 Facts","https://www.upwork.com/job/Infographic-Wanted-with-Facts_~0111a71eaf5afd8323/","Intermediate",NA,2019-06-14,"Hi there, We're looking for someone who can make a great inforgraphic for us, where 10 facts/statistics are visualized. We'll provide more details to the person we hire.","Infographics, Data Visualization, Geographic",NA,"$6k+ ","4.97 Stars, based on 25 feedbacks","Netherlands",NA,4.97,25
"14","Infographic needed","https://www.upwork.com/job/Infographic-needed_~01cdcb1737a1125543/","Intermediate",NA,2019-06-14,"I have a webpage that yields statistics each month, for example number of user, number of page views, number of new ads/customer etc. I need from time to time an infographic (with versions) to illustrate this. Versions: For email newsletter (600 pixels wide) For FB ads For IG ads For stories ads (vertical) For organic posts on FB For blog posts For LinkedIn posts Some of these variations might be similar. I will provide the statistics - Number og visitors - Number of page views - Number og active ads - Others less","Infographics, Informative",NA,"$3k+ ","5.00 Stars, based on 4 feedbacks","Norway",NA,5,4
"15","Facebook Ads for Shopify Dropship Store","https://www.upwork.com/job/Facebook-Ads-for-Shopify-Dropship-Store_~0106e4b1f537df2810/","Intermediate",NA,2019-06-14,"I run a number of Shopify dropshipping stores. I am looking for someone who can help market these stores through Facebook ads. I've been doing the ads myself the past few years but I just don't have the time anymore and I'm looking for someone with ... more","Facebook Marketing, Instagram Marketing, Retargeting, ",NA,"$300+ ","5.00 Stars, based on 1 feedback","Ireland",NA,5,1
"16","Two interim analyses for a clinical trial","https://www.upwork.com/job/Two-interim-analyses-for-clinical-trial_~011977146eb4596f3e/","Expert",NA,2019-06-14,"Support two interim analyses for a clinical trial This job was posted from a mobile device, so please pardon any typos or any missing details.","Biostatistics, Data Analytics, Data Science, SAS, ",NA,"$700+ ","No feedback yet","Poland",NA,NA,NA
"17","Looking for an AI project assistant to help us build a demo","https://www.upwork.com/job/Looking-for-project-assistant-help-build-demo_~0133f343099247c6f1/","Intermediate",50,2019-06-14,"Hi, We are an AI based startup and we are building some demos to showcase our results. We are looking for an AI Project assistant to help us build one demo for now and if things went well we can proceed for a long term contract with him/her . Project duration: 2 Weeks (full time) Project budget: $50 Assistant required experience: 1. Matlab expert especially in signal processing, pattern recognition, and statistics toolboxes. 2. Matlab expert in designing Matlab Interface or any interface compatible with Matlab codes. The project should be ended in two weeks where the assistant needs to deliver the interface (in Matlab or other compatible platforms with Matlab) with a set of source codes for each set of data. Looking forward to collaborate with you. Cheers, Hadeel less","Natural Language Processing",NA,"$4k+ ","4.90 Stars, based on 115 feedbacks","Jordan",NA,4.9,115
"18","Statistics Group projects","https://www.upwork.com/job/Statistics-Group-projects_~015d686ebb779262cd/","Intermediate",100,2019-06-14,"Come up with 5 college level statistics group projects with descriptions of each project.",NA,NA,"$200k+ ","4.95 Stars, based on 377 feedbacks","South Korea",NA,4.95,377
"19","Fix php script and update db","https://www.upwork.com/job/Fix-php-script-and-update_~019e39be3fbeed0344/","Entrylevel",NA,2019-06-14,"Need fix php script. The script collects information about the number of posts on the forum. Previously, the forum address was mmgp.ru but now the forum is available at mmgp.com. Script now collects information from the forum mmgp.ru (this is a copy of the forum). I need to configure the script so that it collects information about the number of messages in the thread on the forum with mmgp.com. The screenshot shows the result of the script: 1 - in this line the script adds the address to the topic on the forum. ""MMGP"" links are links to the old mmgp.ru forum (you need to correct the URL on .com in the database). 2 - links from ""mmgp"" are new links - you need to remove them as duplicates. 3 - in the statistics of messages, delete all values later than 05/09/2019 (at this time the forum changed the address). As a result, I want to see - for each project in field 1 there should be one link to the topic ""MMGP"" (with the address mmgp.com) statistics on screenshot 3 - started to be updated from 05/09/2019 less","SQL, PHP",NA,"$10 ","No feedback yet","Russia",NA,NA,NA
"20","SPSS expert wanted for analysis and reporting","https://www.upwork.com/job/SPSS-expert-wanted-for-analysis-and-reporting_~013ad1591e7f2b3e42/","Intermediate",NA,2019-06-14,"Dear applicant, For this project we need a skilled SPSS expert, who really knows the way around with SPSS and statistical methods. We have 6 cases available. You will mainly work on: GLM (mostly different types of ANOVA), GLM Mixed, Non parametric, T-test, power (and some other frequently used statistical methods). More information about the cases will be given through the interview. We want to adhere that privacy is upmost important. Business analyst are also welcome to apply, however we want to mention that the cases or mostly behavioral research. We are looking for: - Someone that can start from tomorrow. - Someone that can spend more than 4 hours per day - Someone that has the technical skills of SPSS and can intuitively and automatically operate actions in SPSS. - Someone that has knowledge of the statisical theories. - Someone that has some knowledge of the syntax of SPSS - Someone that is patient and loves to analyse data and is comfortable to help with creating a report Does this fit you? We are welcoming you to apply and looking forward to it. Thank you. less","IBM SPSS, Statistics",3,"$5k+ ","4.75 Stars, based on 110 feedbacks","Netherlands",NA,4.75,110
"21","Hiring Writers - Long term. Full time. (Finance/Statistics/SPSS/Healthcare/Nursing/Law)","https://www.upwork.com/job/Hiring-Writers-Long-term-Full-time-Finance-Statistics-SPSS-Healthcare-Nursing-Law_~01f9e016e12e33adff/","Entrylevel",500,2019-06-14,"We are looking for full time writers. This job is long term. The following are the requirements. 1. Efficient enough to write 40 000 words per month 2. Versatile enough to handle a large variety of writing projects 3. Can meet deadlines 4. Have experience with various referencing style 5. Able to produce original work with no copy/paste and no use of word-spinning softwares 6. Able to address all client requirements and follow all client instructions Starting pay for 40 000 words is $500. Pay will increase based on performance. less",NA,2,"$20k+ ","4.72 Stars, based on 132 feedbacks","Australia",NA,4.72,132
"22","Statistics Expert needed","https://www.upwork.com/job/Statistics-Expert-needed_~013f1fb1d8124ad790/","Expert",NA,2019-06-14,"I need someone with deep statistical skills to help me make sense of quite a lot of data that I have. I use Pandas & Excel. Either skill works for me. I want to get deep into distributions, modeling, testing and simulation. Let me know if you can help! less",NA,NA,"$100k+ ","4.85 Stars, based on 41 feedbacks","United States",NA,4.85,41
"23","research","https://www.upwork.com/job/research_~017cd11dd27f92892a/","Intermediate",100,2019-06-14,"For company strategy and presentations, we need some parking statistics in New York.",NA,NA,"$6k+ ","4.97 Stars, based on 59 feedbacks","United States",NA,4.97,59
"24","Excel + VBA Template Designer","https://www.upwork.com/job/Excel-VBA-Template-Designer_~01236b6f6878a0be29/","Expert",NA,2019-06-13,"Develop Excel model template to automate data analysis, charting, develop outputs to be embedded in client presentations, ensure consistent brand guidelines are applied to all reports, and develop Macros in VBA to automate processes. Beautiful report design is a top priority for this project. Must have experience with: - Expert Excel formula knowledge - Expert Excel VBA Programming - Expert in Data Visualization - Expert in User Experience Design - Finance experience a plus The best candidates will give us detailed examples of work they have done and be able to give detailed interviews that explain the logic and processes they used. less","Business Planning, Financial Analysis, Statistics,   ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"25","InfoGraphic Document Design","https://www.upwork.com/job/InfoGraphic-Document-Design_~0136a5a931a093eb12/","Intermediate",NA,2019-06-13,"Create a 3 page document creatively displaying highlights of a report full of excel charts and tables. Final product to be letter sized pdf AND individual charted graphics used in the info graphic to be able to drop into a powerpoint (e.g. png files) ... more","Infographics, Adobe InDesign",NA,"$200+ ","No feedback yet","United States",NA,NA,NA
"26","Data Analytics","https://www.upwork.com/job/Data-Analytics_~015defe0f03236bc7c/","Intermediate",NA,2019-06-13,"Excellent Research and Data mining capabilities! Television downloads statistics and TV Network and TV show revenues. Licensing statistics and Revenues. Travel and Tourism Industry stats and expenditures.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"27","Medical literature and database search; statistics","https://www.upwork.com/job/Medical-literature-and-database-search-statistics_~01f734d2305f32f729/","Expert",NA,2019-06-13,"Medical literature and database search and analysis","Biochemistry, Bioinformatics, Biotechnology,   ",2,"$6k+ ","No feedback yet","Canada",NA,NA,NA
"28","Quick English to Portuguese SEO keyword translation","https://www.upwork.com/job/Quick-English-Portuguese-SEO-keyword-translation_~01f1ad18512462244f/","Intermediate",10,2019-06-13,"I have a very quick job for someone skilled in SEO keyword research, you can expect quick payment and a glowing review if you can help me out, tomorrow at the latest (14 June). I have five travel-compensation related keywords in English that i need ... more","English, SEO Auditing",NA,"$0 ","No feedback yet","Lithuania",NA,NA,NA
"29","Remote Sales Rep | Dedicated Inside Sales | B2B Advertising Sales","https://www.upwork.com/job/Remote-Sales-Rep-Dedicated-Inside-Sales-B2B-Advertising-Sales_~01bc19b70dd1f46fbf/","Expert",NA,2019-06-13,"Hello, We're looking for creative and dynamic ad sale professionals to join our team. CHARGED is the leading B2B magazine, website and news feed for the electric and hybrid vehicle industry. CHARGED readers are key decision makers throughout the EV industry: from small start-ups to the biggest automakers. Headquartered in Saint Petersburg, Florida, we're seeking additions to our print and digital ad sales team. The vast majority of the business is done via phone and email. Some travel is optional to attend trade shows around North America and Europe. Candidates must be willing to learn quickly, with an entrepreneurial spirit and high energy to drive results. A self-starter and ability to work independently is a requirement. The electric vehicle industry is one of the most exciting and fastest growing sectors in the world. Apply to learn more about our position in the industry and plans for growth. Qualifications: Previous experience in sales, customer service, or related field is preferred Marketing or advertising experience is helpful but not required Strong self-starter qualities with an entrepreneurial spirit Ability to build rapport with clients Responsibilities: Oversee and coordinate sales activities Manage sales territories, quotas, and goals for the sales team Analyze sales statistics to identify areas of improvement Track results and trends regularly for business forecasting Report on team and individual performance Develop and execute innovative sales strategies Build and form new partnerships with potential clients less","Cold Calling, Email Handling, Web Research, Appointments,  ",2,"$10k+ ","4.80 Stars, based on 44 feedbacks","United States",NA,4.8,44
"30","Find the person's email who can add my link to their page.","https://www.upwork.com/job/Find-the-person-email-who-can-add-link-their-page_~0183aa9b8e00f10de1/","Intermediate",500,2019-06-13,"I need you to navigate to a URL (using a web-based system that I provide) and find the email that I will need to contact in order to get a link added to their page. The exact instructions (which I will provide upon hire) are also listyed at the bottom of this post. I will provide the website I am asking them to link to in the web-based interface. If the page is not valid (ie, it is not appropriate to ask for a link on the page to my website) - mark it as 'Not Valid.' I will pay you $1 for every email you find (I will be checking accuracy of the emails you submit). I just need you to try and find the right email. I will also pay $0.10 for every page you mark as 'Not Valid' since this task typically takes a small fraction of the time to determine if the page isn't valid. See attached screenshot of the web-based interface that I will provide to you. You will have a login and can do this work anytime you'd like. I keep track of statistics like how many emails you've completed per week so you know how much to bill me for. For example, if the URL I give you is this: https://www2.ewu.edu/cstem/departments/mathematics/math-degrees/careers-in-mathematics Then you would provide me the email 'mgrant@ewu.edu' (you can see it listed at the bottom-left of the page) because that is the faculty member who maintains it. You should NOT provide me a boilerplate webmaster email for wustl.edu. I want the specific email for the specific person that maintains that specific page or group of pages. I can afford to pay up to $500 per week ($2,000 per month) to start with, and can either increase or decrease volume based on the results of what you give me. EXACT INSTRUCTIONS: 2. Navigate (left click) to each url that you are presented with 3. If no email exists, the URL does not work, or the page is not in English, then click 'Not Valid' - otherwise, proceed to step 4. 4. Determine whether or not this page is appropriate to ask for a link to be placed on it to my site (you have this information in your main 'list' page). If it's not relevant to ask for a link on, then go back to the Sitedial window, and click 'Not Valid.' If the URL is relevant to ask for a link to be placed going back to my site, then proceed to step 5. 5. Visit the URL and click around the website if needed to find the email address of the person that would update and add a link to the specific webpage, or - if unavailable - the website's general webmaster. If neither of those is present, try and find a general contact email for the site, and if that is also not present, 6. You can also use site queries in Google to try and find the webmaster, such as ""site:example.com webmaster"" or “example.com contact” 7. When you find the email, record the email address into the textbox underneath the URL back on the Sitedial page (please note, we use email validation to determine is an email exists & is active, so if the email does not exist - you will be flagged to try another email) 5. If no email exists, and you cannot find it, simply leave the box blank click 'Not Found' Thank you! less","Link Building, SEO Backlinks, Data Entry,  ",NA,"$20k+ ","4.96 Stars, based on 39 feedbacks","United States",NA,4.96,39
"31","Quantitative Finance or Financial Engineering professional needed to Build an Anomaly detection Algo","https://www.upwork.com/job/Quantitative-Finance-Financial-Engineering-professional-needed-Build-Anomaly-detection-Algo_~01983fbda02a8afba2/","Expert",300,2019-06-13,"I need to build a time series analysis model for a universe of assets. It needs to be able to run variance analysis and filter the stocks with constant variance...and then spit out a principal component analysis x and y plot catagorising the assets w ... more","Financial Analysis, Mathematics, MATLAB, Statistics,  ",NA,"$0 ","No feedback yet","Singapore",NA,NA,NA
"32","Testing developer needed for creating a responsive WordPress Theme","https://www.upwork.com/job/Testing-developer-needed-for-creating-responsive-WordPress-Theme_~015c443cadfe94e810/","Intermediate",NA,2019-06-13,"Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Responsibilities Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems Work with management to prioritize business and information needs Locate and define new process improvement opportunities less",NA,NA,"$0 ","No feedback yet","Brazil",NA,NA,NA
"33","Amazon Seller Software Program Created","https://www.upwork.com/job/Amazon-Seller-Software-Program-Created_~018d4cc17d1c6b7067/","Entrylevel",400,2019-06-13,"Here is what I need. This can be between chrome extension and web tool. 1) Keyword research tool - It pulls auto suggested keywords from search bar into one spreadsheet. So basically type in a keyword and then a letters A-Z and then pulls the keywords that show for each letter after main keyword. Then once it has that list, it does the same things will all keywords with A-Z to find the rest (Amazon, Google, Bing, YouTube, Ebay, Play Store) 2) ASIN and BSR tool - Shows ASIN and BSR on Amazon when searching for something. It shows this on search results, product page, and category / best seller page 3) Tool that alerts for any changes in: Title, Bullet Points, Price, Description, Pictures, Product Variations, Product Weight Changes (Email, SMS or Telegram) This is for own product and competitors 4) A tool that pulls all important statistics from Seller Central and Amazon Account into one easy place and sends daily/weekly totals to (Email, SMS, Telegram) 5) Price and BSR tracker with graph for own product and competitors 6) Keyword tracking - add keywords and see rankings for each keyword for product. Keeps graph of positions. You can add different produts and see 7) BSR changes alerts - send (Email, SMS, Telegram) when change in BSR 8) Duplicate word remover - Put any text into tool and it removes any word that is duplicate - Then it scans listing and tell you what words have not been used 9) Product Review and Seller feedback alerts - Send (Email, SMS or Telegram) whenever new review or feedback shows less",NA,NA,"$5k+ ","4.99 Stars, based on 136 feedbacks","United States",NA,4.99,136
"34","Full stack developer needed for HR System","https://www.upwork.com/job/Full-stack-developer-needed-for-System_~0182f1e2776bcc46ae/","Expert",NA,2019-06-13,"Develop front and back-end of a new could-based multi-account HR system. A user must be able to access and manage their own private company account within the software. We look to https://factorialhr.com/ as an example of our end product. Starting with an open-source solution like OrangeHRM and customizing the core is also an option for someone with knowledge of that system. Modules include: Onboarding Module: - Create employee profiles - Creating and editing onboarding tasks - Assigning onboarding tasks to employees - Tracking onboardings tasks - Task management dashboard Performance Tracking Module Goal tracking Performance feedback Generating reports about employees’ performance (detailed transcripts of achievements), overall company performance and more Benefits Management Module - Adding benefit plans - Sharing benefit plans with employees - Generating reports about amount of benefits per employee, monthly benefit expenditures, etc. - Statistics dashboard Training Module: - Lists of trainings - Scheduling trainings - Tracking employee training progress - Events calendar - Application system for trainings - Document management Payroll Module: - Payroll tracking - Request management (sick leave, time off, vacation) - Work hours tracking - Compensation and benefit plans - Payroll notifications - Generation of payment reports and paychecks - Payroll dashboard for employees We are looking for an experienced freelancer (or perhaps group of freelancers) to build and maintain this software. You must be able to: - Meet deadlines and have excellent communication skills - Create wireframes to help decide on layout - Run functionality testings and debug code - Expert understanding of best security practices - Give formal and informal internal presentations keeping teams up to date on latest development options less",NA,NA,"$600+ ","No feedback yet","Canada",NA,NA,NA
"35","Excel/VBA- Linear Programming-Creating Shifts","https://www.upwork.com/job/Excel-VBA-Linear-Programming-Creating-Shifts_~0190134ac2d312a136/","Expert",100,2019-06-13,"Need an Excel Based automated system that creates shift combinations based on the following constraints (not limited to) 1. Part time & Full time employees 2. Staff availability 3. Half hourly interval requirement - 12 hours operation (8am-8pm) 4. Ranking/priority - subjective and performance based 5. Day offs 6. Morning shift - mid - late, bi-monthly rotations Goal is to make sure that we have the required number of heads per interval while optimising the number of part time hours This job was posted from a mobile device, so please pardon any typos or any missing details. less","Data Analytics, Excel VBA, Linear Programming,  ",NA,"$200+ ","5.00 Stars, based on 8 feedbacks","Australia",NA,5,8
"36","Agricultural Economics: Thesis about Food imports and food security in Mozambique","https://www.upwork.com/job/Agricultural-Economics-Thesis-about-Food-imports-and-food-security-Mozambique_~01a7e82e38c26adf21/","Entrylevel",NA,2019-06-13,"I need someone who really knows about Agricultural Economics. In fact, we can work together I would need help for some data entry and some statistical analysis. Since I'm just starting this thesis project, I would like to have some help to clearly state the research questions and methodology (which indicators to use). The initial question of the research was ""The trend in food imports still increasing in Sub-Saharan Africa? Please look at this site: https://ilsi.org/wp-content/uploads/2017/01/1_Tschirley_Urbanization-food-systems-and-the-diet.pdf see slide number 20, the research would like to reply a similar analysis in many countries or just focus on Mozambique and go with furthers topics. less","Academic Writing",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"37","Editor for Financial Blog Postings","https://www.upwork.com/job/Editor-for-Financial-Blog-Postings_~017fc670f20de7a03a/","Intermediate",NA,2019-06-13,"I have been in the financial world for a long time, I post regularly and I need someone to edit and check statistics. Please include the word muffin in your application.","Fact Checking, Internet Research, Financial Services",NA,"$6k+ ","4.99 Stars, based on 17 feedbacks","United States",NA,4.99,17
"38","Graphic Designer for Event Booklets, Infographics & Logos","https://www.upwork.com/job/Graphic-Designer-for-Event-Booklets-Infographics-amp-Logos_~0111db06826e798d40/","Intermediate",NA,2019-06-13,"We run a marketing agency and we need help with logo concepts, tweaks to old logos that need to be refreshed, and design ideas for clients. We also need help updating our live conference booklets, graphics for events coming up, and other event-related graphic design work. We would like someone with 7-10+ years of graphic design experience. less","Infographics, Book, Adobe Photoshop, Website Asset, Corporate,  ",NA,"$200k+ ","5.00 Stars, based on 10 feedbacks","United States",NA,5,10
