"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","research master VA shopify management and development","https://www.upwork.com/job/research-master-shopify-management-and-development_~01a6078c9e6b1c18ca/","Expert",700,2019-06-13,"Please watch this video before replying to this ad and give me an idea of what you learned from it when applying and if you think you can help. I'm looking for a full time worker or one large job so a VA can maintain it. https://www.loom.com/share/96790a556ac141dda90a8c9856990093 I need someone to fully manage my inventory, suppliers inclusive to all their shipping policies and coordinate with the inventory list I have now. I also need you to be able to work on design and make changes accordingly to shipping, prices, tags. I need someone willing to engage in market research to help me best price the products and which products to add. They must know google analytics, Adwords, SEM, Shopify development/design/ accounting and have experience running a large ecom store. I have all the systems in place I just need you to help me touch everything up and get it running smoothly so my marketer can run everything the way he needs to less",NA,NA,"$700+ ","4.20 Stars, based on 9 feedbacks","United States",NA,4.2,9
"12","Write an article for getting an internship in Data Science","https://www.upwork.com/job/Write-article-for-getting-internship-Data-Science_~013dc49819871a8132/","Intermediate",300,2019-06-13,"I'm looking for an exceptional writer in the data science field that can put together an article about data science internships. This would be ideal for someone that has experience as a data science intern or as someone that hires data science inter ... more",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"13","Amazon Online Arbitrage OAxray Lists","https://www.upwork.com/job/Amazon-Online-Arbitrage-OAxray-Lists_~01cba42a86136035da/","Intermediate",25,2019-06-13,"I need a list of around 40 to 50 items for Amazon Online Arbitrage..... All the ROI has to be above 45%. Big stores like Kohl's, Walmart,Target,bestbuy This must be completed today with the sales rank store url Amazon url roi pricing in Excel sheet format less",NA,NA,"$6k+ ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"14","Trainer--Power BI & Tableau","https://www.upwork.com/job/Trainer-Power-amp-Tableau_~01285e8ef1ff52e589/","Intermediate",NA,2019-06-13,"We are looking for someone who can trainer our people Online on Power BI and Tableau. Practice on live based scenarios and on job support would be an added advantage.",NA,NA,"$0 ","No feedback yet","India",NA,NA,NA
"15","Magento 2 Multivendor Marketplaces 3rd party consultant.","https://www.upwork.com/job/Magento-Multivendor-Marketplaces-3rd-party-consultant_~01092ad7fcd6fbb6d2/","Intermediate",NA,2019-06-13,"REQUEST FOR PROPOSAL MANAGEMENT CONSULTANT MUTIPLE MAGENTO 2 MULTIVENDOR MARKETPLACES 1. General Services Scope • Provide consultation as requested for up to 20 Magento 2 Multivendor Marketplaces both live and under construction. • Provide consultation as requested for new extension developments for the sites. • Provide consultation on the coding, settings and general practices used by our developer of the marketplaces both live and under construction. • Provide consultation on the coding, settings and general practices used by our developer for extensions that are both live and under construction. 2. General Proponent Requirements • Magento 2 certified • Extensive Magento 2 Multivendor Marketplace experience • Proficient at coding and debugging of Magento 2 Multivendor Marketplaces and extensions for such. • Excellent English language and speaking skills • Knowledge of SEO practices and requirements • Knowledge of general Magento 2 Multivendor Marketplace integration to Social Media and other marketing tools. • Knowledge of all extensions on the market for Magento 2 specifically for the Canadian and US markets and the integration of such as required. • Knowledge of making all our sites US and Canadian dual market capable 3. Proposal Inclusions • Hourly rates • Certificates of qualifications • Minimum of 3 Business References relating directly to our scope. • Hours of availability Mountain Standard Time in Canada less",NA,NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"16","Excel/VBA- Linear Programming-Creating Shifts","https://www.upwork.com/job/Excel-VBA-Linear-Programming-Creating-Shifts_~0190134ac2d312a136/","Expert",100,2019-06-13,"Need an Excel Based automated system that creates shift combinations based on the following constraints (not limited to) 1. Part time & Full time employees 2. Staff availability 3. Half hourly interval requirement - 12 hours operation (8am-8pm) 4. Ranking/priority - subjective and performance based 5. Day offs 6. Morning shift - mid - late, bi-monthly rotations Goal is to make sure that we have the required number of heads per interval while optimising the number of part time hours This job was posted from a mobile device, so please pardon any typos or any missing details. less","Data Analytics, Excel VBA, Linear Programming,  ",NA,"$200+ ","5.00 Stars, based on 8 feedbacks","Australia",NA,5,8
"17","Create a pivot table in google sheets","https://www.upwork.com/job/Create-pivot-table-google-sheets_~01c78c5addb63ff124/","Intermediate",20,2019-06-13,"I will provide 2 different sheets and based on the criteria need you to pull and display the correct data based on it matching data from the other sheet.",NA,NA,"$0 ","0.00 Stars, based on 1 feedback","United States",NA,0,1
"18","TV Data Analysis","https://www.upwork.com/job/Data-Analysis_~017f2fb9c42acd485c/","Intermediate",NA,2019-06-13,"Build an excel that will be able to connect between to layers of data - traffic and purchases from a website TV spots","Microsoft Excel",NA,"$40 ","5.00 Stars, based on 1 feedback","Israel",NA,5,1
"19","Calculate coordinate position of target based on relief and camera info (GIS, Google Maps Api, lens)","https://www.upwork.com/job/Calculate-coordinate-position-target-based-relief-and-camera-info-GIS-Google-Maps-Api-lens_~010c4771f709be60d2/","Expert",5,2019-06-13,"I'll provide informations about camera. I need as the main result the lat/long of target. Using the relief is important on this job, since mountains can change the distance and result. You can use some service like Google Maps Api to do this job. DETAILS Information provided: - Camera Pan; - Camera Tilt; - Camera Zoom; - Camera lens information; - Camera altitude; - Camera Lat/Long; - Camera image size; - X/Y of target on image. If something else more is needed to generate the results, consult me. Expected results: - Pan and Tilt of target position; - Based on the relief, calculate the distance from the camera to the target; - Based on the relief, return Lat/Long of the target. Result format (JSON): { ""pan"": 22.3, ""tilt"": 7.4, ""distanceInMeters"": 3408.43, ""latitude"": -31.545454, ""longitude"": -52.645656 } less","GISC",NA,"$10k+ ","5.00 Stars, based on 1 feedback","Brazil",NA,5,1
"20","Development of MVP for Music-Based Data Analytics Company","https://www.upwork.com/job/Development-MVP-for-Music-Based-Data-Analytics-Company_~012593d839718b737a/","Intermediate",1500,2019-06-13,"We are looking for someone who is a go-getter and committed to help us develop the minimum viable product for our startup. We want people smarter than us to help us know better about our product and help make it a success.","BigQuery, Google Analytics, Python, Data Visualization, Web Design",NA,"$0 ","No feedback yet","India",NA,NA,NA
"21","Venture Capital / PE AI project for analysing portfolio","https://www.upwork.com/job/Venture-Capital-project-for-analysing-portfolio_~013a83f8748b9817cb/","Intermediate",NA,2019-06-13,"We are developing a Salesforce based portfolio management system for a VCT/ VC and PE fund manager. We are in need of somebody with excellent AI skills, but also an expert in investing, stocks and shares and venture capital. The person will work wi ... more","Python",NA,"$7k+ ","4.77 Stars, based on 7 feedbacks","United Kingdom",NA,4.77,7
"22","Annuity Calculator","https://www.upwork.com/job/Annuity-Calculator_~015bf071f5555617c1/","Intermediate",30,2019-06-13,"SHORT BACKGROUND INFO We create ready-to-use Excel templates and Custom spreadsheet solutions for global markets and market them via our website. We are constantly accepting new teammates who are extremely skilled in Excel and VBA. So, if we like the quality of your work, we will offer many new tasks after this one. To understand the structure of our templates please check our website below. https://www.someka.net/ WHAT IS THIS JOB ABOUT? We need an Annuity Calculator template for our users to calculate their pay out schedule and see their annuity information clearly This job is about creating a generic + unique + Ready-To-Use Invoice Template in Excel and writing a short product description about it. See the attached job brief for more info. IN YOUR PROPOSAL • Please don’t copy-paste your pre-made texts, write a unique application for this job • Simply explain how you are going to do the job • When can you deliver the job • Share a few nice looking samples you have done in Excel INFO • Due to the time-zone issues, we only accept applications from Europe (West + East). (Also, full time freelancers are also preferred for the upcoming jobs as mentioned above) • Please write the keyword in the beginning of your application so that we understand you've read the job description (keyword is in the attachment) Thanks! less","Microsoft Excel",NA,"$8k+ ","4.99 Stars, based on 11 feedbacks","Turkey",NA,4.99,11
"23","Business Intelligence Expert from Serbia","https://www.upwork.com/job/Business-Intelligence-Expert-from-Serbia_~01415e8843d6fc9aad/","Expert",NA,2019-06-13,"ONLY FREELANCERS FROM SERBIA! We search for BI Expert who will help us build the app for one of the clients. We are searching for someone with the following knowledge: • Excellent Knowledge in the Microsoft Data Stack such as SQL Server Database, Analysis Services • Azure Data Factory • Azure Analysis Services • Azure Datawarehouse • Microsoft PowerBI • T-SQL/DAX/MDX/C# .NET/VB .NET • At least 3 years experience We have web application with database per customer. We need to create DW model and use Azure Data Factory to load and transform data from all tables through pipelines and partition DW tables per tenant. Analysis service gets data from DW and allows the user to create Power BI reports (security is important, tenant's user can see only data of his tenant) less",NA,NA,"$1k+ ","5.00 Stars, based on 11 feedbacks","Serbia",NA,5,11
"24","RSI indicator modification for Metatrader 4","https://www.upwork.com/job/RSI-indicator-modification-for-Metatrader_~0118ac8f07f597f320/","Intermediate",50,2019-06-13,"As you may know, the RSI indicator can be used only for mean-reversion trading. It means that if the RSI lower than the average we can buy, if higher than the average we can sell. I like to modify the RSI to be able to do momentum trading. It means ... more","Python, MATLAB, MetaTrader 4 (MT4",NA,"$600+ ","4.25 Stars, based on 15 feedbacks","Hungary",NA,4.25,15
"25","Power BI Impact Bubble Chart Report","https://www.upwork.com/job/Power-Impact-Bubble-Chart-Report_~014ac584060c75069f/","Entrylevel",NA,2019-06-13,"Seeking help to create an impact bubble chart for key metrics report. Must have advanced skills in Power BI.",NA,NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"26","Data Integration Lead (Latvia)","https://www.upwork.com/job/Data-Integration-Lead-Latvia_~01ffaaf6ca3b751d28/","Intermediate",NA,2019-06-13,"We are looking for a highly talented Informatica Power Center Expert Job Summary: This specific role is an Informatica Power Center expert position to drive the data journey of larger automobile manufacturer who started a global initiative in 2016 to build a Solution platform. This is a 4-year project with multiple rollouts across globe and this will be a key position to develop the Operational data store and Data warehouse. This role has a high visibility at management level. Core technical expertise and hand-on experience in DI (Informatica) technologies and Data Modelling will be the pre-requisites Responsibilities: Responsible for translating the functional requirements to meet the specified technical requirements. coding, testing, implementing, debugging and documenting the complex programs Understand the business needs and designs programs and systems that match the complex business requirements and records all the specifications that are involved in the development and coding process. Requirements: Essential Skills: Involve in developing the ETL processes and in designing and preparing the codes that meet the program specifications as well as the client requirements. Involved in the effective implementation of these Informatica programs, tests them, evaluates the requirements, addresses and resolves the issues associated with it Creating proper technical documentation in the work assignments. Involve in testing the ETL modules, plans, deploys, and tests the ETL mappings, etc., to ensure that the clients objectives are met Nice to Have Skills: Domain Knowledge in Manufacturing & Logistics Basic Knowledge of ADOBE Campaign Tool Technical knowledge: Informatica PoweCenter SQL Scripting Oracle SQL Scripting Unix Shell Scripting Location:Latvia/Riga Onsite -4 Month Starting from 10th of July, 2019. less","\Extract, Transform and Load (ETL\, Informatica, Oracle, ",NA,"$500+ ","5.00 Stars, based on 12 feedbacks","Latvia",NA,5,12
"27","Salesforce Einstein analytics development and management","https://www.upwork.com/job/Salesforce-Einstein-analytics-development-and-management_~01937947fcdab18a1f/","Expert",NA,2019-06-13,"We have recently acquired licenses for Salesforce Einstein Analytics, and as ever with software, that is just a blank sheet. So now we need 1-build the analytics suite of tools, reports, dashboards, groups, so we have all information on our business ... more",NA,2,"$200k+ ","4.98 Stars, based on 41 feedbacks","United Kingdom",NA,4.98,41
"28","Urgent- Need someone to help for data analysis (glm and glmer) using R or SPSS.","https://www.upwork.com/job/Urgent-Need-someone-help-for-data-analysis-glm-and-glmer-using-SPSS_~01ef392b6389865a21/","Entrylevel",60,2019-06-13,"I need someone who is familiar and works on R or SPSS, particularly for glm and glmer. But I need the data analysis, interpretation, and the graphics by tomorrow (14. June). Thanks","Microsoft Excel, R",NA,"$400+ ","5.00 Stars, based on 4 feedbacks","Switzerland",NA,5,4
"29","Data Scientist: Retail Demand Forecasting","https://www.upwork.com/job/Data-Scientist-Retail-Demand-Forecasting_~01f38cf805e069445f/","Intermediate",NA,2019-06-13,"Academic qualification in statistics, mathematics or similar field 3-4 years experience in statistical data analysis in R and/or Python Experience in linear, multiple, multilevel, time series, random forest and other non-parametric regressions Abilit ... more",NA,1,"$900k+ ","4.90 Stars, based on 52 feedbacks","South Africa",NA,4.9,52
"30","Survey Results Data Analytics","https://www.upwork.com/job/Survey-Results-Data-Analytics_~0155681e2a891601dc/","Expert",NA,2019-06-13,"Deliverable are several of iterations of charts and graphs of survey results analysis of cross tabulated data. Type of freelancer - Experienced in Survey result data analysis. Project is straight forward for a person with relevant experience. Project team includes a dedicated new company resource to assist and learn. Analysis of Survey Monkey results (350 respondents to 30 questions of various formats). Able to draw insights and observations from survey results. Able to communicate with business leaders to determine additional analysis. Able to work in iterations so as to deepen analysis based on evaluation of previous results. Proficient at teaching usability Survey Monkey. less","Microsoft Excel, Data Analytics, SurveyMonkey",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"31","combining Numerous financial spreadsheets Covering 10 year period into One large database","https://www.upwork.com/job/combining-Numerous-financial-spreadsheets-Covering-year-period-into-One-large-database_~019edf1293eb16820c/","Expert",5000,2019-06-13,"Combining and Analyzing Spreadsheet Financial Data","Microsoft Excel",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"32","Pathway analysis","https://www.upwork.com/job/Pathway-analysis_~01e90b7d0ce6ef8fed/","Intermediate",NA,2019-06-13,"The project involves the characterization of proteins from tissue samples of breast cancer, seeking to characterize the carcinogenesis differences in protein expression between normal and tumor tissue.The protein extracts from these tissue specimens are complex. In an effort to reduce the complexity, the protein extracts were subjected to molecular weight fractionation via electrophoretic separation through the SDS-PAGE material in the tubular environment. All fractions were produced in the liquid phase (GELFREE). The results of such separation are 12 fractions (MW) in the liquid phase for each examined protein extract. Raw data generated by LC-MS/MS-LTQ-Orbitrap Fusion were used to interrogate the identity of protein through PEAKS software V.7.5 using the standard workflow. The parameters used in protein identification were Homo sapiens for the database, trypsin for enzyme, Carbamidomethylation, and Oxidation (M) for fixed. The list of the proteins that have been obtained is attached. I need to do the pathway analysis for those proteins and also do a write-up ( a report on the analysis which includes figures similar to the examples provided). less",NA,NA,"$3k+ ","4.81 Stars, based on 4 feedbacks","Australia",NA,4.81,4
"33","BTC mining services","https://www.upwork.com/job/BTC-mining-services_~014a23e1e4b82350c0/","Expert",NA,2019-06-13,"Someone who has their own crypto mining server set up & has services ready to go. Let me know how successful your set up is & what levels of services you offer. I wish to work with someone who has an excellent track record & can prove it.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"34","Questions to Primary Scales mapping and Primary Scales mapped to statistical chart types.","https://www.upwork.com/job/Questions-Primary-Scales-mapping-and-Primary-Scales-mapped-statistical-chart-types_~01e02651e00efad0db/","Entrylevel",128,2019-06-13,"We are interested in mapping survey form question types to primary scales and then to map the primary scales to lists of possible statistically valid charts. These survey question types will later present as statistical graphs and reports for the answers/data to those survey questions, based on the Primary Scales. The Brief: Deliverables: 1. question types mapped to primary scales 2. primary scales mapped to report chart types Outcome – once a survey form question has been mapped to the relevant primary scale - a logic process will lead to processing path and result in the correct graphical output (and the report validation) being presented based on the Primary Scales. (ordinal, nominal, interval and ratio). The specifications for the task are contained in the attached spreadsheet. Thank you. less","Mathematics, Statistical Analysis",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"35","Phython based advance analytics (including Machine Learning) for enterprise Cybersecurity program.","https://www.upwork.com/job/Phython-based-advance-analytics-including-Machine-Learning-for-enterprise-Cybersecurity-program_~01b475c41b90179bee/","Expert",NA,2019-06-12,"Cybersecurity use case focusing on behavior analytics. A detailed use case will be provided. Sample datasets maybe provided but will require you to build out more datasets as necessary. Requires excellent data ontology skill and Phython code development to analyze. Machine learning component as part of the Phython code to deliver the better outcome is a big plus. Final deliverables include: 1) Tested Phython code implementing the provided functional use case 2) Datasets used 3) Documentation and good comments within the code. Our team: https://www.talisai.com/#who-we-are less","Google Analytics, Python",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"36","Face & Plate-number identification System","https://www.upwork.com/job/Face-amp-Plate-number-identification-System_~013089e59c755f72e8/","Intermediate",500,2019-06-12,"C# code for face recognition in real time I Need a simple software that would take input from a camera (cctv) and match face with existing images in the database. It should be 100% offline. Cameras may be placed at different remote locations. Once turn on, it will pop up in the monitoring windows. Recognition can be via vpn or IP 1- Frontend should in WPF or WinForm 2- Database should be in SQL server Rgds Oche less",NA,NA,"$1k ","No feedback yet","Nigeria",NA,NA,NA
"37","Need help in Stochastic Frontier Analysis in R / Stata","https://www.upwork.com/job/Need-help-Stochastic-Frontier-Analysis-Stata_~012711cb864245fedd/","Intermediate",NA,2019-06-12,"Hello, In the context of a study to analyse the efficiency of cities, I am faced with two problems. Using stochastic frontier analysis in R I suspect an overfitting problem. There are 4 to 8 models where the error term Gamma is displayed very close to 1. I need support in the amount of data, how to solve the overfitting problem on the one hand and how to bring the gamma value into an acceptable range on the other hand. This requires expert knowledge. More details can also be explained via a Skype call. Best regards Guten Tag, im Rahmen einer Studie zur Analyse der Effizienz von Städten stehe ich vor zwei Problemen. Bei der Verwendung der stochastischen Frontier Analyse in R vermute ich ein Overfitting-Problem. Es sind hierbei 4 bis 8 Modellen, bei denen überwiegend der Fehlerterm Gamma sehr nahe bei 1 angezeigt wird. Ich benötige Unterstützung in der Datenmenge, wie ich einerseits das Overfitting-Problem lösen kann und andererseits den Gammawert in einen annehmbaren Bereich bringe. Hierbei ist Expertenwissen gefragt. Genauere Details können auch per Skype-Gespräch erläutert werden. Viele Grüße less","R",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"38","Data Analytics","https://www.upwork.com/job/Data-Analytics_~014e870a8d27a6608d/","Expert",NA,2019-06-12,"I have an anonymized data set from an employee engagement survey. I will provide an Excel spreadsheet with employee demographics and their responses to several engagement questions, you will provide insight such as the correlation between employees who say they they are satisfied with their work and their satisfaction level with their manager. I'm looking for pro, insightful work that makes me go ""wow"" and can help me tell a story where we can make changes to have the biggest impact to employee engagement. To tell the story I will need you to provide visuals (charts, graphs), the summary data to back up your findings. (Tip: I strongly believe that employees who feel they have a high ownership of their work tend to be overall more satisfied at work). The freelancer tackling this juicy project will have experience with seeing employee engagement data so I don't have to spend much time explaining what they're looking at. less","IBM SPSS, R, SAS, Python",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"39","Help us with Google and Google Analytics!","https://www.upwork.com/job/Help-with-Google-and-Google-Analytics_~018b96b3e7e8e02734/","Intermediate",NA,2019-06-12,"1. Help us understand where our traffic was/is coming from. 2. Help us make sure that our analytics are set up the correct way 3. Offer any suggestions for improvements to SEO","Google Analytics",NA,"$4k+ ","4.99 Stars, based on 7 feedbacks","United States",NA,4.99,7
"40","Simple quantitative analysis of data for a paper","https://www.upwork.com/job/Simple-quantitative-analysis-data-for-paper_~01385c57fdc3a6b8fc/","Intermediate",100,2019-06-12,"I'm looking for someone that can advise me on, and do the quantitative part of my paper. I have already collected data in excel (CSV or Json) and need help with what statistical models I can use to answer my research question. You should be able to do the work, and walk me through the process and results. Overall it will not be very challenging for someone with some experience in this field, but would be of great help to me. Preferably SPSS/Stata less","IBM SPSS, Microsoft Excel, Stata",NA,"$0 ","No feedback yet","",NA,NA,NA
"41","Google Analytics Analysis Project","https://www.upwork.com/job/Google-Analytics-Analysis-Project_~013e9451cd14b4771f/","Intermediate",1500,2019-06-12,"Hi, We are an online e-commerce company and we have a lot of Google analytics data on our users, but we don't have anyone who can analyze it and tell us trends and insights on it. We are looking for someone to do an analysis of the data and tell us ... more","Google AdWords",NA,"$9k+ ","4.52 Stars, based on 7 feedbacks","United States",NA,4.52,7
"42","Google Forms, Google Sheets, Automation, Reporting and Analytics Dashboard","https://www.upwork.com/job/Google-Forms-Google-Sheets-Automation-Reporting-and-Analytics-Dashboard_~017014ded21a82c52f/","Intermediate",NA,2019-06-12,"Google Suite Workflow Designer POSITION SUMMARY: Develop our company's customer on-boarding and repair sites from layout to production, striving to create visually appealing sites that feature user-friendly design and clear navigation and promotes the K-12 Tech brand. Collaborate with our company's teams to ensure the digital design is integrated within the overall employment brand and vision of our members/customers. Focused primarily streamlining and automating all phases of G Suite in order to have a fully customized developed solution for employees and clients. DESCRIPTION: Develop and update our company's customer on-boarding and repairs sites; advocates for digital design and technology capabilities; collaborates with National Relations and Operations Directors to ensure digital design falls within project scope, feasibility, and delivery potential to ultimately ensure customer satisfaction. Rebrand design, and develop our company's on-boarding and repair sites. Create the vision of K-12 Tech on-boarding and repair site rebrands to ensure customer and employee satisfaction. Provide development and design for new products and templates; present concepts and designs to internal sales and operations Directors. Maintain style guides, ensure consistency of all branded materials. Manage workflow and Google Forms to Custom Reporting for Operations Director. Set up Google Analytics for our company's site inventory. less","Administrative Support, Marketing, Microsoft Excel, Website Development",NA,"$10k+ ","4.26 Stars, based on 14 feedbacks","United States",NA,4.26,14
"43","Format Survey, Questionnaire and Observation Form","https://www.upwork.com/job/Format-Survey-Questionnaire-and-Observation-Form_~010f5159894bfae651/","Intermediate",25,2019-06-12,"Looking for freelancer with experience preparing, formatting and editing surveys, questionnaires and overt observation forms. Freelancer must be able to make two-color professional looking instruments. Final product will be distributed to volunteer ... more","Data Entry, Writing",NA,"$1k+ ","4.86 Stars, based on 14 feedbacks","United States",NA,4.86,14
"44","Google ads","https://www.upwork.com/job/Google-ads_~015a60e797e5c99136/","Intermediate",50,2019-06-12,"MUST READ and get FAMILIAR WITH Google ads grants POLICY 1. We need someone to skilled in working with Google Ads, Ad Marketing, running ads, placing ads, keywords, relevant geo-targeting, etc. 2. Help fix and set up ads with keywords optimizing an existing campaign we have 3. Make ads run very well, increase clicks, impressions, lower CPC 4. Get our account back up and running fixing everything that needs to be fixed so our account is in good standing (When you log in you'll see what needs to be done) less",NA,NA,"$3k+ ","4.80 Stars, based on 31 feedbacks","United States",NA,4.8,31
"45","VBA Assignment","https://www.upwork.com/job/VBA-Assignment_~01f5eaa6d63b953d65/","Intermediate",30,2019-06-12,"Will require pulling datas from multiple sheet. Automating of forms. Utilizing macros for automating entries in multiple forms","Microsoft Excel",NA,"$0 ","No feedback yet","United Arab Emirates",NA,NA,NA
"46","Data Analytics","https://www.upwork.com/job/Data-Analytics_~019001040c7c21d929/","Intermediate",NA,2019-06-12,"Seeking applications for a Quantitative Analyst to support a BSA/AML Compliance Department in a variety of activities related to the design, maintenance, and optimization of compliance models. The models include AML transaction monitoring, sanctions filtering, and customer risk. Level to be determined by experience and educational background. Desired skills (Required): • Strong foundation in statistical methods (e.g. econometrics, sampling) and statistical reasoning • Strong programming skills in R and/or Python, and SQL • Demonstrable ability in the application of analytics to problem solving, from issue identification and problem definition to analytics exploration/solution through to management reporting • Ability to present complex quantitative issues to management and other stakeholders in clear, non-technical terms, both written and oral Subject matter experience (Strongly Desired): • Familiarity with AML transaction monitoring, sanctions filtering, and customer risk models • Familiarity with model validation concepts and applications Educational requirement (Advanced degrees preferred) • Degree in economics, statistics, data science, quantitative methods less","R, SAS, Python, Statistical Analysis",3,"$0 ","No feedback yet","United States",NA,NA,NA
"47","Data Scientist","https://www.upwork.com/job/Data-Scientist_~01c4b2af7e90369606/","Intermediate",NA,2019-06-12,"Looking for a Data Scientist for part or full-time role. Strong experience in the following: - developing algorithms - statistical analysis - python skills - preferred math background any experience in the following a plus: - GraphDB - machine le ... more","Python",NA,"$100k+ ","4.94 Stars, based on 147 feedbacks","United States",NA,4.94,147
