"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","Editor for Financial Blog Postings","https://www.upwork.com/job/Editor-for-Financial-Blog-Postings_~017fc670f20de7a03a/","Intermediate",NA,"2019-06-13","I have been in the financial world for a long time, I post regularly and I need someone to edit and check statistics. Please include the word muffin in your application.","Fact Checking, Internet Research, Financial Services",NA,"$6k+ ","4.99 Stars, based on 17 feedbacks","United States",NA,"4.99","17"
"12","Graphic Designer for Event Booklets, Infographics & Logos","https://www.upwork.com/job/Graphic-Designer-for-Event-Booklets-Infographics-amp-Logos_~0111db06826e798d40/","Intermediate",NA,"2019-06-13","We run a marketing agency and we need help with logo concepts, tweaks to old logos that need to be refreshed, and design ideas for clients. We also need help updating our live conference booklets, graphics for events coming up, and other event-related graphic design work. We would like someone with 7-10+ years of graphic design experience. less","Infographics, Book, Adobe Photoshop, Website Asset, Corporate,  ",NA,"$200k+ ","5.00 Stars, based on 10 feedbacks","United States",NA,"5.00","10"
"13","Technical writer for an aggregator application.","https://www.upwork.com/job/Technical-writer-for-aggregator-application_~01b144260bcef3601d/","Intermediate","100","2019-06-13","About us: We are a startup with an idea to create an app that will revolutionize the ridesharing market in the SouthEast Asian region. We're looking for an experienced technical writer to a white paper, including market statistics and revenue proje ... more",NA,NA,"$200+ ","5.00 Stars, based on 1 feedback","Bangladesh",NA,"5.00","1"
"14","Experienced data scientist who can facilitate workshops in the Data Science Master's Programme","https://www.upwork.com/job/Experienced-data-scientist-who-can-facilitate-workshops-the-Data-Science-Master-Programme_~017c00ae98471ac2c1/","Intermediate",NA,"2019-06-13","As European Leadership University offering a Data Science Master's Programme we are looking for Data Science Course Facilitators. As an ELU Data Science course facilitator, you will meet groups of students and facilitate their learning experience through online meet-ups over Zoom to help them master data science skills. The role is a great opportunity for experts in data science who has a desire to keep their skills sharp by developing others and would like to be part of a unique educational approach and a thriving community of talents, facilitators, mentors and sector leaders. Enablers • Proficiency in Python • Professional experience as a Data Scientist or in similar role • Previous training or mentorship experience • Alumni of Datacamp's Data Scientist with Python track • Experience with Python Data Science applications • Exposure to machine learning and data science tools and libraries such as pandas, Scikit-learn, Matplotlib and Seaborn • Good working knowledge of statistics and mathematical concepts • Excellent communication skills • Excellent command of English less","Python, Artificial Intelligence, Data Analytics, Data Science, ",NA,"$0 ","No feedback yet","Netherlands",NA,NA,NA
"15","Academic paper researcher - Statistics","https://www.upwork.com/job/Academic-paper-researcher-Statistics_~013595ba8792b55d0e/","Intermediate",NA,"2019-06-13","I am working on a paper to compare OLS regression model, krigging and random forest model for Spatial heat mapping. Availability of research papers is limited in one discipline, therefore one needs to investigate across various disciplines. I need someone, who understand these methods and can distil down research papers for me. Deliverable will be a list of peer-reviewed journal papers, with a couple of lines summary. less","Geospatial, Spatial Analysis",NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"16","Data Scientist: Retail Demand Forecasting","https://www.upwork.com/job/Data-Scientist-Retail-Demand-Forecasting_~01f38cf805e069445f/","Intermediate",NA,"2019-06-13","Academic qualification in statistics, mathematics or similar field 3-4 years experience in statistical data analysis in R and/or Python Experience in linear, multiple, multilevel, time series, random forest and other non-parametric regressions Abilit ... more",NA,"1","$900k+ ","4.90 Stars, based on 52 feedbacks","South Africa",NA,"4.90","52"
"17","Product Manager","https://www.upwork.com/job/Product-Manager_~016c6015129c04c69f/","Intermediate",NA,"2019-06-13","Product managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles). They live and breathe the statistics of the the product. They are responsible for writing the product specification and wire frames, and breaking that specification down into an agile development process. Ultimately, the most important thing is that they figure out how to grow the north star metric and usage for the product. If you thrive on taking an evidence-based approach, love pushing the boundaries of web products, and are passionate about having a real impact on a global (and growing) technology company, then we want to hear from you! Requirements Ability to process and analyse complex data sets, and interpret them to make business decisions. Deep understanding of the mobile app user experience (e.g. pricing strategy, technology, user flow) Experience designing simple and intuitive user interfaces – ability to create wire frames and mockups Excellent written and verbal communication skills Proven ability to develop product and marketing strategies Must be able to work in Manila, Philippines What makes a good product manager? Attention to detail A sense of ownership over all aspects of the product A sense of urgency to deal with issues Hybrid skill sets, a jack of all trades Technical background e.g. computer science, electrical engineering, science Growth hacker Maths & statistics Initiative & leadership Great communicator Can write great copy, a born marketer Engaging presenter to audiences small and large Frequently talks to customers Can rapidly iterate product to achieve an outcome less",NA,NA,"$100k+ ","4.96 Stars, based on 83 feedbacks","United States",NA,"4.96","83"
"18","Design and analysis for a clinical trial","https://www.upwork.com/job/Design-and-analysis-for-clinical-trial_~01442da1f3800675a0/","Expert",NA,"2019-06-13","I need someone to help with the design and analysis of the clinical trial. Experience in writing SAP and biostatistics required. This job was posted from a mobile device, so please pardon any typos or any missing details.","Biostatistics, Data Analytics, SAS, Statistics",NA,"$700+ ","No feedback yet","Poland",NA,NA,NA
"19","IPTV Backend Middleware","https://www.upwork.com/job/IPTV-Backend-Middleware_~0177d8b33b0de1dac3/","Intermediate",NA,"2019-06-13","IPTV Middleware in PHP with the following feature Only apply If you have experience of IPTV middleware development Dashboard Monitor the most important key performance indicators (KPIs) Monetization Organize content into unlimited combinations and plans. Exporting & Importing Export / Import activities in CSV format & XML format Users, Groups Management Organize system users into appropriate roles. Any Database Connects to multiple databases through ORM CRM / Billing Systems Full API Integration to your CRM / Billing systems through RESTful API Push Messages Send push notification messages and custom actions to any device. Customer Management Organize and manage customer accounts and devices. Application Upgrade Manage new application releases and choose devices to upgrade. EPG Management Add and edit EPG data from the administration portal, or import it through CSV file. Stream Token Protection Protect streams using third-party token providers. Multi CDN Management Switch customers between CDNs to improve customer experience or reduce traffic costs. Analytics View real-time statistics through your Google analytics account with Magoware customized analytics module Media management Manage system logo, icon and images. Auditing Log and monitor every back office activity. less","API, Architecture Design, MS SQL, JavaScript, PHP",NA,"$100+ ","5.00 Stars, based on 1 feedback","Australia",NA,"5.00","1"
"20","Amazon Tool Developer Needed","https://www.upwork.com/job/Amazon-Tool-Developer-Needed_~017963a07cf2dd21ba/","Entrylevel","500","2019-06-13","Here is what I need. This can be between chrome extension and web tool. 1) Keyword research tool - It pulls auto suggested keywords from search bar into one spreadsheet. So basically type in a keyword and then a letters A-Z and then pulls the keywords that show for each letter after main keyword. Then once it has that list, it does the same things will all keywords with A-Z to find the rest (Amazon, Google, Bing, YouTube, Ebay, Play Store) 2) ASIN and BSR tool - Shows ASIN and BSR on Amazon when searching for something. It shows this on search results, product page, and category / best seller page 3) Tool that alerts for any changes in: Title, Bullet Points, Price, Description, Pictures, Product Variations, Product Weight Changes (Email, SMS or Telegram) This is for own product and competitors 4) A tool that pulls all important statistics from Seller Central and Amazon Account into one easy place and sends daily/weekly totals to (Email, SMS, Telegram) 5) Price and BSR tracker with graph for own product and competitors 6) Keyword tracking - add keywords and see rankings for each keyword for product. Keeps graph of positions. You can add different produts and see 7) BSR changes alerts - send (Email, SMS, Telegram) when change in BSR 8) Duplicate word remover - Put any text into tool and it removes any word that is duplicate - Then it scans listing and tell you what words have not been used 9) Product Review and Seller feedback alerts - Send (Email, SMS or Telegram) whenever new review or feedback shows less","API Integration, Amazon Web Services",NA,"$100+ ","5.00 Stars, based on 4 feedbacks","United States",NA,"5.00","4"
"21","Questions to Primary Scales mapping and Primary Scales mapped to statistical chart types.","https://www.upwork.com/job/Questions-Primary-Scales-mapping-and-Primary-Scales-mapped-statistical-chart-types_~01e02651e00efad0db/","Entrylevel","128","2019-06-13","We are interested in mapping survey form question types to primary scales and then to map the primary scales to lists of possible statistically valid charts. These survey question types will later present as statistical graphs and reports for the answers/data to those survey questions, based on the Primary Scales. The Brief: Deliverables: 1. question types mapped to primary scales 2. primary scales mapped to report chart types Outcome – once a survey form question has been mapped to the relevant primary scale - a logic process will lead to processing path and result in the correct graphical output (and the report validation) being presented based on the Primary Scales. (ordinal, nominal, interval and ratio). The specifications for the task are contained in the attached spreadsheet. Thank you. less","Mathematics, Statistical Analysis",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"22","Statistics & Mathmatic","https://www.upwork.com/job/Statistics-amp-Mathmatic_~014a2c0e8244905011/","Intermediate","10","2019-06-12","I have included the requirements in the file attached","Algorithms, Calculus, Mathematica, Algebra, ",NA,"$1k+ ","5.00 Stars, based on 4 feedbacks","United States",NA,"5.00","4"
"23","Statistics Class and Grading Virtual Assistant","https://www.upwork.com/job/Statistics-Class-and-Grading-Virtual-Assistant_~01c909c035936694f9/","Intermediate",NA,"2019-06-12","Hi, we are needing a great virtual assistant to assist in various grading and classroom admin tasks throughout the school year. STRONG background in Statistics is a MUST. Bonus if you currently or have previously taught a statistics college level cl ... more","Mathematics, Algebra, Equations",NA,"$10k+ ","4.98 Stars, based on 40 feedbacks","United States",NA,"4.98","40"
"24","Simple quantitative analysis of data for a paper","https://www.upwork.com/job/Simple-quantitative-analysis-data-for-paper_~01385c57fdc3a6b8fc/","Intermediate","100","2019-06-12","I'm looking for someone that can advise me on, and do the quantitative part of my paper. I have already collected data in excel (CSV or Json) and need help with what statistical models I can use to answer my research question. You should be able to do the work, and walk me through the process and results. Overall it will not be very challenging for someone with some experience in this field, but would be of great help to me. Preferably SPSS/Stata less","IBM SPSS, Microsoft Excel, Stata",NA,"$0 ","No feedback yet","",NA,NA,NA
"25","Affiliate Marketing Article","https://www.upwork.com/job/Affiliate-Marketing-Article_~01eb69dd93aa28e919/","Expert","50","2019-06-12","Hi there, I am looking for an experienced content writer in the affiliate market place. I need a 600 –700 Word text about www.bettinggods.com to use for affiliate marketing purposes. It does not matter in what form the text is written, it could be a ... more","Copywriting, Google AdWords, Google Analytics,   ",NA,"$0 ","No feedback yet","Austria",NA,NA,NA
"26","Expert stastics and chemistry tutor.","https://www.upwork.com/job/Expert-stastics-and-chemistry-tutor_~01b7f4efe7e53d0336/","Expert","80","2019-06-12","Help with understanding complex formulas pertaining to statistics and chemistry..",NA,NA,"$800+ ","4.88 Stars, based on 12 feedbacks","United States",NA,"4.88","12"
"27","Real-estate crowdfunding market research, survey & analysis","https://www.upwork.com/job/Real-estate-crowdfunding-market-research-survey-amp-analysis_~01c27bdcf44df9180d/","Expert","2500","2019-06-12","Phase 1 - Market Research Report - Scope of Work: Please provide a brief proposal detailing your relevant experience, availability and budget requirements. Please detail how you will deliver the scope of work requirements: Note: The first Phase of the complete project is market research and analysis (below - this listing), which will be followed at a later date by financial analysis & modelling, pitch deck & graphic design, and Business plan review job listings. Market Research 1. Provide detailed and confidential research analysis of the Canadian Real-estate crowdfunding market *Current market demand for crowdfunding real-estate investment in Canada *Major Players in the current Market - size of market & growth. *Size & distribution of accredited investor v's non-accredited investors across Canada *Mode and method of investors investing - how do they find their information & how to they manage their portfolio.. *Size, Life of & type of investment Projects - inc ROI data *Typical fee structures for real- estate crowdfunding platforms *Demonstrated return on investment (ROI) to investors *Fees charged for investors / project sponsors *No# of investors per project / $ per investment *Range of project investment offerings / break downs *Growth of Market / market statistic summary in Canada V's the United states (2015-19) *Threats to market, future growth and exit strategies *Reported investor and Project sponsor revenue projections based for 1-25m+ investment offerings 2. Conduct a market research & survey / data analysis of accredited real-estate crowdfunding investors (An actual survey to be conducted) *Investor preferences of project types / deal sizes / investment term duration. *Pay structure for current investments, what acceptable % fees are they paying currently & frequency of transactions. *Where & How do investors source their current information / deals *How do & how long do investors currently take to conduct individual investment due diligence (internal/outsourced) *Accredited investor expectations - of project sponsors & platform providers, Inc communication, transparency, additional services features *No# investors in market - inc any trends / behaviors *ROI expectation breakdown for investors, %'s & terms *Issues / problems with current/previous platform providers or investors. *What would make their life simpler and give them more confidence to encourage returning to the same online platform. *Wish list of what investors want to see in the future ie: resources, technology, reporting communication, education, ease of access, consultation etc *Appetite of accredited investors for Block-chain based transaction, payments and smart documents for syndicated real estate investment. *What are top 5 deal breakers for investors to avoid investment opportunities. Note: All market research reporting & subsequent data produced by the successful candidate must be referenced correctly to the specific information sources and resources. inc an explanation of methodologies used to support findings. Electronic and or hard-copy original source material must be provided / retained and made available on request. Signed confidentiality agreements will be required prior work commencing and transmission of sensitive information. (Note there will be 3 other components listed at a later date that are required regarding this project which are not covered in this listing. The first component (above) is market research and analysis, which will be followed by financial analysis & modelling, pitch deck & graphic design, and Business plan review. if you believe you have skills or can refer a fellow up-worker suitable to the project in those areas please contact me ahead of scheduled) less","Market Analysis, Business Cases, Business Planning, Crowdfunding, ",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"28","Data Analytics","https://www.upwork.com/job/Data-Analytics_~019001040c7c21d929/","Intermediate",NA,"2019-06-12","Seeking applications for a Quantitative Analyst to support a BSA/AML Compliance Department in a variety of activities related to the design, maintenance, and optimization of compliance models. The models include AML transaction monitoring, sanctions filtering, and customer risk. Level to be determined by experience and educational background. Desired skills (Required): • Strong foundation in statistical methods (e.g. econometrics, sampling) and statistical reasoning • Strong programming skills in R and/or Python, and SQL • Demonstrable ability in the application of analytics to problem solving, from issue identification and problem definition to analytics exploration/solution through to management reporting • Ability to present complex quantitative issues to management and other stakeholders in clear, non-technical terms, both written and oral Subject matter experience (Strongly Desired): • Familiarity with AML transaction monitoring, sanctions filtering, and customer risk models • Familiarity with model validation concepts and applications Educational requirement (Advanced degrees preferred) • Degree in economics, statistics, data science, quantitative methods less","R, SAS, Python, Statistical Analysis","3","$0 ","No feedback yet","United States",NA,NA,NA
"29","phd thesis statistics","https://www.upwork.com/job/phd-thesis-statistics_~017c9cc42306e478d3/","Entrylevel","100","2019-06-12","phd management thesis. need help with statistical analysis of data collected using spss (reliability analysis cronbach, SEM, regression analysis, chi square etc.) also, help with overall finalization and review of the final thesis. This job was pos ... more","Research Papers",NA,"$80+ ","5.00 Stars, based on 2 feedbacks","India",NA,"5.00","2"
"30","Data Scientist","https://www.upwork.com/job/Data-Scientist_~01c4b2af7e90369606/","Intermediate",NA,"2019-06-12","Looking for a Data Scientist for part or full-time role. Strong experience in the following: - developing algorithms - statistical analysis - python skills - preferred math background any experience in the following a plus: - GraphDB - machine le ... more","Python",NA,"$100k+ ","4.94 Stars, based on 147 feedbacks","United States",NA,"4.94","147"
"31","Multivendor Marketplace Development with Wordpress","https://www.upwork.com/job/Multivendor-Marketplace-Development-with-Wordpress_~018f84b6b33c818ad3/","Expert","2500","2019-06-12","We need to build a marketplace where users can buy and sell digital files online using WordPress. Since we have digital files users, once they purchased the documents, are going to be able to access them through a reader (like on scribt). Also, prices on the marketplace are set NOT by the users but by to a pre-defined formula depending on the grade they obtained on the document they are uploading (more information will be provided on this). We are going to need admins and users. Each user can upload files (therefore there needs to be a payment gateway that allows for payments to be sent from a user to another user with us (the website) retaining a commission). Sellers should be able to see basic statistics on the sales (ex. number of sales, revenues...) Only users who purchased should be able to leave comments (about the third time they open the document a pop-up should ask to leave a review) If accepted for the job we will provide a detailed technical list, an interactive prototype and the front end design in PSD. less","WordPress",NA,"$0 ","No feedback yet","Italy",NA,NA,NA
"32","Statistical analysis plan writing","https://www.upwork.com/job/Statistical-analysis-plan-writing_~01ab1626c6db436993/","Expert",NA,"2019-06-12","SAP (statistical analysis plan) development. No sample size calculations. Just writing according to the provided details and template. This job was posted from a mobile device, so please pardon any typos or any missing details.","Biostatistics, Data Analytics, Data Science, SAS, ",NA,"$700+ ","No feedback yet","Poland",NA,NA,NA
"33","Web App MERN Stack and Mobile App React Native","https://www.upwork.com/job/Web-App-MERN-Stack-and-Mobile-App-React-Native_~0106a3d91691350eed/","Expert","4000","2019-06-12","Need a sports web site / web app that has a blog, bettings statistics, betting suggestions and private videos and articles. Some API communication will also be needed. Also a mobile React Native will be needed after Further details will be discussed with the right candidate less","MongoDB, Phone, Tablet, React Native, Android, ",NA,"$5k+ ","4.61 Stars, based on 10 feedbacks","Portugal",NA,"4.61","10"
"34","Tariff chart replication","https://www.upwork.com/job/Tariff-chart-replication_~0154a338b762af1fca/","Intermediate","150","2019-06-12","Hi..I need to replicate a chart showing average import tariff shown here: https://libertystreeteconomics.newyorkfed.org/2019/01/the-impact-of-import-tariffs-on-us-domestic-prices.html As mentioned in the article, avg import tariff is calculated by averaging across countries and Harmonized Tariff Schedule (HTS) product codes using 2017 import weights. The 2017 import values by each 8 digit hts code and country is available from here: dataweb.usitc.gov The annual tariff files for 2018 and 2019 are available from here: https://dataweb.usitc.gov/tariff/annual I can send you the import values of hts code by country and the tariff files. Please apply if you are familiar with statistical and econometric analysis in Python. More details to be shared later. less","Econometrics, Trade Law",NA,"$4k+ ","4.56 Stars, based on 9 feedbacks","United States",NA,"4.56","9"
"35","GOLF Report Instructions on HOW TO golf after a stroke. TECHNICALLY . BIDS WELCOME","https://www.upwork.com/job/GOLF-Report-Instructions-HOW-golf-after-stroke-TECHNICALLY-BIDS-WELCOME_~0145c0a7c49d2aab38/","Intermediate","100","2019-06-12","deliverable report 2000 words in word doc BIDS WELCOME Just instructions are needed to people who have have a stroke effects as I and want to golf . Of course the best input might be from a coach or somebody who can provide valuable tips , but a great researcher could also work well here. How do I swing the clubs now, my one hand has virtualy no grasp, no grip, what to do? how about balance ? driving, putting, chip issues and over coming , etc , how to golf with stroke effected one side, topics as these <b>Type of Website Content:</b> <b>Purpose of the Content: </b> Instructional to to actually tell people who have had a stroke, how to golf, details, tips <b>Please Do NOT Include:</b> statistics on stroke victims or benefits, or article format If you have any questions, please message us before you begin work on this order. Thank you! Also note that this is not an article structure, No need for an introduction about statistics or benefits. <b>Resources:</b>Please correctly identify references , resource if needed By accepting this order, you agree that I may name myself and/or others as the author of the text you write, including any modifications to or derivative works from such text. less","Instruction Manual",NA,"$4k+ ","4.99 Stars, based on 22 feedbacks","United States",NA,"4.99","22"
