"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","Make PDF Forms Fillable","https://www.upwork.com/job/Make-PDF-Forms-Fillable_~01723bf1f9bbf4a899/","Entrylevel",60,2019-07-03,"I need to convert 3, single-page and 3 double-page, medical PDF documents into fillable PDF documents that can be printed. A sample form is attached. I'm looking to have this completed in the next 2-3 business days.",NA,NA,"$1k+ ","5.00 Stars, based on 2 feedbacks","United States",NA,5,2
"12","openmaptiles Help Needed to Make Docker Container Use Multi-threading","https://www.upwork.com/job/openmaptiles-Help-Needed-Make-Docker-Container-Use-Multi-threading_~0172226ef645ffab2a/","Intermediate",NA,2019-07-03,"This job is specific to the openmaptiles (https://github.com/openmaptiles/openmaptiles) open-source project. If you are NOT familiar with this project or other open source Mapbox tool please do not apply. I use openmaptiles (https://github.com/openmaptiles/openmaptiles) to generate vector mbtiles files for use in mobile apps. This project, as you should know, uses docker containers for a lot of the work. The scripts in these docker images, most importantly generate-vectortiles (https://github.com/openmaptiles/generate-vectortiles) does not use multi-threading, so it is slow. This job is to figure out how to make the openmaptiles project us multi-threading for much improved generating of mbtiles files. What I need: - Modifications of the project and/or docker images that will use multi-threading - Speed examples showing before and after speed tests - Testing with the quickstart.sh script and using washington as the test. - You do NOT need to provide final mbtiles files, I will do the testing of this. - You to explain the changes that you made to make multi-threading work. What you will need: - Very fast linux machine with multiple cores and lots of RAM. less","Docker, Docker Compose, Linux, Node.js",NA,"$8k+ ","5.00 Stars, based on 25 feedbacks","United States",NA,5,25
"13","3001 English to Italian Translation 4as8d4f2g6h9","https://www.upwork.com/job/3001-English-Italian-Translation-4as8d4f2g6h9_~01d4d22b45f99fe263/","Intermediate",18,2019-07-03,"I need a hand with a translation of 2 landing pages from English to Italian. 600 words in total. Price is negotiable.",NA,NA,"$600k+ ","4.81 Stars, based on 3690 feedbacks","Estonia",NA,4.81,3690
"14","Nighttime 3D Rendering with Exterior Lighting - Required ASAP","https://www.upwork.com/job/Nighttime-Rendering-with-Exterior-Lighting-Required-ASAP_~01f677545959d265ab/","Intermediate",250,2019-07-03,"Development company looking for someone to consistently create 3D renderings for our current and future projects. This would be the first task and required ASAP: 3D rendering of our latest development at night with external lighting plan","ArchiCAD, 3DStudio Max, Adobe Photoshop, Exterior Rendering, ",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"15","Ransomware help","https://www.upwork.com/job/Ransomware-help_~0130dd64a463e0c0bd/","Expert",NA,2019-07-03,"Hi, I have files on a work computer that have been encrypted with some type of ransomware attack. Please let me know if you can help. Thanks very much.","Encryption",NA,"$20k+ ","4.98 Stars, based on 77 feedbacks","United States",NA,4.98,77
"16","Kickass Copy Writer!","https://www.upwork.com/job/Kickass-Copy-Writer_~013052b6357fc3ad27/","Entrylevel",NA,2019-07-03,"We are on the hunt for a kick ass copy writer that knows how to write for advertising, that can morph into a clients DNA, come up with a fun campaign, that can punch out a awesome SEO optimized blog, who can proactively follow a content plan.","English, Internet Research, Landing Pages,  ",NA,"$0 ","No feedback yet","Colombia",NA,NA,NA
"17","Quality Writer(s) needed to write kitchen appliance niche articles","https://www.upwork.com/job/Quality-Writer-needed-write-kitchen-appliance-niche-articles_~019683771a1f33716b/","Entrylevel",25,2019-07-03,"I am looking for quality writer(s) to write about kitchen appliances. The requirements are as follows: 1) Must be fluent in English 2) Fixed $25 per article 3) Length will vary from 1000 to 2500 words 4) Expected to write as much or as little as needed to cover the topic. Some articles will be longer at 2500 words, some short at 1000. On average over the long term, articles will be around 2000 words average. 5) Unique content. I check for plagiarism 6) Submit in Microsoft Word 7) Expected to hyperlink to online resources used. Research skills are needed and proper references are a must. 8) Use of Headers (Header 2, header 3) are needed to separate blocks of text If interested, please submit your proposal. NOTE: add the word ""[SOMETHING UNIQUE HERE]"" to your proposal so that I know you read this entire description to its entirely. Ignoring this will result in your proposal being auto-rejected. less","English",2,"$0 ","No feedback yet","United States",NA,NA,NA
"18","Product design","https://www.upwork.com/job/Product-design_~01022795e727a1eef7/","Expert",NA,2019-07-03,"We are finish alpha and beta testing our product and we have now started to prepare for mass production. Our product is a drone equipment, we are still working with designing the electronics and we need to finish that before we can do the external product design. What we need help with is to do the external design of the product. As it is for mass production we must think of plastic molding, assembly and so on. We are looking for someone with experience. Please share some of the works you have done before. We prefer design in fusion 360 but that is not a requirement. less","Manufacturing, Product Design, Injection Mold Design",NA,"$600+ ","No feedback yet","Norway",NA,NA,NA
"19","Transfer php to larvel framework with latest technologies","https://www.upwork.com/job/Transfer-php-larvel-framework-with-latest-technologies_~016ac6cfd7d8a23494/","Intermediate",200,2019-07-03,"We have a php application which I need to transfer to larvel framework with latest technologies and reporting function",NA,NA,"$0 ","No feedback yet","India",NA,NA,NA
"20","Website Prototype testers from UK recruit","https://www.upwork.com/job/Website-Prototype-testers-from-recruit_~01ac0496b61e77d956/","Intermediate",NA,2019-07-03,"Requirement: 1. Female 2. From UK You will be assigned: Conduct usability testing on your mobile device. During the test, you should think aloud and let us know our feedback about the product. All the test can finish within 20 minutes After the tes ... more","Mobile Testing",2,"$1k+ ","4.93 Stars, based on 15 feedbacks","United States",NA,4.93,15
"21","Front-end(React) expert with Accessibility","https://www.upwork.com/job/Front-end-React-expert-with-Accessibility_~01856f089a0d25545d/","Intermediate",NA,2019-07-03,"We need a professional who has at least 5 years of experience with Javascript and at least 2 years of experience with React and can lead the team. We need a professional who knows what is web Accessibility and is aware of it. Please send your CV. S ... more",NA,NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"22","Superstar Personal Assistant Needed For Online Education Business","https://www.upwork.com/job/Superstar-Personal-Assistant-Needed-For-Online-Education-Business_~01b9cc803f1b2fdddc/","Entrylevel",NA,2019-07-03,"I am looking for an assistant that can do a variety of work for me on a daily basis. I will require up to 30 hours per week and responsibility will be as follows: - Respond to my general support emails - Manage and respond to my social media messages (facebook/instagram/youtube) - Arrange customer refunds - Manage my facebook group requests to make sure only customers are accepted - Respond to customer messages from my Amazon Stores and deal with issues Additional desired skills - Ability to do tags and upload optimisation on youtube videos - Create email copy for announcements and broadcasts in my 'voice' - Summerise youtube videos to emails and blog posts I am looking for someone that can dedicate up to 30 hours per week and I wish to make them an integral part of my business. As we grow you will be my go-to person and will understand my entire business and will grow as we grow. I am looking for someone that has fluent English written skills and has an understanding on online business. Please apply if this is you. less",NA,NA,"$5k+ ","5.00 Stars, based on 24 feedbacks","United Kingdom",NA,5,24
"23","Video Production","https://www.upwork.com/job/Video-Production_~0128e262bd2159c431/","Intermediate",180,2019-07-03,"The production of animated promotional video for a startup company.",NA,NA,"$0 ","No feedback yet","Israel",NA,NA,NA
"24","Build Custom Shopify Checkout with Direct Payment API","https://www.upwork.com/job/Build-Custom-Shopify-Checkout-with-Direct-Payment-API_~01a5b279500dc54b22/","Intermediate",NA,2019-07-03,"Build a custom checkout page for a shopify site using a direct API (QuickCard) for the payment","Shopify",NA,"$50k+ ","4.95 Stars, based on 142 feedbacks","Puerto Rico",NA,4.95,142
"25","Customer Contact/CRM Manager","https://www.upwork.com/job/Customer-Contact-CRM-Manager_~01bcab04c969941139/","Intermediate",NA,2019-07-03,"Looking for Data Contact Logistics Expert. This person will efficiently work a process that takes raw data and makes it useable for sales people. They will be the hub of the leads. The person I am looking for will be able to pull data per scheduled ... more",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"26","Access api on Meistertask and build custom integration into it","https://www.upwork.com/job/Access-api-Meistertask-and-build-custom-integration-into_~01e30fd78bf7c028f3/","Intermediate",NA,2019-07-03,"We use Meistertask to manage our jobs and workflows and would like to add functionality. This is the first time I am posting a job like this on Upwork and I'm not exactly sure if I placed it in the right category. I will provide a detailed list of the functionality on inquiry. less","API",NA,"$10k+ ","5.00 Stars, based on 21 feedbacks","United States",NA,5,21
"27","Animating Rigged Charachters into Environment","https://www.upwork.com/job/Animating-Rigged-Charachters-into-Environment_~014689b665f6ebe4a4/","Expert",NA,2019-07-03,"We have 4 characters already modeled and rigged in Maya. We're looking for someone to animate them into different scenarios","Environment, Character",2,"$3k+ ","4.99 Stars, based on 8 feedbacks","United States",NA,4.99,8
"28","Proof Read Sentences of English to Hindi","https://www.upwork.com/job/Proof-Read-Sentences-English-Hindi_~0180315e5c1a964f6b/","Entrylevel",15,2019-07-03,"This is very easy job who know good English and Hindi, I will provide you, sentences along with Hindi translation, Your job is to correct the hindi translation, it needs to be corrected if not correct. Though 80% translation is correct. You just need to correct the which you think does not make proper sense. I attached a jpeg image just for your understand about the sentences you will need to correct.. IMPORTANT READ CAREFULLY AND APPLY ONLY IF YOU CAN! Price is fixed $15 For this project for 5000 Such sentences, because you don't have to write anything, Just check and correct.. less","Hindi, English - India",NA,"$800+ ","4.17 Stars, based on 22 feedbacks","India",NA,4.17,22
"29","Testlist Analysis and Management Tool","https://www.upwork.com/job/Testlist-Analysis-and-Management-Tool_~01cea667b18d2c3d5b/","Entrylevel",600,2019-07-03,"We need a GUI to manage and interact with a test list which is stored in a custom Python object. Each record in the object has a set of mandatory and optional fields, and the optional fields can have an arbitrary number of elements. The three major f ... more","Python",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"30","Innovative, business-thinking developer/firm needed for enterprise startup MVP","https://www.upwork.com/job/Innovative-business-thinking-developer-firm-needed-for-enterprise-startup-MVP_~01e9d49af73c04788d/","Intermediate",NA,2019-07-03,"SaaS startup looking to get the MVP out the door. Eventually want to get to ML/AI (prediction) using open source/public data sets. This MVP app/PWA is for 1 enterprise company in these industries: software, retail, food/beverage. Will send you the mocks and website explaining the company, users and goals upon successful inquiry. Would prefer Microsoft and AWS stacks, GCP is fine too but target customers need integrations with MS and AWS stacks. Must have good ETL, integration, and data management knowledge - Excel, SQL, working with relational and non-relational data, APIs. **Looking for a revenue share model for further development and long-term relationship if this works out well on the MVP. Product is planned to have an 75-80% margin, subscription-based for large and medium enterprises. Looking for creative, thought-leader, innovative, forward-thinking developers that can stick to an MVP as V1 to launch to early customers ASAP, knowing that v1.x (apps/platform) and further need to come, like V2 being AI-driven. less","API Integration, Database Architecture, Prototype, UI/UX Prototyping, ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"31","Property Investment Ghost Writer","https://www.upwork.com/job/Property-Investment-Ghost-Writer_~012882b35891bb43e3/","Entrylevel",NA,2019-07-03,"I am looking to work with a ghostwriter who can create interesting and SEO targeted blog posts aimed at property investors. Initially, I want to target a number of specific target areas with a view that the blog will help me build my investor database. The content will probably be used on social media also. At this stage, I am unsure of the number of pieces required but would suspect a starting place of 1 per week. These don't need to be mountains of information each just a few hundred words to keep reinforcing that my business are the experts when it comes to residential property investment. less","English",NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"32","Website Services Writing Job","https://www.upwork.com/job/Website-Services-Writing-Job_~012cc31a60867d096c/","Intermediate",200,2019-07-03,"I am looking for a content writer that will provide 150 words per service page. there is a total of 28 service pages. Includes - text content - titles - engaging subtitles Content is lawyer related. Example - explain our services related to possession of drugs and provide a 150 word summary of how we can help. less",NA,NA,"$400+ ","5.00 Stars, based on 2 feedbacks","Canada",NA,5,2
"33","Instrumental Backing Track For Existing Song","https://www.upwork.com/job/Instrumental-Backing-Track-For-Existing-Song_~0167956c383e5d31c6/","Intermediate",35,2019-07-03,"I need an instrumental backing track for this song: https://www.youtube.com/watch?v=oUHlx119Cv4","Sound Editing, Audacity, Music Production, Sound Mixing",NA,"$400+ ","4.83 Stars, based on 7 feedbacks","United States",NA,4.83,7
"34","Scale Mobile Health Tracking App, Paid Marketing, Lower CAC, Inc Conv","https://www.upwork.com/job/Scale-Mobile-Health-Tracking-App-Paid-Marketing-Lower-CAC-Inc-Conv_~01f8953c4b2608625f/","Intermediate",NA,2019-07-03,"We already have ads running we need somene that can help us setup: - Attribution - Help us scale on a limited budget - Help us understand the best tools/strategy for growth - Increase conversions through Optimizing in App Purchase Behaviour - Setup segmenting / Retargeting Essentially we need someone to setup a systematic way of lowering our CAC (paid) for iOS & Android and explain why/how what they are doing is needed and show meaningful results to stay on. We can pay per hour + bonus on CAC decrease + decrease in attrition. Perhaps also help us get more reviews + ratings. The app is in the health tracking market. You must show prior experience in scaling successfully in apps (not just games). We also need you to point out any gaps (organic) or in UX we have that could be causing drop-offs in use and conversions. Our budget is fairly limited so do not expect huge campaigns just to collect marketing data. We also want to get suggestions on where to buy traffic -- keep in mind we want all suggestions to be backed by data. less","A/B Testing, Customer Retention, Facebook Marketing, Google AdWords, ",NA,"$40k+ ","4.66 Stars, based on 20 feedbacks","Canada",NA,4.66,20
"35","Wordpress Theme Migration","https://www.upwork.com/job/Wordpress-Theme-Migration_~01e2a21987eeee3409/","Entrylevel",NA,2019-07-03,"I currently use the Dixie second line theme for my podcast found at www.bettermentalhealthshow.com . I would like to migrate this over to a different theme that would allow more content like blogs, etc.. with the podcast. A website that can be used to model after would be www.golficity.com less","WordPress",NA,"$100+ ","5.00 Stars, based on 2 feedbacks","United States",NA,5,2
"36","3D Animations","https://www.upwork.com/job/Animations_~01b17ce36586287bed/","Intermediate",75,2019-07-03,"I am looking for a freelancer to make four 3D animations. Here is a link to the descriptions of the animations: https://docs.google.com/document/d/1Tfc1dZ9bbOLjUTFK1m8Dc-xvAAqg1AyTLHKn9xfUbTo/edit?usp=sharing. You can make the animations using any ... more",NA,NA,"$2k+ ","4.86 Stars, based on 8 feedbacks","Vietnam",NA,4.86,8
"37","Looking for portrait/headshots photo editor","https://www.upwork.com/job/Looking-for-portrait-headshots-photo-editor_~01ce4bf68ea0edad5c/","Expert",10,2019-07-03,"Looking for a highly skilled photo editor for portraits/headshots. Must be experienced with Adobe Lightroom and Photoshop. Please edit test photos below. Will need a great editor on a regular basis.","People",NA,"$300+ ","5.00 Stars, based on 4 feedbacks","United States",NA,5,4
"38","React component from js file","https://www.upwork.com/job/React-component-from-file_~01aa7258ea2ef673b8/","Intermediate",15,2019-07-03,"Hi everyone, I'm looking for a React.js developer to create a component from this js library: https://www.curtainsjs.com/examples/simple-canvas-plane/index.html I need this to be completed within the next couple of hours","React.js, TypeScript",NA,"$6k+ ","4.99 Stars, based on 19 feedbacks","United Kingdom",NA,4.99,19
"39","Rebuild company website","https://www.upwork.com/job/Rebuild-company-website_~01b6fb4d1db6944336/","Intermediate",2500,2019-07-03,"Were looking for a web designer that's able to rebuild our companies website. This person must able to work independently. Deliver results. Creative.",NA,NA,"$1k+ ","1.00 Star, based on 1 feedback","Bonaire, Sint Eustatius and Saba",NA,1,1
"40","Mail Chimp Campaigns, 1-2 Monthly Campaigns","https://www.upwork.com/job/Mail-Chimp-Campaigns-Monthly-Campaigns_~01adb2b1dfb9ab9f40/","Intermediate",40,2019-07-03,"We have several Mail Chimp campaigns we want to run. Have different audiences, some that will overlap. We would like this to be on-going, 1-2 campaigns per month. We need a consistent message, clean campaigns consisting mostly photos and links back to our website. Campaigns should be consistent with all of our marketing material. Freelancer will monitor the progress of each campaign. Update lists of the campaigns, as we receive feedback and new customers/names on-going. Initial campaign can be fixed price, subsequent campaigns should be quicker to launch as we can use the same or similar templates. Open to Pricing. less","MailChimp, Email Campaign Setup, Lead Nurturing",NA,"$6k+ ","4.89 Stars, based on 48 feedbacks","United States",NA,4.89,48
"41","Change Excel VBA Program","https://www.upwork.com/job/Change-Excel-VBA-Program_~01873e7441e39a30b6/","Entrylevel",15,2019-07-03,"Link Excel VBA to API NASDAQ Underline Information for column B. Underline charts for column Level Leave in the chart only the name of the corresponding symbol and Start Day. Assume the current date as End Day on the chart.","Desktop Applications",2,"$3k+ ","4.68 Stars, based on 129 feedbacks","Dominican Republic",NA,4.68,129
"42","Technology Marketing Writer - IoT and Smart Home","https://www.upwork.com/job/Technology-Marketing-Writer-IoT-and-Smart-Home_~0178b9fffc85728c3d/","Intermediate",125,2019-07-03,"We are looking for a great freelance content writer who can efficiently produce clear, engaging, SEO optimized blog posts on tech topics including IoT and Smart Homes. Significant knowledge in these specific areas isn't a requirement but interest and passion for the technology will go a long way if the enthusiasm comes through in your writing. We're looking for a demonstrated general agility around communicating technical topics in an accessible way with the goal of educating our customers about Mesh Wi-Fi technology and how it enables the emerging category of Smart Home and Home Automation technology. Strong preference for Native English speakers. Opportunity for ongoing work based on the success of our first engagement. less","Internet of Things",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"43","Three.js replace cylinder with fbx","https://www.upwork.com/job/Three-replace-cylinder-with-fbx_~01a8462b7f7bc8f5e0/","Intermediate",10,2019-07-03,"Hi everyone, I have a React app using three.js with a spinning cylinder on the three.js stage. I would like to replace the cylinder with an object from an FBX file. I've attached the zipped app and the FBX file.","React.js, TypeScript",NA,"$6k+ ","4.99 Stars, based on 19 feedbacks","United Kingdom",NA,4.99,19
"44","Fix some SEO settings and clear Search Console for Magento 2 live store","https://www.upwork.com/job/Fix-some-SEO-settings-and-clear-Search-Console-for-Magento-live-store_~01ab1b02175012796b/","Expert",99999,2019-07-03,"Hi, we are live with our Magento 2 store but we need to boost our SEO. We run a store with over 3000 products. What needs to be done: - Completely clear search console. The following issues should be fixed. Mobile issues. See screenshot: http://prntscr.com/oa68zn * Clickable elements to close together * content larger then screen * Text to small to read * Viewport is set to ""device-width"" * Viewport not set - Some search console product issues that needs to be filled or fixed: http://prntscr.com/oa69xn - Some smaller other issues in search console Also the speed of the site needs to improve Also the robots.txt, htacces and sitemap needs to be checked for correct SEO. Most important is that search console will be completely clean and Google Pagespeed is increased. I only work for a fixed price. Please name your price. less","Website Development",NA,"$1k+ ","5.00 Stars, based on 4 feedbacks","Netherlands",NA,5,4
"45","Power BI - help with specific filtered visuals/measures","https://www.upwork.com/job/Power-help-with-specific-filtered-visuals-measures_~013b2f866f95d6c23c/","Expert",NA,2019-07-03,"Using sample data attached, I'd like you to create the attached line chart to present year over year sales. The sample data is in the same structure as our data warehouse, so the output needs to come without re-arranging the data. (Of course, new cal ... more","PowerBI",NA,"$200k+ ","4.88 Stars, based on 14 feedbacks","United States",NA,4.88,14
"46","Photo Manipulation Graphics Needed","https://www.upwork.com/job/Photo-Manipulation-Graphics-Needed_~0194e2fa4418a5b092/","Intermediate",25,2019-07-03,"Instructions are below: NOTE: If you are not a graphic designer and a photo manipulation expert, please do not apply for this project. Using the three or 4 images, create amazing photo graphics to replace the existing ones online. 1. Deliverable ... more","Adobe InDesign, Adobe Photoshop, Adobe Illustrator,  ",NA,"$10k+ ","4.67 Stars, based on 177 feedbacks","United States",NA,4.67,177
"47","reputation management, lead generation , and SEO specialist for digital marketing","https://www.upwork.com/job/reputation-management-lead-generation-and-SEO-specialist-for-digital-marketing_~01a3786670eacc9d44/","Entrylevel",NA,2019-07-03,"Must be proficient in google ads, facebook ads, search engine optimization , and reputation management.","Campaign Management, Facebook Marketing, Goolge AdWords, ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"48","AutomationAnywhere Developer Needed","https://www.upwork.com/job/AutomationAnywhere-Developer-Needed_~01e7bbdaaa2640bd5e/","Intermediate",200,2019-07-03,"I need an experienced AutomationAnywhere developer to build a proof of concept for me. It involves parsing a spreadsheet and doing some OCR on invoices via a webapp. This is an urgent need, I need it knocked out TODAY and am willing to pay a premium to do so. less","Automation, Data Scraping, Scripting, Web Scraping",NA,"$4k+ ","4.81 Stars, based on 30 feedbacks","United States",NA,4.81,30
"49","CAD project: Convert PDF into 2D Autocad dwg drawings.","https://www.upwork.com/job/CAD-project-Convert-PDF-into-Autocad-dwg-drawings_~0173a7002f47616b04/","Intermediate",1500,2019-07-03,"This project is to create an autocad drawing set from a complete existing drawing set that exists in pdf format. There are less than 150 total sheets in the drawing set. These are to be done in standard Autocad drawing format, NOT autocad electrica ... more","AutoCAD",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"50","Copywrite Translators","https://www.upwork.com/job/Copywrite-Translators_~01c7769e6e8b4638f0/","Intermediate",NA,2019-07-03,"We are building a website in English that needs to be translated to Spanish, Dutch, German, and French. The website itself is very simple, about 3 to 5 pages when completed.","Dutch, English, French, German, Spanish, Written",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"51","FINNISH, ITALIAN, PORTUGUESE TO ENGLISH TRANSLATOR NEEDED","https://www.upwork.com/job/FINNISH-ITALIAN-PORTUGUESE-ENGLISH-TRANSLATOR-NEEDED_~01750d4b856af637bc/","Intermediate",NA,2019-07-03,"I am looking for a Native Finnish, Italian, Portuguese translator to English. It is very important that I get 100% human translation and highest quality.",NA,3,"$0 ","No feedback yet","Netherlands",NA,NA,NA
"52","Info Graphic","https://www.upwork.com/job/Info-Graphic_~0157d87c2b7885a057/","Intermediate",30,2019-07-03,"Info graphic similar style to posted below Either in circle or linear is good whatever works better for spacing. All twelve laws listed in order with small graphic pictured right below. graphics as listed in the word document with short definition below the graphic in smaller writing. Center of the page title "" The Twelve Universal Laws"" under the title in small font "" Printable Created by Abracadabra Journal"" Bottom center of the page have ""Abracadabrajournal.com IG/FB Abracadabrajournal"" our theme for past printables has been water color so the background can be a blend of soft color less","Adobe InDesign, Adobe Photoshop, Adobe Illustrator",NA,"$100+ ","5.00 Stars, based on 3 feedbacks","Canada",NA,5,3
"53","Wordpress changes","https://www.upwork.com/job/Wordpress-changes_~01bd114228ec5e6b1d/","Entrylevel",NA,2019-07-03,"I have a need for some changes to a wordpress site that are urgent - will need to be able to start now and work for about 2 hours or more. Im hoping to find someone who's normal work day falls in these hours so that I can give projects on an ongoing basis. See my profile - I do a high volume of work. less","WordPress",NA,"$90k+ ","4.99 Stars, based on 61 feedbacks","United States",NA,4.99,61
"54","Ruby/React developer for long term project.","https://www.upwork.com/job/Ruby-React-developer-for-long-term-project_~01e5703375d94d1ecc/","Intermediate",2500,2019-07-03,"Looking for someone who has strong experience in Ruby, Ruby on Rails, and React.js AWS experience is required. I will share more details with right candidates.",NA,NA,"$1k+ ","4.96 Stars, based on 8 feedbacks","United States",NA,4.96,8
"55","Front-end developer needed for coding the mock-up of CPA-network dashboard","https://www.upwork.com/job/Front-end-developer-needed-for-coding-the-mock-CPA-network-dashboard_~0117f52cf56af807fb/","Intermediate",NA,2019-07-03,"We are looking for front-end developer to code the mock-up of a dashboard for CPA-network We have the design - you can preview it in the attachment. We are open for budget - so please specify your fee along with the reply. The final budget will be discussed with the candidate. Along with the budget specify the deadlines and attach examples of similar projects you've already implemented. Our priorities are quality and speed. And we'll be glad to continue our partnership after first successful project. Stack of technologies we're looking for: Webpack, Babel, Bootstrap 4, Scss, jQuery, Stimulusjs Template engines: Slim, Haml List of used JS <U+0438> css libraries - by inquiry less","SCSS",NA,"$0 ","No feedback yet","Russia",NA,NA,NA
