"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"12","Deep Learning - Python TensorFlow / Pytorch specialist for a leading edge NYC fintech corp.","https://www.upwork.com/job/Deep-Learning-Python-TensorFlow-Pytorch-specialist-for-leading-edge-NYC-fintech-corp_~014c13d699620c3c51/","Expert",NA,2019-06-18,"ADG is at the bleeding edge fintech in the area of Alternative Data in NYC. We provide data services for the top global investment managers, mostly hedge funds. Our technology helps funds work with big and alternative data sets. We are hiring a top tier machine learning expert: • Experience with tensorflow / Pytorch and keras • Time series analysis • Imputation experience • Hands-on daily machine learning experience as a professional (please apply only if you have provable job experience with data science) • Expert data manipulation with pandas, dplyr, etc. • Solid SQL (i.e. PostgreSQL, MySQL, or cloud-based SQL) • Daily use of version control tools such as git, svn, etc. and IDEs such as PyCharm, Eclipse We will be implementing this code: https://github.com/Luoyonghong/E2EGAN Unfortunately, there is no time to ""learn on the job"" please be ready to implement the above code in the first week. You will be working with a team of experienced data scientists and Python developers. less","Keras, PyTorch, TensorFlow, Neural Networks, Deep Learning, ",3,"$300k+ ","4.70 Stars, based on 65 feedbacks","United States",NA,4.7,65
"13","Trained statistician for calculations within analysis relating to web conversion optimization","https://www.upwork.com/job/Trained-statistician-for-calculations-within-analysis-relating-web-conversion-optimization_~01181165386aa208e4/","Expert",NA,2019-06-18,"I run a conversion optimization agency. I have a particular analytical method for research using digital analytics data, which I have used for many years. However I have always been aware that the statistical side of the method is not up to scratch - I would like a statistician to review this, recommend the correct method, and create a reusable formula (or process) which can work within Excel. I am aware I may not be using the correct statistical terminology here, but I think you will get the gist at this stage. The analysis is designed to identify the independent variables correlated to a dependent variable. For example, overall conversion might be a binary, dependent variable into which I can group sessions (0=visited the site and did not convert, 1=visited the site and did convert). Then, using segments in the analytics tool, I then pull data for every single dimension (the independent variables) in the data. So, for example, I will know that for first time visitors there are x sessions which = 1 and x sessions which = 0 - and so on. The objective of this is to uncover insights as to the predictive drivers of conversion, or of whatever binary factor I am investigating (It could also just be drop off from a specific page). For example, I might find that mobile device type = mobile has the strongest negative correlation. So, I want to know 2 things: 1) within a dimension/variable, how does each value compare to the average. This is a bit like imagining that each value is a variant in a test where the average is the control. How do you say that a comparison is significant or not? 2) agnostic of the values within the dimensions, which variable in itself is the most discriminate, a bit like if you were going to build a logistic regression model or something. This has to work in Excel formulas and, as such, it doesn't have to be perfect - but it needs to be better than the way I am doing it now, which I know is not the best. less",NA,NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"14","Art Director / Graphic Designer to develop concept for online print marketing and sales comms","https://www.upwork.com/job/Art-Director-Graphic-Designer-develop-concept-for-online-print-marketing-and-sales-comms_~01deb99fd9cb473108/","Intermediate",NA,2019-06-18,"Dear creative mind, At uWeed, we are on a mission to bring the natural benefits of the cannabis plant to the masses by offering our customers the largest inventory of CBD products at the best price and delivering it with the utmost convenience. We are looking for an Art Director / Graphic Designer candidate to work on marketing / promotional initiatives both online and offline and to create a cohesive, recognizable brand statement. We’re an energetic team who value innovation, forward-thinking design and a work environment that promotes cooperative effort. If you enjoy working in a high-energy atmosphere with some of the top talent in the cannabis industry, we would love to interview you. In a first step, we are looking for a creative mind to help coneptualize and create our marketing and sales collaterals, notably: 1) online banner (potentially GIFs) for online advertising 2) on-site images / infographics / visuals to pimp our knowledge articles and beautify our homepage 3) printed flyers and cards to include in the delivery boxes 4) and much more In the long-run though, we would like to hire a professional designer who can accompany us in our journey as we grow and help us maintain consistency in the brand statement and positioning over time. Only 3+ years of experience with Graphic Designer degree. English language is a must, German and/or French a plus. We are looking forward to hearing from you. Best, Loic less","Infographics, Landing Pages, Playful, Art Deco, CorelDRAW, ",NA,"$9k+ ","4.97 Stars, based on 32 feedbacks","Switzerland",NA,4.97,32
"15","Create a model that showcases the impact of each media channel on revenue","https://www.upwork.com/job/Create-model-that-showcases-the-impact-each-media-channel-revenue_~01e8f343efcc9924ff/","Intermediate",300,2019-06-18,"Given daily/weekly/monthly sales data for the past 2 years, and daily/weekly/monthly media spend per channel, I would like to calculate the impact of each channel on revenue and show each channel's effectiveness for future benchmarking and planning. The end result will: - Show each channel's relationship with revenue. - Show which channels had a statistically significant impact on sales - Will be able to show impact taking into account possible time delay between exposure and action - Explain the reasoning behind the chosen method - showcase the regression curves to predict income based on spend per channel - (bonus) take into account the accumulative effect of more than 1 media channel at the same time. Questions: - What impact advertising spend has on sales? - What impact each channel has on sales? - What is the confidence level/correlation/ strength per channel? - If possible, what is the ROI of each channel? - What is the adstock/time delay of channels? Data provided: - Current data: - Daily/weekly/monthly offline sales data for the past two years - daily /Weekly/monthly data for offline channels (TV, Out-of-home, radio), and online media - Please advise on additional data necessary for the success of the project. less",NA,NA,"$0 ","No feedback yet","Israel",NA,NA,NA
"16","Long-term English to Bulgarian Translator for international website","https://www.upwork.com/job/Long-term-English-Bulgarian-Translator-for-international-website_~01f382572c9b29c9c6/","Intermediate",100,2019-06-18,"We are looking for a translator from English to Bulgarian for our website Casino.guru, a multilingual website focused on online casinos and gambling. We do our best to provide our visitors with reliable information that is not biased in any way. The texts are gambling-related, which means that the ideal candidate should be familiar with this topic or at least with related areas like games, economy, finance, maths, statistics etc. Our texts tend to contain calculations and results of simulations, which the translators much be able to understand and translate without altering their intended meaning. We are looking for: - a native Bulgarian speaker with a great understanding of English - a high-quality translator with attention to detail and ability to keep the meaning of the original text unchanged by the translation - a translator who is not afraid to ask for our assistance whenever the meaning of the source text is not absolutely clear Here are some of our requirements: - English + Bulgarian should be your main language pair. - We are strictly against using automated translation tools like Google Translate (controlled by an algorithm). - We prefer loose translation over going sentence to sentence, word to word. - You must fully understand the text being translated. If something is not clear or doesn't make logical sense, please ask for an explanation and consult the issue with us. We will be there to help. Budget is much higher, just upwork has it as a mandarory field, but it will depend on the quantity of written articles. less","Bulgarian",NA,"$100k+ ","4.92 Stars, based on 31 feedbacks","Slovakia",NA,4.92,31
"17","Personal research assistant","https://www.upwork.com/job/Personal-research-assistant_~017659c27e9bc6bde0/","Expert",NA,2019-06-18,"We are looking for a diligent research assistant to provide assistance to our team in the areas of statistical and informational online research and the provision of results in summary text and tables, as appropriate.","Company information, Company Research, Contact lists,  ",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"18","Create iOS App UI","https://www.upwork.com/job/Create-iOS-App_~011a2b552ab7d4c3f7/","Entrylevel",100,2019-06-18,"We are looking for an excellent design to create 1) Home page 2) Statistics page 3) Server page 4) Payment page 5) Intro screen (Slide show) Connect button animation App: VPN App or IOS",NA,NA,"$2k+ ","4.15 Stars, based on 32 feedbacks","United States",NA,4.15,32
"19","Mobile game development","https://www.upwork.com/job/Mobile-game-development_~01b9106fea81790820/","Intermediate",NA,2019-06-18,"Briefly about the idea – Invictum Gaming Inc has a business plan to offer duels and tournaments in skill-based games where the players can make a profit out of their gaming. How? – To draw the attention, we will implement a system where the players ... more","Phone, Android, iOS, C, C#, C++, Python",NA,"$0 ","No feedback yet","Sweden",NA,NA,NA
"20","I would like a Chrome extension built","https://www.upwork.com/job/would-like-Chrome-extension-built_~01fb2f9cc890c1c243/","Entrylevel",NA,2019-06-18,"What I'm looking for is a way to extract the engagement information from other peoples Facebook business pages and I want to know if there is someone out there who can build a chrome extension to do this? I want to use this information to sell my chatbots to them, so I don't want to get any personal information, I just want interactional and statistical information. What I'd like to know is : 1. How many people a month click on their ""message us"" button on their page. (I think we can just use IP data for this?) 2. Do they already have a chatbot attached? 3. If no chatbot, how long does it take them to reply (if at all, as many don't reply at all)? BUT, these are for pages I am not an admin on, so don't have an admin token, that's why I thought a chrome extension might work better than an API connection? If I download the chrome extension myself, will I be able to use it to get this data off other peoples business pages? If you this think this outcome is achievable, could you apply with details of your hourly rate and how many hours it would take you to achieve, or alternatively a set price for the project. less","Chrome Extension",NA,"$40k+ ","4.64 Stars, based on 38 feedbacks","Australia",NA,4.64,38
"21","Hiring Writers - Long term. Full time. (Finance/Statistics/SPSS/Healthcare/Nursing/Law)","https://www.upwork.com/job/Hiring-Writers-Long-term-Full-time-Finance-Statistics-SPSS-Healthcare-Nursing-Law_~0179ee2fed7a939fcd/","Entrylevel",500,2019-06-18,"We are looking for full time writers. This job is long term. The following are the requirements. 1. Efficient enough to write 40 000 words per month 2. Versatile enough to handle a large variety of writing projects 3. Can meet deadlines 4. Have experience with various referencing style 5. Able to produce original work with no copy/paste and no use of word-spinning softwares 6. Able to address all client requirements and follow all client instructions Starting pay for 40 000 words is $500. Pay will increase based on performance. less",NA,25,"$20k+ ","4.72 Stars, based on 133 feedbacks","Australia",NA,4.72,133
"22","High ticket closer needed to respond to email regarding sponsorships","https://www.upwork.com/job/High-ticket-closer-needed-respond-email-regarding-sponsorships_~01f998595e27b229e6/","Entrylevel",NA,2019-06-17,"A Master at selling high ticket programs over the phone and converting inbound opportunities into business. Why Join Our Team? You’ll be part of an elite team with unlimited growth potential. Potential to grow and lead a strong sales team You’ll learn the world’s most effective sales and marketing strategies. You’ll help make a measurable difference in the lives of great people! Who are we looking for: The ideal candidate will embody our competitive spirit, be humbly opinionated and have a strong desire to help business owners achieve financial freedom and success. You should have a proven track record as an elite sales performer with integrity, positive mojo (and a healthy dose of humor). You’ll have the freedom to work from home and be part of an ELITE team and make a significant income while making a difference. We are a dynamic, hyper growth company looking for smart, creative, hard-working people with integrity to join us. We offer a great work environment and a promise that you won’t be bored as long as you are prepared for a challenge and want to build something great. If you live and breathe sales, we want to talk to you. We are looking for a Sales Exec to develop, implement, track and optimize our digital marketing campaigns across all digital channels. Responsibilities: -Responding to inbound leads and prospects via multiple channels (phone, email, virtual meetings etc.) -Interview, qualify and screen potential clients for our exclusive training and coaching programs -Consistently close a high percentage of qualified leads You Should Have: -Proven sales experience, preferably in consulting, b2c services or marketing -A tertiary education is preferred within Marketing, Statistics, Mathematics or Computer Science -Consistent history of meeting and exceeding sales quotas -5+ years selling premium products or services based on value -A Strong Influencer -Excellent follow-up, time management and consultative selling skills -Desire to challenge yourself, make a difference and be part of an elite team! -Target driven -Ability to work under pressure -Exceptional communication skills (written and oral) If you meet the above, apply as soon as possible! Experience: closing: 5 years (Preferred) Language: English (Required) Work Location: Remote/Work from home less",NA,NA,"$10k+ ","4.95 Stars, based on 6 feedbacks","United States",NA,4.95,6
"23","Dashboard Development with relational database back end with embedded calculator","https://www.upwork.com/job/Dashboard-Development-with-relational-database-back-end-with-embedded-calculator_~018452a325dc665a71/","Intermediate",NA,2019-06-17,"We are currently seeking a developer familiar with integrating complex equations into a front end software from a database of data. We are developing a dashboard which clients can manipulate and change data according to their needs. We will need to integrate some basic multivariate regression analysis into the dashboard itself for certain calculations. We would prefer the UI to be built off of templates, the important part here is the back end design and efficiency. With the complexity of the mathematics and statistics we need on the backend, someone with experience in backend development would be ideal. We would prefer to use python to create this, but we are open to any ideas as to what development environments and languages to use based on suggestions. less","Web Services, Data Access Layer, Database, Python Script, Web UI, ",NA,"$2k+ ","3.54 Stars, based on 6 feedbacks","Canada",NA,3.54,6
"24","Azure Files Storage file transfer test desktop application","https://www.upwork.com/job/Azure-Files-Storage-file-transfer-test-desktop-application_~01efe696e380492cde/","Intermediate",100,2019-06-17,"Project Description: The purpose of this project is to create a simple software tool to determine the suitability/readiness of a computer to use Azure Files Storage - specifically its ability to connect using SMBv3, and the upload bandwidth (goodput) ... more","Desktop Applications, Standalone Application",3,"$200 ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"25","Basic Gsheet work.","https://www.upwork.com/job/Basic-Gsheet-work_~01e95f34013f0859b8/","Intermediate",85,2019-06-17,"I am developing dataset designed to assess how market cap impacts the relationship between first quarter revenue and stock price in company launcing new products. I am looking for a statistician comfortable working in gsheet able to generate some base calculations on the gsheet to objectively compare datasets and link the data sets to a summary sheet. (I also have a tableau account so this can be used as well if you deem it easier to create a summary). Lastly, I need to evaluate the datasets for both method and statistical significance. less",NA,NA,"$10k+ ","4.92 Stars, based on 77 feedbacks","United States",NA,4.92,77
"26","Research needed for qualified list and accurate current stats","https://www.upwork.com/job/Research-needed-for-qualified-list-and-accurate-current-stats_~01f9879b1bffca88f1/","Intermediate",50,2019-06-17,"I'm looking for a detail oriented person who communicates well and can efficiently acquire accurate resources such as quotes, statistics, content etc on change as well as a qualified list of specific corporate connections in the industry.","Company information, Company Research, Contact lists, Critical Thinking, ",NA,"$400+ ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"27","Developer needed to create a social media application for business to business clients.","https://www.upwork.com/job/Developer-needed-create-social-media-application-for-business-business-clients_~017aa873305d8a1690/","Intermediate",NA,2019-06-17,"The deliverable will be a multi-tenant web application that allows the employees of a business to log in and share details about the clients that they are working with. The main UI would be designed around a social media type experience but there also needs to be screens and permissions to allow administrators to view reports and statistics on clients and employees as well as a number of other features around reporting, and automated communications. My expectation is that the majority of day to day input by users would be done through a mobile device so having the ability to create iphone and android applications that allow basic input and search functions will be important. I expect the majority of analytical functions to be performed through a web browser on a standard computer so this interface could be more complex and will evolve over a longer period of time. I would like to run the platform on AWS and ideally deployed using Ruby on Rails. I have an operational background so can assist with the deployment, management and operations of the platform as well as providing the AWS access. This project is in early stages of development so the ideal developer would be someone that has ideas about what would make the platform easier to deploy, scale and enhance in the future - the initial project is to get the platform up and running with the ability to register companies, create users, define static data elements and then allow users to post updates, follow each other (or their teams) and follow specific clients of interest. From my own research and experience as a developer in the past for various languages and platforms, I feel that Ruby on Rails would be a good fit for what I am looking to achieve however I am open to thoughts and suggestions on what might be better languages or frameworks to use as well as discussing design ideas around database platforms and leveraging native features and capabilities from platforms like Azure and AWS. Initially I would like to aim for about 10 hours a week and then dependent on how the project is going, client interest and demand, we may be able to increase this to support more feature development. less","ASP.NET MVC, Database Design, .NET Framework, HTML, Node.js, API, ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"28","Digital Graphic Designer","https://www.upwork.com/job/Digital-Graphic-Designer_~01c73522ac7b88cae0/","Intermediate",NA,2019-06-17,"Custom design or create high-end printed and digital marketing tools; including web graphics, logos and print designs. Use images, text, and color to transform pictures, general information, and statistical data into visual graphics and diagrams. Technical Knowledge + Must be skilled in Adobe Illustrator. Photoshop knowledge is a plus + Knowledge and capabilities to create layered vector images from scratch or manipulate existing vectors or images + Other Adobe programs (Lightroom, InDesign, AfterEffects, etc.) skills a plus + Knowledge of Keynote/PowerPoint or other based programs is a plus + Knowledge of Canva, Visme, Animoto or other web-base software is a plus + Other logo design skills and branding knowledge, graphics, photo imaging and web page creation software knowledge preferred but not required Duties + Use computer software to generate new images/vectors or manipulate existing digital media + Key information into software programs to create layouts for client or supervisor + Maintain archive of images, photos, or previous work products + Choose applications and designs for each project based on requirements + Expand brand image by determining the feeling the design should portray + Design images that identify a product or convey a message based on client’s needs + Develop graphics for logos, websites, illustrations, print materials and more Select colors, images, text style, and layout + Work directly with team and individually to complete tasks + Present the design to the manager for approval + Incorporate changes recommended by management and the clients into the final design + Review designs for errors before printing or publishing being able to provide each with proper and required file and graphic formats + Research new software, design concepts and trends Other Duties + Education Requirements + College degree is preferred. Certification or Degree in Arts/Design a plus Job Location: + Los Angeles, CA or Remote (U.S.) less",NA,NA,"$50k+ ","4.95 Stars, based on 11 feedbacks","United States",NA,4.95,11
"29","Graphic Campaign Designed by *","https://www.upwork.com/job/Graphic-Campaign-Designed_~01d4536d32ab652eb5/","Entrylevel",100,2019-06-17,"Hi Mate, I'm looking for a visual designer #Artist that knows how to design a kick ass innovative crowd funding campaign is able to follow direction, and even add to enhancing it with your own mind as well.  More info will be given to the right candidates, let's just say for now it's a campaign. what else can you offer? Video Packaging Design? Rendering? What else? I'm looking for someone with a 3rd eye , someone that can visualize with me and feed on each other to finalize a astetallicly pleasing design , somthing minimalistic but modern, something, comedic but still serious Looking for local, but will give everyone a fair chance to succeed, as I believe the world is full of talent.  Deliverables will be : all assets and files I'd like to connect with you and work togather to realize the final product. NDAs will be necessary  This is truly a opportunity for the right person to be part of a innovative movement, don't miss out.  Will need to see your portfolio of designs you created in the past. Indiegogo or kickstarter campaign history would be an asset.  Go on relax and get back to me  Are you the best at your craft? Of course you are So let's work togather  Cheers  Jo less","Infographics, Playful, Website Asset, Colorful, Modern,  ",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"30","Industry Analysis - Small Manufacturing Companies","https://www.upwork.com/job/Industry-Analysis-Small-Manufacturing-Companies_~014f55469eca15f727/","Intermediate",200,2019-06-17,"The deliverable is a 3-4 page written analysis with cited sources, on why an investor would want to invest in a small ($1M to $10M in annual revenue) US based manufacturing company. The deliverable should include key facts and statistics about small ... more","Market Analysis",NA,"$1k+ ","5.00 Stars, based on 13 feedbacks","United States",NA,5,13
"31","Web Analyst","https://www.upwork.com/job/Web-Analyst_~0135fb30ae4a263b25/","Intermediate",NA,2019-06-17,"Opensoft is a subsidiary of the American software corporation FarHeap Solutions with divisions in the USA, Germany, Hong Kong and Russia, developing its own projects and solutions. The main goal of the company is to help the printing industry to increase revenues and reduce costs by developing software for managing printing processes at every stage. We provide solutions for e-commerce, industrial automation, mobile platforms, and also we offer boxed solutions for consumers around the world. Our continuous growth and projected expansion drive our need to staff a Web Analyst.   Duties: Preparation, review and analysis of daily, weekly, monthly and quarterly data sets of web traffic from several online properties. Setup and run A/B testing, reporting findings and modifying tests to improve accuracy. Using e-commerce Analytics tools to discover trends and validate products or process. Improve financial status by identifying user flows, and recommending actions. Analyze various financial metrics including product costs and operations metrics. Discover new or refine current KPIs and search for both positive and negative data anomalies. • Provide information, analysis and recommendations to management: <U+25CB> by assembling and summarizing data <U+25CB> by preparing reports and making presentations and CPA. <U+25CB> by managing live dashboards • Enhanced ecommerce reporting and GTM set up. • Import cost dataset, knowledge of API’s . • Statistical and analytical skills. • Prepare ad hoc analysis and working on special projects as they arise. • Analyze advertising spend and return on investment. • Deliver insights, analytics, and reports on a recurring and ad hoc data pulls to support the Marketing Analytics vision of using data to drive decisions and identify recurring consumer behavior patterns. • Produce user engagement analyses focused on web behavior on homepage, product pages, and cart pages and key drivers to recommend growth opportunities • Create automated KPI reports for stakeholders to view daily and weekly • Create reports and dashboards that provide connections between web engagement and revenue, web engagement and marketing channels, etc. • Expand breadth of web analytics reporting, including parity across international countries • Audit, investigate, and resolve any tracking issues with internal and external partners • Incorporate insights from third party analytical tools with heat maps, session records, qualitative surveys, and historical tests to derive actionable insights   Requirements: • Bachelor’s Degree in Computer Science, Finance or related field, MBA preferred • Three years of experience as Web/Google Analyst or Digital Marketing Specialist • Excellent verbal and written communication skills in English • Must have related Business Intelligence, analysis and SQL coding experience • Proficient with web analytic tools, preferably usage of Google Analytics, Adobe Analytics or Yandex Metrika to include custom filters, custom segments, and custom reporting • Strong experience with Google Tag Manager or Adobe Launch • Experience with third party analytical software tools that provide quantitative and qualitative insights • First-hand experience with A/B testing tools such as Google Optimize or Optimizely • Moderate proficiency with data visualization software like Power BI • Diverse analytical experience managing multiple projects, including recurring and special projects • Ability to gather data from numerous sources and package succinctly in presentations • Strong attention to detail and highly organized • At least 2 years of experience with analytics and a proven track record in driving tangible results and actionable insight. • Strong proficiency with MS Office • Presentation and analytical skills required • Strong general finance skills in analysis, modeling, and analyzing key performance indicators • Advanced Excel skills including Macros and VBA required   What we can offer: • possibility to develop skills and get experience in Google Analytics&Digital Marketing; • competitive salary; • interesting projects; • great experience with foreigners co-working; • conditions to grow professionally inside the company; • friendly team of the professionals; • an opportunity of the remote work. less",NA,NA,"$0 ","No feedback yet","Ukraine",NA,NA,NA
