"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","R Expert needed to forecast forest growth data","https://www.upwork.com/job/Expert-needed-forecast-forest-growth-data_~01cf705249538ceea2/","Expert",110,2019-06-13,"Searching for R Expert to forecast forest growth data using non-linear mixed effects models. Interested in someone willing to be creative to solve the challenge. I am willing to add an extra 40 USD to anyone who successfully fits a model that reasona ... more","R",NA,"$300+ ","4.99 Stars, based on 10 feedbacks","United Kingdom",NA,4.99,10
"12","Google Analytics Expert - short contract","https://www.upwork.com/job/Google-Analytics-Expert-short-contract_~01bf9856f60b86474e/","Expert",200,2019-06-13,"FanShare Sports needs to build a user-friendly dashboard in order that site admins can easily track: Weekly site visitors (new and returning / registered users) Conversion rate of new visitors to registered user Conversion of registered users to paying subscribers (breakdown of weekly, monthly, and annual subscription) Average transaction value less","Google Analytics",NA,"$70k+ ","5.00 Stars, based on 1 feedback","Canada",NA,5,1
"13","research master VA shopify management and development","https://www.upwork.com/job/research-master-shopify-management-and-development_~01a6078c9e6b1c18ca/","Expert",700,2019-06-13,"Please watch this video before replying to this ad and give me an idea of what you learned from it when applying and if you think you can help. I'm looking for a full time worker or one large job so a VA can maintain it. https://www.loom.com/share/96790a556ac141dda90a8c9856990093 I need someone to fully manage my inventory, suppliers inclusive to all their shipping policies and coordinate with the inventory list I have now. I also need you to be able to work on design and make changes accordingly to shipping, prices, tags. I need someone willing to engage in market research to help me best price the products and which products to add. They must know google analytics, Adwords, SEM, Shopify development/design/ accounting and have experience running a large ecom store. I have all the systems in place I just need you to help me touch everything up and get it running smoothly so my marketer can run everything the way he needs to less",NA,NA,"$700+ ","4.20 Stars, based on 9 feedbacks","United States",NA,4.2,9
"14","Find the person's email who can add my link to their page.","https://www.upwork.com/job/Find-the-person-email-who-can-add-link-their-page_~0183aa9b8e00f10de1/","Intermediate",500,2019-06-13,"I need you to navigate to a URL (using a web-based system that I provide) and find the email that I will need to contact in order to get a link added to their page. The exact instructions (which I will provide upon hire) are also listyed at the bottom of this post. I will provide the website I am asking them to link to in the web-based interface. If the page is not valid (ie, it is not appropriate to ask for a link on the page to my website) - mark it as 'Not Valid.' I will pay you $1 for every email you find (I will be checking accuracy of the emails you submit). I just need you to try and find the right email. I will also pay $0.10 for every page you mark as 'Not Valid' since this task typically takes a small fraction of the time to determine if the page isn't valid. See attached screenshot of the web-based interface that I will provide to you. You will have a login and can do this work anytime you'd like. I keep track of statistics like how many emails you've completed per week so you know how much to bill me for. For example, if the URL I give you is this: https://www2.ewu.edu/cstem/departments/mathematics/math-degrees/careers-in-mathematics Then you would provide me the email 'mgrant@ewu.edu' (you can see it listed at the bottom-left of the page) because that is the faculty member who maintains it. You should NOT provide me a boilerplate webmaster email for wustl.edu. I want the specific email for the specific person that maintains that specific page or group of pages. I can afford to pay up to $500 per week ($2,000 per month) to start with, and can either increase or decrease volume based on the results of what you give me. EXACT INSTRUCTIONS: 2. Navigate (left click) to each url that you are presented with 3. If no email exists, the URL does not work, or the page is not in English, then click 'Not Valid' - otherwise, proceed to step 4. 4. Determine whether or not this page is appropriate to ask for a link to be placed on it to my site (you have this information in your main 'list' page). If it's not relevant to ask for a link on, then go back to the Sitedial window, and click 'Not Valid.' If the URL is relevant to ask for a link to be placed going back to my site, then proceed to step 5. 5. Visit the URL and click around the website if needed to find the email address of the person that would update and add a link to the specific webpage, or - if unavailable - the website's general webmaster. If neither of those is present, try and find a general contact email for the site, and if that is also not present, 6. You can also use site queries in Google to try and find the webmaster, such as ""site:example.com webmaster"" or “example.com contact” 7. When you find the email, record the email address into the textbox underneath the URL back on the Sitedial page (please note, we use email validation to determine is an email exists & is active, so if the email does not exist - you will be flagged to try another email) 5. If no email exists, and you cannot find it, simply leave the box blank click 'Not Found' Thank you! less","Link Building, SEO Backlinks, Data Entry,  ",NA,"$20k+ ","4.96 Stars, based on 39 feedbacks","United States",NA,4.96,39
"15","Write an article for getting an internship in Data Science","https://www.upwork.com/job/Write-article-for-getting-internship-Data-Science_~013dc49819871a8132/","Intermediate",300,2019-06-13,"I'm looking for an exceptional writer in the data science field that can put together an article about data science internships. This would be ideal for someone that has experience as a data science intern or as someone that hires data science inter ... more",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"16","Quantitative Finance or Financial Engineering professional needed to Build an Anomaly detection Algo","https://www.upwork.com/job/Quantitative-Finance-Financial-Engineering-professional-needed-Build-Anomaly-detection-Algo_~01983fbda02a8afba2/","Expert",300,2019-06-13,"I need to build a time series analysis model for a universe of assets. It needs to be able to run variance analysis and filter the stocks with constant variance...and then spit out a principal component analysis x and y plot catagorising the assets w ... more","Financial Analysis, Mathematics, MATLAB, Statistics,  ",NA,"$0 ","No feedback yet","Singapore",NA,NA,NA
"17","Amazon Online Arbitrage OAxray Lists","https://www.upwork.com/job/Amazon-Online-Arbitrage-OAxray-Lists_~01cba42a86136035da/","Intermediate",25,2019-06-13,"I need a list of around 40 to 50 items for Amazon Online Arbitrage..... All the ROI has to be above 45%. Big stores like Kohl's, Walmart,Target,bestbuy This must be completed today with the sales rank store url Amazon url roi pricing in Excel sheet format less",NA,NA,"$6k+ ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"18","Trainer--Power BI & Tableau","https://www.upwork.com/job/Trainer-Power-amp-Tableau_~01285e8ef1ff52e589/","Intermediate",NA,2019-06-13,"We are looking for someone who can trainer our people Online on Power BI and Tableau. Practice on live based scenarios and on job support would be an added advantage.",NA,NA,"$0 ","No feedback yet","India",NA,NA,NA
"19","Testing developer needed for creating a responsive WordPress Theme","https://www.upwork.com/job/Testing-developer-needed-for-creating-responsive-WordPress-Theme_~015c443cadfe94e810/","Intermediate",NA,2019-06-13,"Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Responsibilities Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems Work with management to prioritize business and information needs Locate and define new process improvement opportunities less",NA,NA,"$0 ","No feedback yet","Brazil",NA,NA,NA
"20","Amazon Seller Software Program Created","https://www.upwork.com/job/Amazon-Seller-Software-Program-Created_~018d4cc17d1c6b7067/","Entrylevel",400,2019-06-13,"Here is what I need. This can be between chrome extension and web tool. 1) Keyword research tool - It pulls auto suggested keywords from search bar into one spreadsheet. So basically type in a keyword and then a letters A-Z and then pulls the keywords that show for each letter after main keyword. Then once it has that list, it does the same things will all keywords with A-Z to find the rest (Amazon, Google, Bing, YouTube, Ebay, Play Store) 2) ASIN and BSR tool - Shows ASIN and BSR on Amazon when searching for something. It shows this on search results, product page, and category / best seller page 3) Tool that alerts for any changes in: Title, Bullet Points, Price, Description, Pictures, Product Variations, Product Weight Changes (Email, SMS or Telegram) This is for own product and competitors 4) A tool that pulls all important statistics from Seller Central and Amazon Account into one easy place and sends daily/weekly totals to (Email, SMS, Telegram) 5) Price and BSR tracker with graph for own product and competitors 6) Keyword tracking - add keywords and see rankings for each keyword for product. Keeps graph of positions. You can add different produts and see 7) BSR changes alerts - send (Email, SMS, Telegram) when change in BSR 8) Duplicate word remover - Put any text into tool and it removes any word that is duplicate - Then it scans listing and tell you what words have not been used 9) Product Review and Seller feedback alerts - Send (Email, SMS or Telegram) whenever new review or feedback shows less",NA,NA,"$5k+ ","4.99 Stars, based on 136 feedbacks","United States",NA,4.99,136
"21","Magento 2 Multivendor Marketplaces 3rd party consultant.","https://www.upwork.com/job/Magento-Multivendor-Marketplaces-3rd-party-consultant_~01092ad7fcd6fbb6d2/","Intermediate",NA,2019-06-13,"REQUEST FOR PROPOSAL MANAGEMENT CONSULTANT MUTIPLE MAGENTO 2 MULTIVENDOR MARKETPLACES 1. General Services Scope • Provide consultation as requested for up to 20 Magento 2 Multivendor Marketplaces both live and under construction. • Provide consultation as requested for new extension developments for the sites. • Provide consultation on the coding, settings and general practices used by our developer of the marketplaces both live and under construction. • Provide consultation on the coding, settings and general practices used by our developer for extensions that are both live and under construction. 2. General Proponent Requirements • Magento 2 certified • Extensive Magento 2 Multivendor Marketplace experience • Proficient at coding and debugging of Magento 2 Multivendor Marketplaces and extensions for such. • Excellent English language and speaking skills • Knowledge of SEO practices and requirements • Knowledge of general Magento 2 Multivendor Marketplace integration to Social Media and other marketing tools. • Knowledge of all extensions on the market for Magento 2 specifically for the Canadian and US markets and the integration of such as required. • Knowledge of making all our sites US and Canadian dual market capable 3. Proposal Inclusions • Hourly rates • Certificates of qualifications • Minimum of 3 Business References relating directly to our scope. • Hours of availability Mountain Standard Time in Canada less",NA,NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"22","Full stack developer needed for HR System","https://www.upwork.com/job/Full-stack-developer-needed-for-System_~0182f1e2776bcc46ae/","Expert",NA,2019-06-13,"Develop front and back-end of a new could-based multi-account HR system. A user must be able to access and manage their own private company account within the software. We look to https://factorialhr.com/ as an example of our end product. Starting with an open-source solution like OrangeHRM and customizing the core is also an option for someone with knowledge of that system. Modules include: Onboarding Module: - Create employee profiles - Creating and editing onboarding tasks - Assigning onboarding tasks to employees - Tracking onboardings tasks - Task management dashboard Performance Tracking Module Goal tracking Performance feedback Generating reports about employees’ performance (detailed transcripts of achievements), overall company performance and more Benefits Management Module - Adding benefit plans - Sharing benefit plans with employees - Generating reports about amount of benefits per employee, monthly benefit expenditures, etc. - Statistics dashboard Training Module: - Lists of trainings - Scheduling trainings - Tracking employee training progress - Events calendar - Application system for trainings - Document management Payroll Module: - Payroll tracking - Request management (sick leave, time off, vacation) - Work hours tracking - Compensation and benefit plans - Payroll notifications - Generation of payment reports and paychecks - Payroll dashboard for employees We are looking for an experienced freelancer (or perhaps group of freelancers) to build and maintain this software. You must be able to: - Meet deadlines and have excellent communication skills - Create wireframes to help decide on layout - Run functionality testings and debug code - Expert understanding of best security practices - Give formal and informal internal presentations keeping teams up to date on latest development options less",NA,NA,"$600+ ","No feedback yet","Canada",NA,NA,NA
"23","Excel/VBA- Linear Programming-Creating Shifts","https://www.upwork.com/job/Excel-VBA-Linear-Programming-Creating-Shifts_~0190134ac2d312a136/","Expert",100,2019-06-13,"Need an Excel Based automated system that creates shift combinations based on the following constraints (not limited to) 1. Part time & Full time employees 2. Staff availability 3. Half hourly interval requirement - 12 hours operation (8am-8pm) 4. Ranking/priority - subjective and performance based 5. Day offs 6. Morning shift - mid - late, bi-monthly rotations Goal is to make sure that we have the required number of heads per interval while optimising the number of part time hours This job was posted from a mobile device, so please pardon any typos or any missing details. less","Data Analytics, Excel VBA, Linear Programming,  ",NA,"$200+ ","5.00 Stars, based on 8 feedbacks","Australia",NA,5,8
"24","Agricultural Economics: Thesis about Food imports and food security in Mozambique","https://www.upwork.com/job/Agricultural-Economics-Thesis-about-Food-imports-and-food-security-Mozambique_~01a7e82e38c26adf21/","Entrylevel",NA,2019-06-13,"I need someone who really knows about Agricultural Economics. In fact, we can work together I would need help for some data entry and some statistical analysis. Since I'm just starting this thesis project, I would like to have some help to clearly state the research questions and methodology (which indicators to use). The initial question of the research was ""The trend in food imports still increasing in Sub-Saharan Africa? Please look at this site: https://ilsi.org/wp-content/uploads/2017/01/1_Tschirley_Urbanization-food-systems-and-the-diet.pdf see slide number 20, the research would like to reply a similar analysis in many countries or just focus on Mozambique and go with furthers topics. less","Academic Writing",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"25","Create a pivot table in google sheets","https://www.upwork.com/job/Create-pivot-table-google-sheets_~01c78c5addb63ff124/","Intermediate",20,2019-06-13,"I will provide 2 different sheets and based on the criteria need you to pull and display the correct data based on it matching data from the other sheet.",NA,NA,"$0 ","0.00 Stars, based on 1 feedback","United States",NA,0,1
"26","TV Data Analysis","https://www.upwork.com/job/Data-Analysis_~017f2fb9c42acd485c/","Intermediate",NA,2019-06-13,"Build an excel that will be able to connect between to layers of data - traffic and purchases from a website TV spots","Microsoft Excel",NA,"$40 ","5.00 Stars, based on 1 feedback","Israel",NA,5,1
"27","Editor for Financial Blog Postings","https://www.upwork.com/job/Editor-for-Financial-Blog-Postings_~017fc670f20de7a03a/","Intermediate",NA,2019-06-13,"I have been in the financial world for a long time, I post regularly and I need someone to edit and check statistics. Please include the word muffin in your application.","Fact Checking, Internet Research, Financial Services",NA,"$6k+ ","4.99 Stars, based on 17 feedbacks","United States",NA,4.99,17
"28","Graphic Designer for Event Booklets, Infographics & Logos","https://www.upwork.com/job/Graphic-Designer-for-Event-Booklets-Infographics-amp-Logos_~0111db06826e798d40/","Intermediate",NA,2019-06-13,"We run a marketing agency and we need help with logo concepts, tweaks to old logos that need to be refreshed, and design ideas for clients. We also need help updating our live conference booklets, graphics for events coming up, and other event-related graphic design work. We would like someone with 7-10+ years of graphic design experience. less","Infographics, Book, Adobe Photoshop, Website Asset, Corporate,  ",NA,"$200k+ ","5.00 Stars, based on 10 feedbacks","United States",NA,5,10
"29","Calculate coordinate position of target based on relief and camera info (GIS, Google Maps Api, lens)","https://www.upwork.com/job/Calculate-coordinate-position-target-based-relief-and-camera-info-GIS-Google-Maps-Api-lens_~010c4771f709be60d2/","Expert",5,2019-06-13,"I'll provide informations about camera. I need as the main result the lat/long of target. Using the relief is important on this job, since mountains can change the distance and result. You can use some service like Google Maps Api to do this job. DETAILS Information provided: - Camera Pan; - Camera Tilt; - Camera Zoom; - Camera lens information; - Camera altitude; - Camera Lat/Long; - Camera image size; - X/Y of target on image. If something else more is needed to generate the results, consult me. Expected results: - Pan and Tilt of target position; - Based on the relief, calculate the distance from the camera to the target; - Based on the relief, return Lat/Long of the target. Result format (JSON): { ""pan"": 22.3, ""tilt"": 7.4, ""distanceInMeters"": 3408.43, ""latitude"": -31.545454, ""longitude"": -52.645656 } less","GISC",NA,"$10k+ ","5.00 Stars, based on 1 feedback","Brazil",NA,5,1
"30","Development of MVP for Music-Based Data Analytics Company","https://www.upwork.com/job/Development-MVP-for-Music-Based-Data-Analytics-Company_~012593d839718b737a/","Intermediate",1500,2019-06-13,"We are looking for someone who is a go-getter and committed to help us develop the minimum viable product for our startup. We want people smarter than us to help us know better about our product and help make it a success.","BigQuery, Google Analytics, Python, Data Visualization, Web Design",NA,"$0 ","No feedback yet","India",NA,NA,NA
"31","Venture Capital / PE AI project for analysing portfolio","https://www.upwork.com/job/Venture-Capital-project-for-analysing-portfolio_~013a83f8748b9817cb/","Intermediate",NA,2019-06-13,"We are developing a Salesforce based portfolio management system for a VCT/ VC and PE fund manager. We are in need of somebody with excellent AI skills, but also an expert in investing, stocks and shares and venture capital. The person will work wi ... more","Python",NA,"$7k+ ","4.77 Stars, based on 7 feedbacks","United Kingdom",NA,4.77,7
"32","Annuity Calculator","https://www.upwork.com/job/Annuity-Calculator_~015bf071f5555617c1/","Intermediate",30,2019-06-13,"SHORT BACKGROUND INFO We create ready-to-use Excel templates and Custom spreadsheet solutions for global markets and market them via our website. We are constantly accepting new teammates who are extremely skilled in Excel and VBA. So, if we like the quality of your work, we will offer many new tasks after this one. To understand the structure of our templates please check our website below. https://www.someka.net/ WHAT IS THIS JOB ABOUT? We need an Annuity Calculator template for our users to calculate their pay out schedule and see their annuity information clearly This job is about creating a generic + unique + Ready-To-Use Invoice Template in Excel and writing a short product description about it. See the attached job brief for more info. IN YOUR PROPOSAL • Please don’t copy-paste your pre-made texts, write a unique application for this job • Simply explain how you are going to do the job • When can you deliver the job • Share a few nice looking samples you have done in Excel INFO • Due to the time-zone issues, we only accept applications from Europe (West + East). (Also, full time freelancers are also preferred for the upcoming jobs as mentioned above) • Please write the keyword in the beginning of your application so that we understand you've read the job description (keyword is in the attachment) Thanks! less","Microsoft Excel",NA,"$8k+ ","4.99 Stars, based on 11 feedbacks","Turkey",NA,4.99,11
"33","Talent Acquisition Consultant/Psychometric Testing Creator","https://www.upwork.com/job/Talent-Acquisition-Consultant-Psychometric-Testing-Creator_~01b0ed387439cee8e0/","Expert",NA,2019-06-13,"We are a company that provides pre-employment testing for small businesses offering a new holistic approach to candidate testing We are looking for a psychology/HR professional that can help us with creating custom NEO-PI style or similar personality testing applied to job skills. Need custom tests based on the Big 5 Model to test: Neuroticism (subsets: anxiety, angry hostility, depression, self-consciousness, impulsiveness and vulnerability) Extroversion (subsets. warmth, gregariousness, assertiveness, excitement seeking, positive emotions and activity) Agreeableness (subsets: trust, straightforwardness, modesty, compliance, altruism, tender-mindedness) Conscientiousness (subsets: competence, order, dutifulness, self-discipline, deliberation and achievement-striving) Openness (subsets: fantasy, aesthetics, feelings, actions, ideas and values) We need the test creator to come up with indirect questions instead of normal test questions since they are usually too direct and the candidate is likely to answer as they think it might suit them best to get the job and not necessarily truthfully. Test creator needs to report in detail what answering yes/no on each singular question may mean in job performance/work environment context, as well as scoring high/low on each subset as well as each of the 5 main traits. (this is a duplicate post from our other upwork account, if you already applied before, please skip this one) less","Psychometrics",5,"$100k+ ","4.93 Stars, based on 130 feedbacks","Portugal",NA,4.93,130
"34","Technical writer for an aggregator application.","https://www.upwork.com/job/Technical-writer-for-aggregator-application_~01b144260bcef3601d/","Intermediate",100,2019-06-13,"About us: We are a startup with an idea to create an app that will revolutionize the ridesharing market in the SouthEast Asian region. We're looking for an experienced technical writer to a white paper, including market statistics and revenue proje ... more",NA,NA,"$200+ ","5.00 Stars, based on 1 feedback","Bangladesh",NA,5,1
"35","Business Intelligence Expert from Serbia","https://www.upwork.com/job/Business-Intelligence-Expert-from-Serbia_~01415e8843d6fc9aad/","Expert",NA,2019-06-13,"ONLY FREELANCERS FROM SERBIA! We search for BI Expert who will help us build the app for one of the clients. We are searching for someone with the following knowledge: • Excellent Knowledge in the Microsoft Data Stack such as SQL Server Database, Analysis Services • Azure Data Factory • Azure Analysis Services • Azure Datawarehouse • Microsoft PowerBI • T-SQL/DAX/MDX/C# .NET/VB .NET • At least 3 years experience We have web application with database per customer. We need to create DW model and use Azure Data Factory to load and transform data from all tables through pipelines and partition DW tables per tenant. Analysis service gets data from DW and allows the user to create Power BI reports (security is important, tenant's user can see only data of his tenant) less",NA,NA,"$1k+ ","5.00 Stars, based on 11 feedbacks","Serbia",NA,5,11
"36","Experienced data scientist who can facilitate workshops in the Data Science Master's Programme","https://www.upwork.com/job/Experienced-data-scientist-who-can-facilitate-workshops-the-Data-Science-Master-Programme_~017c00ae98471ac2c1/","Intermediate",NA,2019-06-13,"As European Leadership University offering a Data Science Master's Programme we are looking for Data Science Course Facilitators. As an ELU Data Science course facilitator, you will meet groups of students and facilitate their learning experience through online meet-ups over Zoom to help them master data science skills. The role is a great opportunity for experts in data science who has a desire to keep their skills sharp by developing others and would like to be part of a unique educational approach and a thriving community of talents, facilitators, mentors and sector leaders. Enablers • Proficiency in Python • Professional experience as a Data Scientist or in similar role • Previous training or mentorship experience • Alumni of Datacamp's Data Scientist with Python track • Experience with Python Data Science applications • Exposure to machine learning and data science tools and libraries such as pandas, Scikit-learn, Matplotlib and Seaborn • Good working knowledge of statistics and mathematical concepts • Excellent communication skills • Excellent command of English less","Python, Artificial Intelligence, Data Analytics, Data Science, ",NA,"$0 ","No feedback yet","Netherlands",NA,NA,NA
"37","Academic paper researcher - Statistics","https://www.upwork.com/job/Academic-paper-researcher-Statistics_~013595ba8792b55d0e/","Intermediate",NA,2019-06-13,"I am working on a paper to compare OLS regression model, krigging and random forest model for Spatial heat mapping. Availability of research papers is limited in one discipline, therefore one needs to investigate across various disciplines. I need someone, who understand these methods and can distil down research papers for me. Deliverable will be a list of peer-reviewed journal papers, with a couple of lines summary. less","Geospatial, Spatial Analysis",NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"38","RSI indicator modification for Metatrader 4","https://www.upwork.com/job/RSI-indicator-modification-for-Metatrader_~0118ac8f07f597f320/","Intermediate",50,2019-06-13,"As you may know, the RSI indicator can be used only for mean-reversion trading. It means that if the RSI lower than the average we can buy, if higher than the average we can sell. I like to modify the RSI to be able to do momentum trading. It means ... more","Python, MATLAB, MetaTrader 4 (MT4",NA,"$600+ ","4.25 Stars, based on 15 feedbacks","Hungary",NA,4.25,15
"39","Power BI Impact Bubble Chart Report","https://www.upwork.com/job/Power-Impact-Bubble-Chart-Report_~014ac584060c75069f/","Entrylevel",NA,2019-06-13,"Seeking help to create an impact bubble chart for key metrics report. Must have advanced skills in Power BI.",NA,NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"40","Data Integration Lead (Latvia)","https://www.upwork.com/job/Data-Integration-Lead-Latvia_~01ffaaf6ca3b751d28/","Intermediate",NA,2019-06-13,"We are looking for a highly talented Informatica Power Center Expert Job Summary: This specific role is an Informatica Power Center expert position to drive the data journey of larger automobile manufacturer who started a global initiative in 2016 to build a Solution platform. This is a 4-year project with multiple rollouts across globe and this will be a key position to develop the Operational data store and Data warehouse. This role has a high visibility at management level. Core technical expertise and hand-on experience in DI (Informatica) technologies and Data Modelling will be the pre-requisites Responsibilities: Responsible for translating the functional requirements to meet the specified technical requirements. coding, testing, implementing, debugging and documenting the complex programs Understand the business needs and designs programs and systems that match the complex business requirements and records all the specifications that are involved in the development and coding process. Requirements: Essential Skills: Involve in developing the ETL processes and in designing and preparing the codes that meet the program specifications as well as the client requirements. Involved in the effective implementation of these Informatica programs, tests them, evaluates the requirements, addresses and resolves the issues associated with it Creating proper technical documentation in the work assignments. Involve in testing the ETL modules, plans, deploys, and tests the ETL mappings, etc., to ensure that the clients objectives are met Nice to Have Skills: Domain Knowledge in Manufacturing & Logistics Basic Knowledge of ADOBE Campaign Tool Technical knowledge: Informatica PoweCenter SQL Scripting Oracle SQL Scripting Unix Shell Scripting Location:Latvia/Riga Onsite -4 Month Starting from 10th of July, 2019. less","\Extract, Transform and Load (ETL\, Informatica, Oracle, ",NA,"$500+ ","5.00 Stars, based on 12 feedbacks","Latvia",NA,5,12
"41","Salesforce Einstein analytics development and management","https://www.upwork.com/job/Salesforce-Einstein-analytics-development-and-management_~01937947fcdab18a1f/","Expert",NA,2019-06-13,"We have recently acquired licenses for Salesforce Einstein Analytics, and as ever with software, that is just a blank sheet. So now we need 1-build the analytics suite of tools, reports, dashboards, groups, so we have all information on our business ... more",NA,2,"$200k+ ","4.98 Stars, based on 41 feedbacks","United Kingdom",NA,4.98,41
