"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"11","News Aggregation API and News Search UI","https://www.upwork.com/job/News-Aggregation-API-and-News-Search_~0110dea9dffac62b8a/","Intermediate",NA,2019-06-14,"Seeking developer experienced with aggregation of all news sources, API integration, and development of customized news search user interface.",NA,NA,"$80+ ","No feedback yet","United States",NA,NA,NA
"12","MtDNA Haplogroup Analysis consultant","https://www.upwork.com/job/MtDNA-Haplogroup-Analysis-consultant_~010dab697fa532a9fd/","Expert",100,2019-06-14,"Looking for a BioInformatics Consultant specifically in MtDNA for a small project we are working on. Details will be provided during the interview.","Bioinformatics, Biology, Biotechnology, DNA",NA,"$20k+ ","4.94 Stars, based on 40 feedbacks","United States",NA,4.94,40
"13","IoT Dashboards - open source.","https://www.upwork.com/job/IoT-Dashboards-open-source_~01501af6f9d1f77ea0/","Expert",NA,2019-06-14,"We are looking for a person or team who can be part of developing Cloud Native business analytics (Internet of Things) dashboards for our customers. We are looking for someone with a strong technical frontend foundation to design and build analytics dashboards for our customers together with skilled colleagues. The first applications to be built are within the fast-growing Internet of Things (‘IoT’) space. You will create the platform that holds the data for our client’s applications and analytics. You will work with a dedicated team of senior data engineers, data scientists, and consultants. Given the size of the company, you will play a central role in growing the company in the coming years. At Flowtale we think that front-end developers need to have a holistic view of the architecture of the software that you and our team are creating. As a front-end developer it is important that you can’t silo yourself on the Front-End, but need to have an appreciation for the complexities of the Back-End as well in order to create the best user experience for our customers. In the end, it's about continual learning and team communication, as well as listening to the customer to create a great experience. We are seeking a dedicated, proactive and highly motivated team player with strong technical front-end skills and a solid analytical understanding and experience within the area of business analytics. Needed experience and skills: • Strong experience in data visualisation • Experience working with dashboards and KPIs • Good Understanding of time series data and both relational and NoSQL databases • Understanding d3.js, JavaScript/jQuery, HTML, CSS • Version control/Git Desirable experience and skills: • Experience with cloud platforms like, AWS, Azure and Google Cloud • Version control/Git • Responsive design • Testing, debugging and the use of continuous integration pipelines • Browser developer tools • Command line scripts and tools • Python and/or any other high level programming languages • Frameworks like Angular and Django • Some understanding of statistics • Containerization frameworks like Docker and Kubernetes Qualifications: • Proven experience and understanding of IoT concepts, principals and frameworks • Strong front-end aptitude with a deep understanding of custom build dashboard services • Comfortability in communication and presentation skills in English • Ability to convey messages to non-analytical stakeholders • Comfortable working with a variety of different data sources and tools • Proven experience and understanding in common visualization and software development practices less","d3.js, Bookeh, ggplot",NA,"$30k+ ","5.00 Stars, based on 22 feedbacks","Denmark",NA,5,22
"14","Editor with a background in medicine and biology","https://www.upwork.com/job/Editor-with-background-medicine-and-biology_~0180f67ab9bc8c4010/","Expert",NA,2019-06-14,"I am looking for an editor for my book. It is a BIG book of medicine / biology. I need someone with a strong background in basic medical sciences / biology who can dedicate a big block of time for this project (2-4month). My editor needs to be someo ... more","Academic Writing, Editing",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"15","Tableau Dashboard Development","https://www.upwork.com/job/Tableau-Dashboard-Development_~0179f5103a879e5bc4/","Expert",100,2019-06-14,"This is a short project to select a provider for a longer term project on data visualisation/ dashboard for an educational ERP product using Tableau. The longer project involves using Dashboards for visualisation in detail for various modules of the ERP system. Currently we would require you to develop data visualisation Dashboard for the Fees module. less",NA,NA,"",NA,"$0 spent","PLUS",NA,NA
"16","Fit distributions in R","https://www.upwork.com/job/Fit-distributions_~017d898ad075f9bc7c/","Entrylevel",20,2019-06-14,"I am looking for someone to help me fit my peak flow and volume data to some distributions: Generalized Pareto, Gumbel, Lop-Pearson III and Generalized Extreme value and estimate the Kolmogorov–Smirnov test statistic. The purpose is to use the outputs in my Copula function which is in the format: mvdc(tCopula(0.7943 ,dim=3),c(""weibull"",""weibull"",""gamma""), list(list(shape=dr_weib$estimate[1],scale=dr_weib$estimate[2]), list(shape=peak_weib$estimate[1],scale=peak_weib$estimate[2]), list(shape=av_gamma$estimate[1],rate=av_gamma$estimate[2]))) This function needs the estimated parameters (preferably MLE method). For instance the Weibull and Gamma distributions results which outputs were used in the copula function above, looked like this: Fitting of the distribution ' weibull ' by maximum likelihood Parameters: estimate Std. Error shape 2.870008 0.5118201 scale 1.406644 0.1180247 Fitting of the distribution ' gamma ' by maximum likelihood Parameters: estimate Std. Error shape 5.476612 1.725445 rate 4.351869 1.435926 I am looking to do the same work but estimating the parameters for the above mentioned distributions. less","R",NA,"$60 ","4.85 Stars, based on 1 feedback","Kenya",NA,4.85,1
"17","Looking for a Content Writer to Write a Well-Researched Blog Post","https://www.upwork.com/job/Looking-for-Content-Writer-Write-Well-Researched-Blog-Post_~016cdbee64368a7d2d/","Intermediate",75,2019-06-14,"Hello, We are looking for a freelance content writer to write blog posts on a topic related to social media marketing. We will provide you with a title and summary of the blog to help you write it. This project requires some research at your end - ... more","Article Writing, Blog Writing, Content Writing, Social Media Marketing, ",NA,"$4k+ ","4.92 Stars, based on 52 feedbacks","India",NA,4.92,52
"18","Infographic Wanted with 10 Facts","https://www.upwork.com/job/Infographic-Wanted-with-Facts_~0111a71eaf5afd8323/","Intermediate",NA,2019-06-14,"Hi there, We're looking for someone who can make a great inforgraphic for us, where 10 facts/statistics are visualized. We'll provide more details to the person we hire.","Infographics, Data Visualization, Geographic",NA,"$6k+ ","4.97 Stars, based on 25 feedbacks","Netherlands",NA,4.97,25
"19","GIS expert needed for land parcels mapping of project area.","https://www.upwork.com/job/GIS-expert-needed-for-land-parcels-mapping-project-area_~0196d83393e2592a89/","Expert",15,2019-06-14,"GIS expert is required for land parcel mapping of given area extent. Arcgis based working. Only experienced persons with parcel mapping knowledge should contact. A subset of whole area shall be provided for test mapping for $15, (only 5 to 10 land patches in this probation, in 2 days time). If freelancer skills proved vital, shall be offered full project. Attached is a sample image for which parcels are to be developed, if you can, send a few parcels to me for review, digitized on this image. less",NA,NA,"$0 ","No feedback yet","Pakistan",NA,NA,NA
"20","Infographic needed","https://www.upwork.com/job/Infographic-needed_~01cdcb1737a1125543/","Intermediate",NA,2019-06-14,"I have a webpage that yields statistics each month, for example number of user, number of page views, number of new ads/customer etc. I need from time to time an infographic (with versions) to illustrate this. Versions: For email newsletter (600 pixels wide) For FB ads For IG ads For stories ads (vertical) For organic posts on FB For blog posts For LinkedIn posts Some of these variations might be similar. I will provide the statistics - Number og visitors - Number of page views - Number og active ads - Others less","Infographics, Informative",NA,"$3k+ ","5.00 Stars, based on 4 feedbacks","Norway",NA,5,4
"21","AI / ML / DL / NLP based Hiring tool","https://www.upwork.com/job/NLP-based-Hiring-tool_~0194a60ddfea25739f/","Expert",200,2019-06-14,"I want one software module for screening CVs/ Resume / Bio Data in pdf or word files, and show results in priority rankings matching the attributes in the Job Description. The package should read / crawl at least 500 to 1000 CVs in each folder and display the results. less","Apache Hive, BigQuery, Microsoft Excel, Python",NA,"$0 ","No feedback yet","India",NA,NA,NA
"22","Google Data Studio Helper","https://www.upwork.com/job/Google-Data-Studio-Helper_~012858b2b3cb176180/","Entrylevel",NA,2019-06-14,"THE DELIVERABLE =============== I series of Google Data Studio reports needed regularly. Templates are already in place (happy to receive any suggestions / recommendations for improvements though) These need to be updated regularly (monthly). TYPE OF FREELANCER REQUIRED ============================ Essential (must have this for this project): Experience using Google Data Studio - samples of previous work will really help here. Useful to have (will increase your likelihood of being hired) 1. Experience in using Google Analytics 2. GAIQ qualified 3. Experience using Google Search Console 4. Experience using Ahrefs 5. Experience using Hotjar 6. Excellent communication skills + quick response times 7. Good attention to detail ABOUT THIS PROJECT =================== This will be an initial short trial. If this is successful then you will receive regular ongoing work. Please start your COVERING LETTER with the word ""Heisenberg"" to show 1. You pay attention to detail 2. You have good English 3. You can follow instructions. Failure to do this will mean your application is rejected. less","Google Analytics, Conversion Rate Optimization,   ",NA,"$600+ ","5.00 Stars, based on 17 feedbacks","United Kingdom",NA,5,17
"23","Facebook Ads for Shopify Dropship Store","https://www.upwork.com/job/Facebook-Ads-for-Shopify-Dropship-Store_~0106e4b1f537df2810/","Intermediate",NA,2019-06-14,"I run a number of Shopify dropshipping stores. I am looking for someone who can help market these stores through Facebook ads. I've been doing the ads myself the past few years but I just don't have the time anymore and I'm looking for someone with ... more","Facebook Marketing, Instagram Marketing, Retargeting, ",NA,"$300+ ","5.00 Stars, based on 1 feedback","Ireland",NA,5,1
"24","Two interim analyses for a clinical trial","https://www.upwork.com/job/Two-interim-analyses-for-clinical-trial_~011977146eb4596f3e/","Expert",NA,2019-06-14,"Support two interim analyses for a clinical trial This job was posted from a mobile device, so please pardon any typos or any missing details.","Biostatistics, Data Analytics, Data Science, SAS, ",NA,"$700+ ","No feedback yet","Poland",NA,NA,NA
"25","Google analytics ninja needed for review and set up of GA goals and events","https://www.upwork.com/job/Google-analytics-ninja-needed-for-review-and-set-goals-and-events_~012e3581fc5213ee39/","Intermediate",NA,2019-06-14,"We are a modern pet insurance start up. We have a GA account already set up which requires review and clean up. We are looking for a an experienced GA specialist to review the account and make sure it is set up based on our requirements. As it is not a typical e-commerce site, the candidate should have knowledge of type of businesses who offer a multi-step quoting process on the site which include a user sign up and ultimately a policy purchase as the end transaction point. less","Google Analytics",2,"$50k+ ","4.71 Stars, based on 43 feedbacks","United Kingdom",NA,4.71,43
"26","Google Analytics - Tracking of Subdomain","https://www.upwork.com/job/Google-Analytics-Tracking-Subdomain_~019b545f0a2bab89ac/","Intermediate",NA,2019-06-14,"Hello, I need someone to help me track my subdomain on the same property as my main domain in Google Anlytics","Google Analytics",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"27","Looking for an AI project assistant to help us build a demo","https://www.upwork.com/job/Looking-for-project-assistant-help-build-demo_~0133f343099247c6f1/","Intermediate",50,2019-06-14,"Hi, We are an AI based startup and we are building some demos to showcase our results. We are looking for an AI Project assistant to help us build one demo for now and if things went well we can proceed for a long term contract with him/her . Project duration: 2 Weeks (full time) Project budget: $50 Assistant required experience: 1. Matlab expert especially in signal processing, pattern recognition, and statistics toolboxes. 2. Matlab expert in designing Matlab Interface or any interface compatible with Matlab codes. The project should be ended in two weeks where the assistant needs to deliver the interface (in Matlab or other compatible platforms with Matlab) with a set of source codes for each set of data. Looking forward to collaborate with you. Cheers, Hadeel less","Natural Language Processing",NA,"$4k+ ","4.90 Stars, based on 115 feedbacks","Jordan",NA,4.9,115
"28","Google Analytics audit needed","https://www.upwork.com/job/Google-Analytics-audit-needed_~018af4e45f1d68d6a8/","Expert",NA,2019-06-14,"I need to have an audit of the setup of Google Analytics on my page according to the purpose of the page and the relevant sales funnel. This means looking through the setup and creating recommendations. Hence, all recommendations should be implemented, so there should be two lists as output: a) List of changes and setup in GA for you to do b) A set of changes that my developers needs to implement less","Google Analytics",NA,"$3k+ ","5.00 Stars, based on 4 feedbacks","Norway",NA,5,4
"29","Statistics Group projects","https://www.upwork.com/job/Statistics-Group-projects_~015d686ebb779262cd/","Intermediate",100,2019-06-14,"Come up with 5 college level statistics group projects with descriptions of each project.",NA,NA,"$200k+ ","4.95 Stars, based on 377 feedbacks","South Korea",NA,4.95,377
"30","Fix php script and update db","https://www.upwork.com/job/Fix-php-script-and-update_~019e39be3fbeed0344/","Entrylevel",NA,2019-06-14,"Need fix php script. The script collects information about the number of posts on the forum. Previously, the forum address was mmgp.ru but now the forum is available at mmgp.com. Script now collects information from the forum mmgp.ru (this is a copy of the forum). I need to configure the script so that it collects information about the number of messages in the thread on the forum with mmgp.com. The screenshot shows the result of the script: 1 - in this line the script adds the address to the topic on the forum. ""MMGP"" links are links to the old mmgp.ru forum (you need to correct the URL on .com in the database). 2 - links from ""mmgp"" are new links - you need to remove them as duplicates. 3 - in the statistics of messages, delete all values later than 05/09/2019 (at this time the forum changed the address). As a result, I want to see - for each project in field 1 there should be one link to the topic ""MMGP"" (with the address mmgp.com) statistics on screenshot 3 - started to be updated from 05/09/2019 less","SQL, PHP",NA,"$10 ","No feedback yet","Russia",NA,NA,NA
"31","SPSS expert wanted for analysis and reporting","https://www.upwork.com/job/SPSS-expert-wanted-for-analysis-and-reporting_~013ad1591e7f2b3e42/","Intermediate",NA,2019-06-14,"Dear applicant, For this project we need a skilled SPSS expert, who really knows the way around with SPSS and statistical methods. We have 6 cases available. You will mainly work on: GLM (mostly different types of ANOVA), GLM Mixed, Non parametric, T-test, power (and some other frequently used statistical methods). More information about the cases will be given through the interview. We want to adhere that privacy is upmost important. Business analyst are also welcome to apply, however we want to mention that the cases or mostly behavioral research. We are looking for: - Someone that can start from tomorrow. - Someone that can spend more than 4 hours per day - Someone that has the technical skills of SPSS and can intuitively and automatically operate actions in SPSS. - Someone that has knowledge of the statisical theories. - Someone that has some knowledge of the syntax of SPSS - Someone that is patient and loves to analyse data and is comfortable to help with creating a report Does this fit you? We are welcoming you to apply and looking forward to it. Thank you. less","IBM SPSS, Statistics",3,"$5k+ ","4.75 Stars, based on 110 feedbacks","Netherlands",NA,4.75,110
"32","Google Analytics Expert Needed","https://www.upwork.com/job/Google-Analytics-Expert-Needed_~01546f81a4a14b7dc5/","Intermediate",100,2019-06-14,"We need some help setting up our Google analytics. We have an eCommerce store with a blog. A few of the blog posts rank quite well in Google. We get a few thousand visitors a month to these blog posts. I would like to track how well these blog posts are doing in converting visitors into customers and email subscribers. We would like to track: 1. How much sales/revenue visitors who ""land"" on these blog posts generate each month 2. How many of these visitors convert into email subscribers each month We use Shopify, Klaviyo and Sumo. Google Analytics is already set-up. Basically, I'm looking for somebody ensure our Google analytics are plugged in properly, and to extract the right report. You will then show me (via screenshare or screen recording) how to track these numbers each month. You may also need to work with me to make sure things are set up properly in Klaviyo and Sumo to track email subscribers properly. Budget is flexible. Let me know what you have in mind. Look forward to working with you! less",NA,NA,"$5k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"33","market research with something similar to Ryan Levesque method","https://www.upwork.com/job/market-research-with-something-similar-Ryan-Levesque-method_~0122467260a391ef83/","Expert",NA,2019-06-14,"apply method to market research and lead list development",NA,NA,"$1k+ ","4.47 Stars, based on 2 feedbacks","United States",NA,4.47,2
"34","Hiring Writers - Long term. Full time. (Finance/Statistics/SPSS/Healthcare/Nursing/Law)","https://www.upwork.com/job/Hiring-Writers-Long-term-Full-time-Finance-Statistics-SPSS-Healthcare-Nursing-Law_~01f9e016e12e33adff/","Entrylevel",500,2019-06-14,"We are looking for full time writers. This job is long term. The following are the requirements. 1. Efficient enough to write 40 000 words per month 2. Versatile enough to handle a large variety of writing projects 3. Can meet deadlines 4. Have experience with various referencing style 5. Able to produce original work with no copy/paste and no use of word-spinning softwares 6. Able to address all client requirements and follow all client instructions Starting pay for 40 000 words is $500. Pay will increase based on performance. less",NA,2,"$20k+ ","4.72 Stars, based on 132 feedbacks","Australia",NA,4.72,132
"35","Statistics Expert needed","https://www.upwork.com/job/Statistics-Expert-needed_~013f1fb1d8124ad790/","Expert",NA,2019-06-14,"I need someone with deep statistical skills to help me make sense of quite a lot of data that I have. I use Pandas & Excel. Either skill works for me. I want to get deep into distributions, modeling, testing and simulation. Let me know if you can help! less",NA,NA,"$100k+ ","4.85 Stars, based on 41 feedbacks","United States",NA,4.85,41
"36","ECommerce Analytics Set up Audit & Fix Recommendation","https://www.upwork.com/job/ECommerce-Analytics-Set-Audit-amp-Fix-Recommendation_~011abb4880953f8afd/","Intermediate",100,2019-06-14,"I need a complete audit of the Google Analytics set up (tool & site tagging) in order to: - Ensure ecommerce is properly set up. - provide recommendations and guidance on creation and use of campaign tracking codes. - Audit, set up and test/confirm that conversion tracking is working. Help set up ""goals"". - Audit, set up and confirm conversion channel attribution is working. Help track funnels. - Create 2 dashboards providing weekly and monthly insights into channel conversion and attribution. SITE: To be provided after the first interview and before final selection. Business: Wholesale ecommerce selling lots and pallets of consumer products. less","Google Analytics, Google AdWords",NA,"$4k+ ","4.94 Stars, based on 22 feedbacks","United States",NA,4.94,22
"37","research","https://www.upwork.com/job/research_~017cd11dd27f92892a/","Intermediate",100,2019-06-14,"For company strategy and presentations, we need some parking statistics in New York.",NA,NA,"$6k+ ","4.97 Stars, based on 59 feedbacks","United States",NA,4.97,59
"38","Convert Quantopian model to QuantConnect (Algorithmic Trading)","https://www.upwork.com/job/Convert-Quantopian-model-QuantConnect-Algorithmic-Trading_~0104c07acb2010a060/","Intermediate",200,2019-06-14,"I'm looking for assistance with converting a Python algorithm from Quantopian to QuantConnect. The current length of the algorithm is just less than 300 lines. Obviously must be familiar with both platforms. If certain data sources/pipelines are exclusive to Quantopian, equivalents must be used for QuantConnect such that backtest and papertests are equivalent to a reasonable degree. See sources/pipelines currently used below: from quantopian.pipeline import Pipeline from quantopian.algorithm import attach_pipeline, pipeline_output from quantopian.pipeline.data.builtin import USEquityPricing from quantopian.pipeline.data import morningstar from quantopian.pipeline.factors import SimpleMovingAverage, AverageDollarVolume from quantopian.pipeline.filters.morningstar import IsPrimaryShare less","Algorithms, Python, Quantitative Finance",NA,"$100+ ","5.00 Stars, based on 1 feedback","Canada",NA,5,1
"39","Extract area covered by a mask and a median color below the mask","https://www.upwork.com/job/Extract-area-covered-mask-and-median-color-below-the-mask_~01c021c95e75a9e010/","Entrylevel",NA,2019-06-13,"Write a script that takes a satellite image like this one https://deepdom.s3.amazonaws.com/media/satellite/BQlBfkIhOzQSGpwD_XcDrwPo.jpg and a mask like this one https://deepdom.s3.amazonaws.com/media/annotation/BQlBfkIhOzQSGpwD-buildings-mask.png and extracts: * area of the building in the center of the mask * median pixel color in the mask (we want to interpret this as the color of the roof) Threshold the mask at the 0.5 level. less","Python, Computer Vision, Image/Object Recognition, Numpy, OpenCV, ",NA,"$6k+ ","4.87 Stars, based on 19 feedbacks","Poland",NA,4.87,19
"40","Guidance for Writing Personal Statement for a Neuroscience/ Developmental Psychology Master's in UK","https://www.upwork.com/job/Guidance-for-Writing-Personal-Statement-for-Neuroscience-Developmental-Psychology-Master_~0177dd59b94a1bb8fb/","Expert",NA,2019-06-13,"Hi there! I'm looking for someone with a background in neuroscience, developmental psychology, and/or experimental psychology. It is also highly preferred that the individual has completed/ is in the process of completing a Master's in the UK. I hope to apply for 5-6 highly competitive Master's programs in neuroscience, developmental psychology, and/or experimental psychology by November. My background is a bit unconventional but meets the entry requirements for all of these programs. I may also need advice on other aspects of the applications. Thank you so much in advance! Looking forward to hearing from you. less","Academic Higher-ed, Experiment Design, Human Sciences, Psycholinguistics, ",4,"$100 ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"41","Excel + VBA Template Designer","https://www.upwork.com/job/Excel-VBA-Template-Designer_~01236b6f6878a0be29/","Expert",NA,2019-06-13,"Develop Excel model template to automate data analysis, charting, develop outputs to be embedded in client presentations, ensure consistent brand guidelines are applied to all reports, and develop Macros in VBA to automate processes. Beautiful report design is a top priority for this project. Must have experience with: - Expert Excel formula knowledge - Expert Excel VBA Programming - Expert in Data Visualization - Expert in User Experience Design - Finance experience a plus The best candidates will give us detailed examples of work they have done and be able to give detailed interviews that explain the logic and processes they used. less","Business Planning, Financial Analysis, Statistics,   ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"42","Agronomist for on-demand Geo-spatial Data Analytics","https://www.upwork.com/job/Agronomist-for-demand-Geo-spatial-Data-Analytics_~01e551abbd671d42d8/","Intermediate",NA,2019-06-13,"We are a consulting firm for farmers in Indonesia. We are currently looking for knowledgable agronomist who can understand geospatial data and deduce a strategy to optimize the methods of production. Requirements: - Minimum of two years experience in the Agriculture Industry - Vast understanding of new and upcoming technologies and breakthroughs in the industry - Fluent English - Understand Geospatial data to be able to prescribe treatments to plants - Understand Smart farming - Familiar with IOT and precision farming - Work online - Understand vegetative indexes such as NDVI, OSAVI, chlorophyl levels, etc - Fluent in utilizing softwares in the agriculture industry - Be able to raise the profitability index of arable land - Understand Climate and crops in Indonesia less",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"43","Helping in Sentiment Analysis Research","https://www.upwork.com/job/Helping-Sentiment-Analysis-Research_~01ab362b8b1c3f6fb5/","Intermediate",50,2019-06-13,"Looking for a data science researcher helping in guiding and programming. Contact FMD This job was posted from a mobile device, so please pardon any typos or any missing details.","Data Analytics, Data Science, Python, R",NA,"$10 ","No feedback yet","United Kingdom",NA,NA,NA
"44","SQL work to pull data from multiple Access databases and prepare analysis","https://www.upwork.com/job/SQL-work-pull-data-from-multiple-Access-databases-and-prepare-analysis_~01da481a9b0f8386bd/","Entrylevel",NA,2019-06-13,"I have pulled data from multiple systems into an Access database. I need assistance creating analysis using PowerBI or Quicksights. The data is from our CRM and ERP and the initial analysis will be reconciling the CRM data to the ERP data to confirm that all clients have been appropriately billed as per the statement of work. I have already created all the analysis in Excel. I need someone to translate it into PowerBI. less","Business Intelligence, Data Mining, Data Visualization, Databases,  ",NA,"$10k+ ","4.80 Stars, based on 1 feedback","United States",NA,4.8,1
"45","InfoGraphic Document Design","https://www.upwork.com/job/InfoGraphic-Document-Design_~0136a5a931a093eb12/","Intermediate",NA,2019-06-13,"Create a 3 page document creatively displaying highlights of a report full of excel charts and tables. Final product to be letter sized pdf AND individual charted graphics used in the info graphic to be able to drop into a powerpoint (e.g. png files) ... more","Infographics, Adobe InDesign",NA,"$200+ ","No feedback yet","United States",NA,NA,NA
"46","Data Analytics","https://www.upwork.com/job/Data-Analytics_~015defe0f03236bc7c/","Intermediate",NA,2019-06-13,"Excellent Research and Data mining capabilities! Television downloads statistics and TV Network and TV show revenues. Licensing statistics and Revenues. Travel and Tourism Industry stats and expenditures.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"47","Medical literature and database search; statistics","https://www.upwork.com/job/Medical-literature-and-database-search-statistics_~01f734d2305f32f729/","Expert",NA,2019-06-13,"Medical literature and database search and analysis","Biochemistry, Bioinformatics, Biotechnology,   ",2,"$6k+ ","No feedback yet","Canada",NA,NA,NA
